from,to,trans,req_min,req_min+walk,price,cost_performance
代田橋,銀座一丁目,1,41,52,7.2,3626.95781269365
新代田,銀座一丁目,1,40,51,7.3,3628.7886689158127
西ヶ原四丁目,新富町,1,43,51,7.3,3628.7886689158127
千住大橋,新富町,1,43,51,7.3,3628.7886689158127
穴守稲荷,茅場町,1,42,51,7.3,3628.7886689158127
練馬春日町,宝町,1,52,55,7.0,3681.8126092338157
下落合,銀座一丁目,1,43,54,7.1,3698.8278515751103
荒川七丁目,銀座一丁目,1,43,54,7.1,3698.8278515751103
田園調布,東京,0,48,60,6.7,3710.9874288732176
京急蒲田,東京,0,39,51,7.4,3714.3486955183175
西早稲田,日本橋(東京都),1,42,51,7.4,3714.3486955183175
尾山台,日本橋(東京都),1,47,56,7.0,3748.2275235221728
神奈川,宝町,1,50,53,7.3,3798.2963383700426
早稲田,東京,1,39,51,7.5,3805.990273744391
池上,日本橋(東京都),1,48,57,7.0,3811.0569169992114
光が丘,宝町,1,54,57,7.0,3811.0569169992114
雑司が谷,日本橋(東京都),1,45,54,7.3,3877.339105538757
蒲田,日本橋(東京都),0,45,54,7.3,3877.339105538757
九品仏,東京,1,42,54,7.3,3877.339105538757
根津,宝町,1,50,53,7.4,3887.8530377003
亀戸,新富町,0,44,52,7.5,3896.853524657145
みなとみらい,東京,1,40,52,7.5,3896.853524657145
洗足,東京,0,40,52,7.5,3896.853524657145
面影橋,東京,1,41,53,7.5,3983.7753695793135
西大井,新富町,1,42,50,7.8,3992.2483664943575
桜新町,八丁堀,1,47,50,7.8,3992.2483664943575
新高島,東京,1,38,50,7.8,3992.2483664943575
荒川一中前,銀座一丁目,1,40,51,7.7,3993.940048402822
柏たなか,八丁堀,1,57,60,7.1,4074.5042434993125
西小山,東京,0,38,50,7.9,4088.9682768119587
馬車道,東京,1,42,54,7.6,4167.580593506644
西武新宿,宝町,1,49,52,7.8,4191.843970034498
緑が丘,東京,1,38,50,8.0,4192.562976104978
自由が丘,銀座一丁目,1,39,50,8.0,4192.562976104978
とうきょうスカイツリー,新富町,1,43,51,8.0,4299.527629291147
奥沢,新富町,1,43,51,8.0,4299.527629291147
鬼子母神前,日本橋(東京都),1,49,58,7.5,4357.803835764952
大岡山,東京,0,43,55,7.8,4459.335999612722
本駒込,東京,0,43,55,7.8,4459.335999612722
茗荷谷,宝町,1,52,55,7.9,4567.372007987954
東陽町,東京,0,42,54,8.0,4594.019694559862
南千住,日本橋(東京都),0,51,60,7.7,4700.935640717017
池ノ上,東京,1,39,51,8.4,4748.514072268117
奥沢,東京,0,44,56,8.0,4767.563697514624
木場,東京,0,40,52,8.5,4987.977774151659
都立大学,新富町,1,42,50,8.7,5001.754867186712
品川シーサイド,茅場町,1,42,51,8.7,5129.364393326234
学芸大学,宝町,1,53,56,8.3,5132.899197380427
馬喰横山,新富町,0,52,60,8.4,5589.082152522106
天王洲アイル,茅場町,1,44,53,9.1,5947.491830549092
国際展示場,日本橋(東京都),1,41,50,9.5,6147.03182416586
越中島,宝町,1,51,54,9.2,6233.25337706868
浜町,新富町,0,46,54,9.2,6233.25337706868
蔵前,東京,0,47,59,8.9,6263.011554369146
大崎広小路,八丁堀,1,57,60,8.9,6346.677387298748
代々木八幡,銀座一丁目,1,39,50,9.7,6484.732191831773
参宮橋,日本橋(東京都),1,51,60,9.0,6514.725521255264
豊洲,東京,0,39,51,10.0,7195.244107611732
北参道,茅場町,1,41,50,10.6,8247.403284862607
