,min,from,lat,lng
1321,136,静和,36.3170017,139.6851415
1322,139,新大平下,36.3390244,139.7016334
1323,144,栃木,36.3716588,139.7314296
1324,148,新栃木,36.389782,139.7422711
1325,170,合戦場,36.4077255,139.7410141
1326,173,家中,36.42942439999999,139.747356
1327,177,東武金崎,36.4662911,139.7495367
1328,182,楡木,36.5071118,139.7454803
1329,185,樅山,36.53315389999999,139.7418708
1330,189,新鹿沼,36.5572655,139.7449686
1331,193,北鹿沼,36.5813204,139.7373907
1332,198,板荷,36.61994200000001,139.707781
1333,203,下小代,36.6510557,139.7138005
1334,207,明神,36.6762786,139.7122017
1335,213,下今市,36.72550210000001,139.6923539
1336,215,上今市,36.72777960000001,139.6814671
1337,222,東武日光,36.748309,139.61954
1338,70,北大宮,35.9171964,139.6247293
1339,107,大宮公園,35.9234976,139.6321636
1340,105,大和田,35.9293778,139.6503575
1341,102,七里,35.9365546,139.6662907
1342,99,岩槻,35.950263,139.693122
1343,96,東岩槻,35.9633724,139.7122721
1344,91,八木崎,35.9783575,139.741815
1345,91,藤の牛島,35.9801407,139.7775825
1346,95,南桜井,35.9804354,139.8080072
1347,98,川間,35.97918,139.834609
1348,101,七光台,35.9706238,139.8529487
1349,104,清水公園,35.95884119999999,139.8602632
1350,106,愛宕,35.9505845,139.8644604
1351,109,野田市,35.9434408,139.8707283
1352,112,梅郷,35.9313797,139.891193
1353,115,運河,35.914125,139.906108
1354,64,江戸川台,35.897247,139.910495
1355,62,初石,35.8841011,139.9175805
1356,64,豊四季,35.866536,139.939532
1357,66,新柏,35.8387226,139.966663
1358,68,増尾,35.8295651,139.9767454
1359,70,逆井,35.8232231,139.983935
1360,74,高柳,35.8081914,139.9988642
1361,71,六実,35.793705,139.999353
1362,73,鎌ケ谷,35.7637249,139.9972711
1363,77,馬込沢,35.7416333,139.9923391
1364,71,塚田,35.7220485,139.9827873
1365,69,新船橋,35.711515,139.979873
1366,72,鉄道博物館,35.9204218,139.6177544
1367,75,加茂宮,35.9357127,139.6170337
1368,77,東宮原,35.9425794,139.6183602
1369,78,今羽,35.9499263,139.6193842
1370,80,吉野原,35.9570377,139.6208782
1371,81,原市,35.963898,139.6222945
1372,83,沼南,35.9710084,139.6235163
1373,568,丸山,35.9800228,139.6247744
1374,88,志久,35.9909662,139.6224401
1375,91,伊奈中央,35.9994217,139.6172102
1376,94,羽貫,36.0073326,139.6085757
1377,96,内宿,36.0142251,139.5998221
1378,109,西羽生,36.1764024,139.5239492
1379,111,新郷,35.0820682,133.367708
1380,114,武州荒木,36.1625386,139.48852
1381,111,東行田,36.1472565,139.4684744
1382,109,行田市,36.143484,139.45919
1383,106,持田,36.1376603,139.4421229
1384,103,ソシオ流通センター,36.1364918,139.4244408
1385,96,上熊谷,36.1426263,139.3813505
1386,661,石原,36.1475927,139.368892
1387,101,ひろせ野鳥の森,36.1461437,139.3515478
1388,104,大麻生,36.1447948,139.3323588
1389,107,明戸,36.1428414,139.3032867
1390,110,武川,36.14208,139.282666
1391,95,永田,35.5026351,140.3110883
1392,115,ふかや花園,36.1308037,139.2480939
1393,119,小前田,36.128937,139.2223727
1394,199,桜沢,36.1286738,139.207351
1395,132,波久礼,36.1268671,139.1580498
1396,137,樋口,36.1310879,139.1225249
1397,141,野上,36.1115898,139.1111933
1398,144,長瀞,36.0954806,139.1121661
1399,146,上長瀞,36.0861785,139.1134038
1400,149,親鼻,36.077566,139.106306
1401,152,皆野,36.0687185,139.0941116
1402,156,和銅黒谷,36.046736,139.101558
1403,160,大野原,36.0186555,139.0941707
1404,163,秩父,35.998824,139.086061
1405,122,御花畑,35.9924915,139.0836172
1406,168,影森,35.9719379,139.068286
1407,131,浦山口,35.963939,139.058037
1408,138,武州日野,35.9540642,139.0213573
1409,142,白久,35.9589096,138.9932374
1410,144,三峰口,35.960215,138.977683
1411,89,佐倉,35.7097115,140.2260837
1412,95,酒々井,35.7316641,140.2752487
1413,102,成田,35.777327,140.313605
1414,113,久住,35.8323451,140.3389085
1415,119,滑河,35.8775664,140.3482921
1416,126,下総神崎,35.8949368,140.4105304
1417,131,大戸,35.89023460000001,140.4583934
1418,135,佐原,35.89506799999999,140.493557
1419,140,香取,35.8979025,140.5323035
1420,147,水郷,35.8854883,140.5701619
1421,152,小見川,35.84996539999999,140.6045494
1422,158,笹川,35.8393847,140.6558233
1423,166,下総橘,35.8186688,140.7022965
1424,170,下総豊里,35.7931025,140.7207285
1425,175,椎柴,35.7652292,140.7589288
1426,166,松岸,35.739537,140.7952774
1427,170,銚子,35.7296659,140.8274186
1428,75,東我孫子,35.8688305,140.0465566
1429,78,湖北,35.867199,140.0778987
1430,82,新木,35.8623671,140.1070353
1431,87,布佐,35.84914699999999,140.1330614
1432,90,木下,35.8388708,140.1479772
1433,237,小林,31.9905936,130.9761492
1434,101,安食,35.8357071,140.2423583
1435,106,下総松崎,35.807645,140.2779382
1436,93,東千葉,35.6168558,140.1220896
1437,77,都賀,35.6360953,140.1492014
1438,81,四街道,35.6630053,140.1656201
1439,85,物井,35.6856462,140.2002758
1440,94,南酒々井,35.7043058,140.2678893
1441,189,榎戸,35.684142,140.2880273
1442,103,八街,35.6631451,140.3173313
1443,109,日向,35.6284003,140.36244
1444,119,成東,35.6083867,140.410859
1445,661,松尾,35.635977,140.4577093
1446,128,横芝,35.66176919999999,140.4912319
1447,133,飯倉,35.6856543,140.5224028
1448,137,八日市場,35.699286,140.552366
1449,145,干潟,35.718369,140.6032494
1450,150,旭,35.7220089,140.6549394
1451,153,飯岡,35.7295922,140.6834089
1452,157,倉橋,35.7380818,140.7144692
1453,161,猿田,35.747425,140.7373203
1454,146,十二橋,35.916984,140.5458293
1455,149,潮来,35.937343,140.5496059
1456,154,延方,35.9581195,140.5887962
1457,158,鹿島神宮,35.9706714,140.6259941
1458,78,本千葉,35.6018503,140.1207196
1459,72,鎌取,35.5626526,140.1787359
1460,76,誉田,35.54700589999999,140.2138166
1461,87,土気,35.530742,140.269841
1462,92,大網,35.522522,140.311032
1463,98,本納,35.482054,140.307534
1464,102,新茂原,35.4494741,140.2996748
1465,103,茂原,35.4268738,140.3040484
1466,110,八積,35.4040082,140.3453672
1467,110,上総一ノ宮,35.3736839,140.3650207
1468,116,東浪見,35.34714170000001,140.376705
1469,119,太東,35.3201019,140.3812565
1470,123,長者町,35.2962435,140.3849794
1471,125,三門,35.2823784,140.3915894
1472,129,大原,35.2508913,140.3908475
1473,134,浪花,35.2228904,140.3792606
1474,139,御宿,35.18756,140.351431
1475,145,勝浦,35.152563,140.311936
1476,160,鵜原,35.1411746,140.2789111
1477,164,上総興津,35.1372305,140.2509416
1478,174,安房小湊,35.128618,140.1897802
1479,178,安房天津,35.12575630000001,140.1546999
1480,172,安房鴨川,35.1075625,140.1035382
1481,99,福俵,35.5462144,140.3418617
1482,102,東金,35.560158,140.363609
1483,113,求名,35.5800177,140.3964113
1484,68,浜野,35.5520062,140.1320503
1485,71,八幡宿,35.5363502,140.1200926
1486,75,五井,35.5133059,140.0896418
1487,80,姉ケ崎,35.4785957,140.042129
1488,176,長浦,35.4504102,139.9954503
1489,88,袖ケ浦,35.4321885,139.9578287
1490,95,木更津,35.3815785,139.926229
1491,106,君津,35.3336671,139.8950422
1492,110,青堀,35.3305311,139.8589388
1493,115,大貫,35.2917576,139.8556351
1494,119,佐貫町,35.2606378,139.8760935
1495,124,上総湊,35.2222772,139.8712827
1496,150,竹岡,35.1975452,139.8300299
1497,155,浜金谷,35.1681316,139.8222539
1498,159,保田,35.1410571,139.8383573
1499,164,安房勝山,35.1140268,139.833394
1500,167,岩井,35.0932796,139.8498934
1501,167,富浦,35.0460623,139.837813
1502,171,那古船形,35.02900899999999,139.8513958
1503,162,館山,34.9959574,139.8618962
1504,177,九重,34.997678,139.9111008
1505,187,千倉,34.9767087,139.9547124
1506,584,江見,35.0625108,140.0611269
1507,579,太海,35.0814819,140.096151
1508,121,祇園,33.5940958,130.4145184
1509,124,上総清川,35.3909554,139.9655329
1510,128,東清川,35.39002809999999,139.9858005
1511,133,横田,35.3861959,140.0201175
1512,136,東横田,35.3862769,140.0364353
1513,140,馬来田,35.3667824,140.0585317
1514,144,下郡,35.3552795,140.0554536
1515,127,小櫃,35.3280923,140.0598387
1516,146,俵田,35.31454000000001,140.0613769
1517,139,平山,35.2742929,140.0645627
1518,145,上総松丘,35.2577822,140.0640014
1519,69,京成幕張本郷,35.6727454,140.042304
1520,73,京成幕張,35.66044400000001,140.056076
1521,75,検見川,35.652617,140.066279
1522,83,京成稲毛,35.6377689,140.085488
1523,80,みどり台,35.6248001,140.0977112
1524,91,西登戸,35.6177251,140.1026967
1525,89,新千葉,35.6124184,140.1083463
1526,85,京成千葉,35.6116356,140.1142016
1527,85,千葉中央,35.607479,140.117739
1528,77,千葉寺,35.590287,140.132322
1529,91,大森台,35.584011,140.149543
1530,606,学園前,0.0,0.0
1531,98,おゆみ野,35.550265,140.166099
1532,53,上本郷,35.7897487,139.9163439
1533,54,松戸新田,35.7906492,139.9229877
1534,55,みのり台,35.7893535,139.9294876
1535,66,八柱,35.7915688,139.937986
1536,59,常盤平,35.8033894,139.9501102
1537,61,五香,35.797259,139.9658
1538,63,元山,35.790203,139.9758509
1539,65,くぬぎ山,35.7822395,139.9758314
1540,68,北初富,35.7772434,139.991909
1541,71,初富,35.7721123,140.000902
1542,76,鎌ヶ谷大仏,35.757849,140.013909
1543,74,二和向台,35.753877,140.023741
1544,73,三咲,35.749155,140.028547
1545,71,滝不動,35.7376899,140.0259442
1546,69,高根公団,35.730408,140.029408
1547,68,高根木戸,35.726797,140.034991
1548,60,北習志野,35.7213256,140.0421854
1549,70,習志野,35.7150279,140.042843
1550,71,薬園台,35.7101927,140.037685
1551,73,前原,35.7011242,140.0279198
1552,71,新津田沼,35.690134,140.023716
1553,714,市役所前,0.0,0.0
1554,83,葭川公園,35.6088834,140.1201432
1555,545,県庁前,0.0,0.0
1556,74,千葉公園,35.6197639,140.1178633
1557,75,作草部,35.625449,140.115461
1558,77,天台,35.6314223,140.1128004
1559,79,穴川,35.639476,140.11185
1560,80,スポーツセンター,35.643336,140.11621
1561,83,動物公園,35.6425843,140.1255516
1562,85,みつわ台,35.638726,140.134903
1563,129,桜木,35.6312583,140.1610186
1564,86,小倉台,35.6277226,140.1717741
1565,88,千城台北,35.627562,140.181983
1566,89,千城台,35.622368,140.188538
1567,58,幸谷,35.826334,139.9198036
1568,64,小金城趾,35.8357412,139.9173453
1569,66,鰭ヶ崎,35.8410268,139.9108631
1570,70,流山,35.856529,139.901914
1571,53,東海神,35.7062911,139.981519
1572,57,飯山満,35.7140502,140.0222372
1573,62,船橋日大前,35.7268934,140.0588412
1574,64,八千代緑が丘,35.72902,140.073294
1575,67,八千代中央,35.7279252,140.1033855
1576,454,村上,38.2203182,139.4635738
1577,71,東葉勝田台,35.7154771,140.1259566
1578,90,地区センター,35.7258559,140.1552868
1579,91,公園,35.7307164,140.1537312
1580,97,女子大,35.73866570000001,140.1547219
1581,95,中学校,35.7402623,140.1482611
1582,83,上総村上,35.496239,140.1002702
1583,88,海士有木,35.4817158,140.1242993
1584,91,上総三又,35.4660306,140.1267618
1585,94,上総山田,35.4541937,140.126185
1586,98,光風台,35.439581,140.114191
1587,102,馬立,35.4237498,140.1147191
1588,107,上総牛久,35.400098,140.1422447
1589,122,上総川間,35.3881142,140.1510995
1590,125,上総鶴舞,35.3813745,140.1651738
1591,129,上総久保,35.3674896,140.154585
1592,132,高滝,35.353092,140.1502745
1593,586,仲ノ町,35.7288793,140.8335364
1594,206,観音,35.7290055,140.8401505
1595,590,本銚子,35.731035,140.8478484
1596,592,笠上黒生,35.7284302,140.8570796
1597,594,西海鹿島,35.7250698,140.8602276
1598,595,海鹿島,35.722098,140.8630886
1599,598,君ヶ浜,35.7135969,140.8605197
1600,603,外川,35.6992785,140.8570694
1601,117,芝山千代田,35.754098,140.399565
