from,to,trans,req_min,req_min+walk,price,cost_performance
妙典,新富町,1,40,48,5.5,2235.2768042525377
王子駅前,茅場町,1,34,43,6.3,2241.0052176495005
西船橋,宝町,1,40,43,6.3,2241.0052176495005
志村三丁目,日本橋(東京都),1,34,43,6.3,2241.0052176495005
下高井戸,東京,1,31,43,6.3,2241.0052176495005
昭和島,日本橋(東京都),1,33,42,6.5,2251.7618206639463
松飛台,宝町,0,46,49,5.4,2251.923209831663
大神宮下,八丁堀,1,46,49,5.4,2251.923209831663
京成船橋,東京,0,33,45,6.0,2258.2045981349324
八丁畷,宝町,1,42,45,6.0,2258.2045981349324
京急鶴見,宝町,1,42,45,6.0,2258.2045981349324
武蔵新城,東京,1,33,45,6.0,2258.2045981349324
荻窪,八丁堀,1,38,41,6.7,2259.4383530343184
東向島,茅場町,1,32,41,6.7,2259.4383530343184
赤羽,茅場町,1,32,41,6.7,2259.4383530343184
京急川崎,八丁堀,1,38,41,6.7,2259.4383530343184
板橋,日本橋(東京都),1,32,41,6.7,2259.4383530343184
新庚申塚,茅場町,1,32,41,6.7,2259.4383530343184
中井,茅場町,1,31,40,6.9,2263.93119666422
西巣鴨,宝町,1,37,40,6.9,2263.93119666422
本八幡,宝町,0,43,46,5.9,2285.5318730100166
上板橋,東京,1,34,46,5.9,2285.5318730100166
さいたま新都心,東京,0,31,43,6.4,2290.5243439599517
向河原,東京,1,31,43,6.4,2290.5243439599517
川口元郷,東京,1,37,49,5.5,2300.0894752970644
新津田沼,東京,0,37,49,5.5,2300.0894752970644
新横浜,宝町,1,39,42,6.6,2304.2761954824255
雑色,宝町,1,39,42,6.6,2304.2761954824255
平間,東京,1,33,45,6.1,2308.9710482613323
鐘ヶ淵,日本橋(東京都),1,32,41,6.8,2312.84878063595
北池袋,新富町,1,33,41,6.8,2312.84878063595
東高円寺,日本橋(東京都),1,32,41,6.8,2312.84878063595
大山,東京,1,28,40,7.0,2318.14333485046
中野,銀座一丁目,1,29,40,7.0,2318.14333485046
東中野,新富町,1,32,40,7.0,2318.14333485046
鶴見市場,宝町,1,43,46,6.0,2336.5051368596737
京成船橋,八丁堀,1,43,46,6.0,2336.5051368596737
志茂,東京,1,31,43,6.5,2343.5632578975165
江古田,東京,1,31,43,6.5,2343.5632578975165
新桜台,東京,1,31,43,6.5,2343.5632578975165
西荻窪,日本橋(東京都),0,34,43,6.5,2343.5632578975165
東十条,茅場町,1,34,43,6.5,2343.5632578975165
東門前,宝町,1,46,49,5.6,2349.7236472877657
京急川崎,東京,0,30,42,6.7,2356.2794721900345
中板橋,東京,1,30,42,6.7,2356.2794721900345
桜上水,東京,1,33,45,6.2,2359.243412019098
蓮根,日本橋(東京都),1,36,45,6.2,2359.243412019098
本八幡,茅場町,1,38,47,5.9,2360.3294597916065
西馬込,茅場町,1,32,41,6.9,2365.7393892595906
新高円寺,東京,0,29,41,6.9,2365.7393892595906
要町,茅場町,1,32,41,6.9,2365.7393892595906
新高円寺,八丁堀,1,38,41,6.9,2365.7393892595906
梅屋敷,日本橋(東京都),1,32,41,6.9,2365.7393892595906
国府台,宝町,1,41,44,6.4,2379.1718111343666
板橋本町,東京,0,32,44,6.4,2379.1718111343666
鹿島田,東京,0,31,43,6.6,2398.2185763271355
赤羽岩淵,東京,0,31,43,6.6,2398.2185763271355
尾久,銀座一丁目,1,32,43,6.6,2398.2185763271355
東あずま,日本橋(東京都),1,34,43,6.6,2398.2185763271355
松戸新田,東京,1,37,49,5.7,2398.8747528490035
国道,東京,1,37,49,5.7,2398.8747528490035
板橋区役所前,東京,0,30,42,6.8,2411.9791083361615
御嶽山,宝町,1,39,42,6.8,2411.9791083361615
横浜,東京,0,30,42,6.8,2411.9791083361615
上中里,新富町,1,34,42,6.8,2411.9791083361615
板橋区役所前,新富町,1,34,42,6.8,2411.9791083361615
椎名町,新富町,1,34,42,6.8,2411.9791083361615
千歳烏山,東京,1,35,47,6.0,2412.9709030140216
吉祥寺,日本橋(東京都),0,36,45,6.3,2413.08910303694
鷺ノ宮,日本橋(東京都),1,36,45,6.3,2413.08910303694
平和島,新富町,1,33,41,7.0,2422.3894283032437
新中野,銀座一丁目,0,30,41,7.0,2422.3894283032437
小村井,日本橋(東京都),1,32,41,7.0,2422.3894283032437
亀戸水神,宝町,1,38,41,7.0,2422.3894283032437
代田橋,日本橋(東京都),1,31,40,7.2,2429.3282287936845
川崎,宝町,0,41,44,6.5,2434.263427718225
新桜台,新富町,0,36,44,6.5,2434.263427718225
西荻窪,八丁堀,1,41,44,6.5,2434.263427718225
六郷土手,宝町,1,41,44,6.5,2434.263427718225
船橋,茅場町,0,37,46,6.2,2441.0473505534815
本蓮沼,東京,0,34,46,6.2,2441.0473505534815
平井,新富町,1,38,46,6.2,2441.0473505534815
南阿佐ケ谷,八丁堀,1,40,43,6.7,2452.341959832366
南阿佐ケ谷,東京,0,31,43,6.7,2452.341959832366
京成曳舟,東京,1,30,42,6.9,2467.136645696787
成城学園前,八丁堀,1,44,47,6.1,2467.2166374817875
小台,八丁堀,1,45,48,6.0,2487.367621069925
目白,東京,0,28,40,7.3,2488.580977464922
練馬,東京,1,34,46,6.3,2496.760076391014
吉祥寺,八丁堀,1,43,46,6.3,2496.760076391014
市川真間,宝町,1,43,46,6.3,2496.760076391014
久が原,宝町,1,40,43,6.8,2510.312398602766
荒川車庫前,東京,1,31,43,6.8,2510.312398602766
東高円寺,銀座一丁目,0,32,43,6.8,2510.312398602766
新丸子,宝町,1,44,47,6.2,2520.9344233163447
東神奈川,宝町,1,44,47,6.2,2520.9344233163447
五反野,新富町,0,39,47,6.2,2520.9344233163447
新習志野,新富町,1,39,47,6.2,2520.9344233163447
新習志野,東京,0,35,47,6.2,2520.9344233163447
宮ノ前,八丁堀,1,44,47,6.2,2520.9344233163447
桜台,東京,1,33,45,6.5,2523.5224422376778
江北,東京,1,33,45,6.5,2523.5224422376778
落合南長崎,宝町,1,42,45,6.5,2523.5224422376778
滝野川一丁目,東京,1,33,45,6.5,2523.5224422376778
小菅,新富町,0,37,45,6.5,2523.5224422376778
明大前,日本橋(東京都),1,33,42,7.0,2526.2147453130315
中野坂上,茅場町,1,33,42,7.0,2526.2147453130315
新中野,新富町,1,34,42,7.0,2526.2147453130315
北千住,新富町,0,33,41,7.2,2538.574267966085
大鳥居,八丁堀,1,38,41,7.2,2538.574267966085
三鷹,日本橋(東京都),0,39,48,6.1,2543.285860004236
川崎大師,宝町,1,45,48,6.1,2543.285860004236
田園調布,八丁堀,1,41,44,6.7,2547.252063694803
飛鳥山,東京,1,32,44,6.7,2547.252063694803
大久保,宝町,1,37,40,7.4,2547.2570465505332
大森海岸,東京,1,28,40,7.4,2547.2570465505332
馬込,新富町,1,32,40,7.4,2547.2570465505332
梅島,新富町,0,41,49,6.0,2559.489757838181
新井薬師前,茅場町,1,34,43,6.9,2567.718637916459
高円寺,銀座一丁目,1,32,43,6.9,2567.718637916459
練馬,新富町,0,39,47,6.3,2578.4704347946868
鈴木町,宝町,1,44,47,6.3,2578.4704347946868
港町,宝町,1,42,45,6.6,2582.3746717134572
志村坂上,東京,0,36,48,6.2,2598.6598725932595
蒲田,新富町,1,33,41,7.3,2600.491591981933
糀谷,日本橋(東京都),0,32,41,7.3,2600.491591981933
千住大橋,茅場町,1,32,41,7.3,2600.491591981933
東池袋四丁目,東京,1,29,41,7.3,2600.491591981933
高田馬場,新富町,1,32,40,7.5,2610.103772862211
立会川,銀座一丁目,1,29,40,7.5,2610.103772862211
入谷,銀座一丁目,0,29,40,7.5,2610.103772862211
笹塚,宝町,1,37,40,7.5,2610.103772862211
西新宿,茅場町,1,31,40,7.5,2610.103772862211
洗足池,東京,1,34,46,6.5,2611.022559310497
沼袋,日本橋(東京都),1,37,46,6.5,2611.022559310497
十条,新富町,1,38,46,6.5,2611.022559310497
日吉,宝町,1,46,49,6.1,2617.0293666263483
三鷹,八丁堀,1,46,49,6.1,2617.0293666263483
千歳船橋,八丁堀,1,46,49,6.1,2617.0293666263483
下板橋,新富町,1,35,43,7.0,2629.2052757733063
上北沢,東京,1,36,48,6.3,2657.96983435781
東海神,茅場町,0,39,48,6.3,2657.96983435781
東大島,銀座一丁目,1,37,48,6.3,2657.96983435781
池袋,宝町,1,38,41,7.4,2661.806303333267
大塚,茅場町,1,32,41,7.4,2661.806303333267
新船橋,東京,1,37,49,6.2,2674.0089690266736
荒川遊園地前,東京,1,37,49,6.2,2674.0089690266736
仲町台,東京,1,37,49,6.2,2674.0089690266736
旗の台,日本橋(東京都),1,33,42,7.3,2711.950493166096
新江古田,宝町,1,45,48,6.4,2716.702559708171
早稲田,日本橋(東京都),1,32,41,7.5,2727.4792249046577
鬼子母神前,新富町,1,33,41,7.5,2727.4792249046577
世田谷代田,日本橋(東京都),1,32,41,7.5,2727.4792249046577
新三河島,宝町,1,41,44,7.0,2730.960312341033
蓮沼,東京,1,32,44,7.0,2730.960312341033
落合,新富町,1,36,44,7.0,2730.960312341033
新庚申塚,東京,0,34,46,6.7,2732.2156373156586
荏原町,日本橋(東京都),1,31,40,7.7,2738.9975378643862
矢口渡,東京,1,33,45,6.9,2764.890423289569
下丸子,東京,1,36,48,6.5,2779.6099693754322
八幡山,東京,1,37,49,6.4,2795.4743471634024
大宮,八丁堀,1,46,49,6.4,2795.4743471634024
野方,茅場町,1,40,49,6.4,2795.4743471634024
長原,日本橋(東京都),1,35,44,7.1,2796.772972615057
都庁前,八丁堀,1,37,40,7.8,2807.6877132299655
西武新宿,東京,0,28,40,7.8,2807.6877132299655
穴守稲荷,八丁堀,1,40,43,7.3,2822.513231504705
糀谷,東京,1,31,43,7.3,2822.513231504705
目白,八丁堀,1,40,43,7.3,2822.513231504705
庚申塚,東京,1,33,45,7.0,2831.0985403551595
三河島,銀座一丁目,1,31,42,7.5,2844.380905474528
高田馬場,東京,0,30,42,7.5,2844.380905474528
三ノ輪,銀座一丁目,0,31,42,7.5,2844.380905474528
赤羽岩淵,日本橋(東京都),1,39,48,6.6,2844.4345340524915
荒川二丁目,新富町,1,38,46,6.9,2860.759685905213
大鳥居,日本橋(東京都),0,35,44,7.2,2861.9451087191997
天空橋,八丁堀,1,41,44,7.2,2861.9451087191997
西新宿五丁目,東京,1,29,41,7.7,2862.1692973524914
三ノ輪橋,新富町,0,33,41,7.7,2862.1692973524914
錦糸町,茅場町,0,31,40,7.9,2875.7093589027504
戸越銀座,茅場町,1,31,40,7.9,2875.7093589027504
京急蒲田,茅場町,1,34,43,7.4,2889.0627964441305
巣鴨新田,東京,1,31,43,7.4,2889.0627964441305
整備場,日本橋(東京都),1,36,45,7.1,2899.324404201185
板橋,東京,0,36,48,6.7,2908.628191236908
二子新地,新富町,1,41,49,6.6,2926.9099569676787
池上,東京,1,34,46,7.0,2929.263490101397
桜新町,新富町,1,33,41,7.8,2933.948445834097
潮見,日本橋(東京都),1,32,41,7.8,2933.948445834097
下北沢,日本橋(東京都),1,31,40,8.0,2948.5659393705064
とうきょうスカイツリー,茅場町,1,31,40,8.0,2948.5659393705064
武蔵小山,新富町,1,32,40,8.0,2948.5659393705064
新宿西口,新富町,1,32,40,8.0,2948.5659393705064
初台,八丁堀,1,37,40,8.0,2948.5659393705064
千鳥町,宝町,1,44,47,6.9,2954.382497905626
武蔵新田,東京,1,35,47,6.9,2954.382497905626
石川台,日本橋(東京都),1,38,47,6.9,2954.382497905626
新大久保,宝町,1,40,43,7.5,2960.342661627447
洗足,八丁堀,1,40,43,7.5,2960.342661627447
用賀,新富町,1,37,45,7.2,2966.8862572835915
荒川区役所前,新富町,1,37,45,7.2,2966.8862572835915
大森,茅場町,1,36,45,7.2,2966.8862572835915
横浜,八丁堀,1,45,48,6.8,2977.3846922582766
二子玉川,新富町,1,40,48,6.8,2977.3846922582766
尻手,宝町,1,45,48,6.8,2977.3846922582766
曳舟,新富町,1,36,44,7.4,3000.8747927182385
西早稲田,茅場町,1,35,44,7.4,3000.8747927182385
西小山,八丁堀,1,38,41,7.9,3005.0290010768867
東北沢,新富町,1,32,40,8.1,3023.6428840048893
東松原,日本橋(東京都),1,38,47,7.0,3025.1281956845437
西大島,銀座一丁目,1,32,43,7.6,3033.794839283281
雑司が谷,新富町,1,37,45,7.3,3039.250363399572
蒲田,宝町,0,42,45,7.3,3039.250363399572
西大井,茅場町,1,33,42,7.8,3059.699542631307
学習院下,新富町,1,34,42,7.8,3059.699542631307
大岡山,日本橋(東京都),1,33,42,7.8,3059.699542631307
西武新宿,八丁堀,1,39,42,7.8,3059.699542631307
幡ヶ谷,八丁堀,1,39,42,7.8,3059.699542631307
面影橋,新富町,1,36,44,7.5,3074.9133186098325
新大久保,東京,0,32,44,7.5,3074.9133186098325
自由が丘,宝町,1,38,41,8.0,3081.1619164381373
若松河田,宝町,1,38,41,8.0,3081.1619164381373
荏原中延,日本橋(東京都),1,32,41,8.0,3081.1619164381373
三軒茶屋,茅場町,1,32,41,8.0,3081.1619164381373
奥沢,宝町,1,38,41,8.0,3081.1619164381373
荒川七丁目,新富町,1,39,47,7.1,3098.0299267453265
駒沢大学,日本橋(東京都),1,31,40,8.2,3101.007860228675
都電雑司ヶ谷,銀座一丁目,1,29,40,8.2,3101.007860228675
尾山台,宝町,1,45,48,7.0,3118.398947178557
地下鉄赤塚,東京,1,37,49,6.9,3133.776596593254
地下鉄赤塚,新富町,0,41,49,6.9,3133.776596593254
中延,銀座一丁目,1,31,42,7.9,3133.8266605345375
新代田,日本橋(東京都),1,37,46,7.3,3144.632728208367
西ヶ原四丁目,東京,1,34,46,7.3,3144.632728208367
穴守稲荷,日本橋(東京都),0,37,46,7.3,3144.632728208367
九品仏,宝町,1,43,46,7.3,3144.632728208367
天空橋,日本橋(東京都),0,38,47,7.2,3170.222138990487
亀戸,八丁堀,0,42,45,7.5,3187.663536777109
亀戸,銀座一丁目,1,34,45,7.5,3187.663536777109
下落合,東京,1,36,48,7.1,3193.548384386456
緑が丘,宝町,1,39,42,8.0,3213.222686269332
荒川一中前,新富町,1,36,44,7.7,3226.760597178506
南千住,銀座一丁目,0,33,44,7.7,3226.760597178506
牛込柳町,銀座一丁目,1,29,40,8.4,3256.4756092565617
大井町,茅場町,1,33,42,8.1,3295.0383711396826
北千束,東京,1,34,46,7.5,3298.1919505483884
不動前,茅場町,1,31,40,8.5,3340.9363541349826
大塚駅前,新富町,1,33,41,8.4,3402.9181762823705
神奈川,東京,1,37,49,7.3,3444.741093456213
大崎,茅場町,1,32,41,8.5,3491.177091261544
東新宿,銀座一丁目,1,30,41,8.5,3491.177091261544
都立大学,八丁堀,1,37,40,8.7,3517.6583208223497
駒場東大前,日本橋(東京都),1,32,41,8.6,3582.125769209923
武蔵小山,東京,0,33,45,8.0,3601.020092931948
東大前,東京,0,37,49,7.5,3612.9552568237837
池尻大橋,八丁堀,1,38,41,8.7,3675.8461828645663
池ノ上,日本橋(東京都),1,34,43,8.4,3693.4484264049024
祐天寺,茅場町,1,34,43,8.4,3693.4484264049024
不動前,東京,0,31,43,8.5,3789.242604742202
人形町,東京,0,28,40,9.0,3795.8012034937783
門前仲町,東京,0,30,42,8.7,3833.395539196779
品川シーサイド,銀座一丁目,1,31,42,8.7,3833.395539196779
代々木上原,東京,0,32,44,8.4,3836.391612755882
学芸大学,茅場町,1,36,45,8.3,3876.9640674957104
天王洲アイル,銀座一丁目,1,29,40,9.1,3896.698339099037
小伝馬町,東京,0,29,41,9.0,3966.4970535039015
中目黒,新富町,0,32,40,9.2,4000.6703978337514
湯島,宝町,1,38,41,9.1,4071.931497941318
馬喰横山,茅場町,0,38,47,8.4,4249.632037855207
浜町,茅場町,0,34,43,9.2,4537.503595433684
岩本町,銀座一丁目,0,29,40,9.7,4560.613776286864
水天宮前,東京,0,32,44,9.3,4829.489296682968
浅草橋,東京,0,36,48,8.8,4846.632139665231
国際展示場,宝町,1,41,44,9.5,5092.978165833155
参宮橋,銀座一丁目,1,37,48,9.0,5106.165049728331
月島,東京,0,30,42,9.9,5233.918617260545
三越前,茅場町,0,39,48,9.1,5241.8932925486
代々木,東京,0,31,43,10.1,5750.335513777149
南新宿,銀座一丁目,1,35,46,9.7,5762.904832712751
北参道,銀座一丁目,1,29,40,10.6,5800.273616066348
神泉,銀座一丁目,1,33,44,10.2,6137.49692800456
代官山,日本橋(東京都),1,31,40,11.2,6834.632234583233
赤羽橋,東京,0,30,42,11.2,7448.093683520957
原宿,東京,0,29,41,11.4,7536.314077307775
虎ノ門ヒルズ,東京,0,28,40,11.6,7628.257859306693
東京テレポート,日本橋(東京都),1,34,43,11.9,9394.934158692238
