from,to,trans,req_min,req_min+walk,price,cost_performance
水天宮前,日本橋(東京都),0,11,20,9.3,1163.0240643068623
赤羽,東京,0,17,29,6.7,1171.534769049229
西日暮里,日本橋(東京都),1,19,28,7.0,1175.3265657405764
田端,東京,0,16,28,7.0,1175.3265657405764
新大塚,東京,0,14,26,7.6,1182.1510161104625
新馬場,宝町,1,22,25,7.9,1184.0467098175463
北品川,宝町,1,21,24,8.2,1187.967262958704
新木場,東京,0,9,21,9.1,1193.6655936640968
御茶ノ水,宝町,1,17,20,9.4,1194.2742026356468
御徒町,日本橋(東京都),0,13,22,8.9,1221.8182311078826
国際展示場,八丁堀,1,17,20,9.5,1226.476714612795
北千住,宝町,1,25,28,7.2,1231.698644893719
大森,宝町,1,25,28,7.2,1231.698644893719
日暮里,八丁堀,1,24,27,7.5,1236.4321761451088
大井町,宝町,1,22,25,8.1,1244.9569694467507
人形町,新富町,0,14,22,9.0,1254.1696901851371
新御茶ノ水,東京,0,10,22,9.0,1254.1696901851371
護国寺,新富町,0,21,29,7.0,1256.026054272891
落合,日本橋(東京都),0,20,29,7.0,1256.026054272891
落合,宝町,1,26,29,7.0,1256.026054272891
東京,銀座一丁目,0,9,20,9.6,1259.660624607945
茗荷谷,日本橋(東京都),1,17,26,7.9,1270.9133798615237
岩本町,日本橋(東京都),1,11,20,9.7,1293.8558415322534
泉岳寺,八丁堀,1,17,20,9.7,1293.8558415322534
三ノ輪橋,八丁堀,0,24,27,7.7,1297.4904375101019
高輪ゲートウェイ,宝町,0,19,22,9.2,1321.8604674991193
立会川,八丁堀,1,25,28,7.5,1323.3540210672772
神保町,茅場町,1,11,20,9.8,1326.3449053083878
市ケ谷,新富町,0,12,20,9.8,1326.3449053083878
後楽園,日本橋(東京都),1,15,24,8.7,1347.582178364127
青山一丁目,日本橋(東京都),0,14,23,9.0,1351.2572934434559
曙橋,日本橋(東京都),1,14,23,9.0,1351.2572934434559
戸越銀座,宝町,0,24,27,7.9,1362.2521899540914
新宿,東京,0,14,26,8.2,1370.483553360253
江戸川橋,新富町,0,18,26,8.2,1370.483553360253
馬喰町,茅場町,1,16,25,8.5,1375.599618778141
池袋,東京,0,17,29,7.4,1380.1653975827485
品川,八丁堀,1,20,23,9.1,1387.1753995467654
三越前,銀座一丁目,0,12,23,9.1,1387.1753995467654
勝どき,八丁堀,0,20,23,9.1,1387.1753995467654
三ノ輪橋,宝町,1,25,28,7.7,1388.704710943903
千石,日本橋(東京都),1,18,27,8.0,1396.7650783958622
越中島,新富町,1,15,23,9.2,1424.1881394527172
上野広小路,八丁堀,0,19,22,9.5,1428.3990505926863
戸越,八丁堀,1,24,27,8.1,1432.3297754771675
上野御徒町,宝町,1,17,20,10.1,1438.3731642949613
上野御徒町,日本橋(東京都),0,11,20,10.1,1438.3731642949613
新大塚,日本橋(東京都),1,20,29,7.6,1449.3069052349592
小伝馬町,新富町,0,16,24,9.0,1454.136129186507
新宿,日本橋(東京都),1,18,27,8.2,1468.978335930721
田町,東京,0,9,21,9.9,1471.2378010085624
大崎,宝町,1,23,26,8.5,1476.519419666262
東日本橋,東京,0,14,26,8.5,1476.519419666262
荒川一中前,八丁堀,1,26,29,7.7,1484.0550273259498
新木場,茅場町,1,15,24,9.1,1492.7888832032331
泉岳寺,日本橋(東京都),0,13,22,9.7,1506.8712138020005
岩本町,茅場町,0,13,22,9.7,1506.8712138020005
四ツ谷,東京,0,9,21,10.0,1511.546535852039
九段下,東京,1,9,21,10.0,1511.546535852039
巣鴨,日本橋(東京都),1,20,29,7.8,1521.2730235709091
五反田,八丁堀,1,22,25,8.9,1522.571176147115
四谷三丁目,八丁堀,1,21,24,9.2,1532.6196116652216
鮫洲,宝町,1,25,28,8.1,1533.0233266670057
飯田橋,新富町,0,15,23,9.5,1538.97407198236
飯田橋,東京,1,11,23,9.5,1538.97407198236
森下,茅場町,0,18,27,8.4,1542.6249584326838
市ケ谷,日本橋(東京都),1,13,22,9.8,1544.7091501440098
芝公園,八丁堀,1,17,20,10.4,1557.6760948311514
江戸川橋,日本橋(東京都),1,19,28,8.2,1572.248300570342
木場,新富町,1,19,27,8.5,1582.6348552324368
東日本橋,新富町,1,19,27,8.5,1582.6348552324368
神田,新富町,1,14,22,9.9,1586.9009753454263
月島,八丁堀,0,19,22,9.9,1586.9009753454263
信濃町,東京,1,14,26,8.8,1592.2806942012462
品川,日本橋(東京都),0,16,25,9.1,1604.4294717329058
淡路町,宝町,1,19,22,10.0,1630.3786310950293
大井町,東京,0,17,29,8.1,1638.282751558999
浜町,八丁堀,1,22,25,9.2,1647.2390045101567
茅場町,銀座一丁目,0,14,25,9.2,1647.2390045101567
銀座一丁目,東京,0,9,21,10.4,1681.9010756821428
大崎,東京,0,16,28,8.5,1693.8949341183063
本郷三丁目,銀座一丁目,0,17,28,8.5,1693.8949341183063
青物横丁,八丁堀,1,25,28,8.5,1693.8949341183063
不動前,宝町,1,25,28,8.5,1693.8949341183063
月島,宝町,1,20,23,9.9,1709.7459248847767
末広町,八丁堀,1,20,23,9.9,1709.7459248847767
高輪台,八丁堀,1,20,23,9.9,1709.7459248847767
天王洲アイル,八丁堀,1,23,26,9.1,1722.1371975973111
内幸町,新富町,1,13,21,10.5,1728.6299469540184
五反田,日本橋(東京都),0,18,27,8.9,1751.726432639632
大崎広小路,宝町,1,24,27,8.9,1751.726432639632
新宿三丁目,日本橋(東京都),1,18,27,8.9,1751.726432639632
四ツ谷,日本橋(東京都),1,14,23,10.0,1756.5892666536265
四谷三丁目,東京,0,14,26,9.2,1768.0874185988228
品川シーサイド,八丁堀,1,25,28,8.7,1783.495097781604
仲御徒町,日本橋(東京都),0,15,24,9.8,1790.999576762064
八丁堀,銀座一丁目,0,13,24,9.8,1790.999576762064
水道橋,東京,0,15,27,9.0,1798.1088687150043
辰巳,日本橋(東京都),1,18,27,9.0,1798.1088687150043
春日,東京,0,17,29,8.5,1810.2000179948827
霞ケ関,茅場町,0,12,21,10.7,1826.403392406505
御成門,宝町,1,17,20,11.0,1834.0252370581406
秋葉原,新富町,0,18,26,9.4,1860.4260681419294
御茶ノ水,銀座一丁目,0,15,26,9.4,1860.4260681419294
内幸町,日本橋(東京都),0,13,22,10.5,1864.5283223093854
大門,茅場町,1,12,21,10.8,1873.5480772688559
大手町,新富町,1,13,21,10.8,1873.5480772688559
淡路町,銀座一丁目,0,13,24,10.0,1890.3283106602205
神保町,東京,0,13,25,9.8,1924.9423258379154
国会議事堂前,銀座一丁目,0,10,21,10.9,1926.1175484183643
浅草橋,新富町,1,21,29,8.8,1952.1223377796803
新宿御苑前,八丁堀,1,23,26,9.6,1962.284254202827
神田,銀座一丁目,0,14,25,9.9,1977.5197512561504
高輪台,日本橋(東京都),0,16,25,9.9,1977.5197512561504
乃木坂,八丁堀,1,18,21,11.0,1980.2891174051515
半蔵門,新富町,1,13,21,11.0,1980.2891174051515
国立競技場,宝町,1,24,27,9.4,1994.1323505856576
新宿三丁目,東京,0,17,29,8.9,2003.605069989857
大手町,銀座一丁目,0,11,22,10.8,2020.8393701795542
高輪ゲートウェイ,八丁堀,1,25,28,9.2,2028.3880330675295
豊洲,日本橋(東京都),1,16,25,10.0,2031.6995169245408
国会議事堂前,新富町,1,14,22,10.9,2077.541655142162
虎ノ門,銀座一丁目,0,10,21,11.2,2093.6353378732047
新宿御苑前,東京,0,15,27,9.6,2103.3109454646633
浜松町,八丁堀,1,21,24,10.4,2103.372369742938
田町,新富町,1,18,26,9.9,2122.5989565894315
目黒,宝町,1,23,26,9.9,2122.5989565894315
外苑前,宝町,1,19,22,11.0,2135.9719888395384
汐留,新富町,1,13,21,11.3,2148.288948775172
六本木,八丁堀,0,17,20,11.6,2164.1530013563397
六本木,宝町,1,17,20,11.6,2164.1530013563397
末広町,銀座一丁目,0,16,27,9.9,2275.147246717378
白金高輪,八丁堀,1,22,25,10.5,2323.4856121634875
有楽町,茅場町,0,15,24,10.8,2343.0446154593415
浜松町,日本橋(東京都),0,17,26,10.4,2426.5291891509673
白金台,宝町,1,20,23,11.2,2433.04276485392
広尾,八丁堀,0,20,23,11.2,2433.04276485392
代々木公園,八丁堀,1,25,28,9.9,2435.091318029751
外苑前,日本橋(東京都),0,15,24,11.0,2476.5341278845876
竹橋,新富町,1,18,26,10.5,2493.9463349966563
千駄ケ谷,東京,1,16,28,10.0,2501.807555330632
広尾,宝町,1,21,24,11.2,2618.2840273253737
大門,東京,0,14,26,10.8,2703.024073473942
虎ノ門ヒルズ,茅場町,0,14,23,11.6,2715.563465011802
東京テレポート,八丁堀,1,19,22,11.9,2736.92170109353
代々木,宝町,1,26,29,10.1,2747.0548962710695
赤羽橋,日本橋(東京都),1,16,25,11.2,2814.0965585127797
神谷町,東京,1,11,23,11.8,2866.689734086433
芝公園,東京,0,17,29,10.4,2974.903765816387
麹町,八丁堀,1,22,25,11.5,3053.881780271713
恵比寿,宝町,1,24,27,11.0,3062.3528909331603
恵比寿,八丁堀,0,24,27,11.0,3062.3528909331603
神谷町,茅場町,0,15,24,11.8,3084.946985100272
渋谷,宝町,1,25,28,10.8,3100.967534780037
麻布十番,日本橋(東京都),1,16,25,11.6,3140.864563377935
御成門,東京,0,16,28,11.0,3277.6379411107987
永田町,八丁堀,1,20,23,12.3,3295.7756117729373
渋谷,日本橋(東京都),0,20,29,10.8,3313.884098828243
赤坂見附,日本橋(東京都),0,11,20,13.2,3391.114976146181
赤坂見附,八丁堀,1,17,20,13.2,3391.114976146181
赤坂,新富町,1,17,25,12.0,3508.4750092711593
六本木一丁目,日本橋(東京都),1,14,23,12.6,3590.1026770645994
表参道,宝町,1,22,25,12.1,3609.3118946366626
溜池山王,茅場町,1,13,22,12.9,3623.0733450602534
永田町,東京,0,13,25,12.3,3811.947303473486
表参道,日本橋(東京都),0,17,26,12.1,3874.1062670525266
溜池山王,銀座一丁目,0,12,23,12.9,3903.5421765539204
