line,from,to,trans,req_min,req_min+walk
JR京葉線,海浜幕張,茅場町,1,47,56
JR京葉線,蘇我,茅場町,1,46,55
JR八高線,小川町,茅場町,1,15,24
JR内房線,蘇我,茅場町,1,46,55
JR南武線,登戸,茅場町,1,47,56
JR南武線,武蔵小杉,茅場町,1,46,55
JR南武線,鹿島田,茅場町,1,51,60
JR南武線,川崎,茅場町,1,40,49
JR埼京線,大宮,茅場町,1,49,58
JR埼京線,赤羽,茅場町,1,32,41
JR埼京線,板橋,茅場町,1,34,43
JR埼京線,池袋,茅場町,1,25,34
JR埼京線,新宿,茅場町,1,20,29
JR埼京線,渋谷,茅場町,1,24,33
JR埼京線,恵比寿,茅場町,0,25,34
JR埼京線,大崎,茅場町,1,32,41
JR埼京線,西大井,茅場町,1,33,42
JR埼京線,武蔵小杉,茅場町,1,46,55
JR外房線,蘇我,茅場町,1,46,55
JR宇都宮線,大宮,茅場町,1,49,58
JR宇都宮線,さいたま新都心,茅場町,1,46,55
JR宇都宮線,浦和,茅場町,1,40,49
JR宇都宮線,赤羽,茅場町,1,32,41
JR宇都宮線,尾久,茅場町,1,25,34
JR宇都宮線,上野,茅場町,0,11,20
JR山手線,大崎,茅場町,1,32,41
JR山手線,五反田,茅場町,1,23,32
JR山手線,目黒,茅場町,1,27,36
JR山手線,恵比寿,茅場町,0,25,34
JR山手線,渋谷,茅場町,1,24,33
JR山手線,原宿,茅場町,1,28,37
JR山手線,代々木,茅場町,1,26,35
JR山手線,新宿,茅場町,1,20,29
JR山手線,新大久保,茅場町,1,27,36
JR山手線,高田馬場,茅場町,0,19,28
JR山手線,目白,茅場町,1,28,37
JR山手線,池袋,茅場町,1,25,34
JR山手線,大塚,茅場町,1,32,41
JR山手線,巣鴨,茅場町,1,22,31
JR山手線,駒込,茅場町,1,26,35
JR山手線,田端,茅場町,1,25,34
JR山手線,西日暮里,茅場町,1,20,29
JR山手線,日暮里,茅場町,1,22,31
JR山手線,鶯谷,茅場町,1,20,29
JR山手線,上野,茅場町,0,11,20
JR山手線,御徒町,茅場町,0,14,23
JR山手線,秋葉原,茅場町,0,6,15
JR山手線,神田,茅場町,1,7,16
JR山手線,東京,茅場町,0,12,21
JR山手線,有楽町,茅場町,0,15,24
JR山手線,新橋,茅場町,1,9,18
JR山手線,浜松町,茅場町,1,21,30
JR山手線,田町,茅場町,1,24,33
JR山手線,高輪ゲートウェイ,茅場町,1,26,35
JR山手線,品川,茅場町,1,21,30
JR川越線,大宮,茅場町,1,49,58
JR常磐線,我孫子,茅場町,1,50,59
JR常磐線,柏,茅場町,1,45,54
JR常磐線,松戸,茅場町,1,36,45
JR常磐線,北千住,茅場町,0,21,30
JR常磐線,南千住,茅場町,0,18,27
JR常磐線,三河島,茅場町,1,26,35
JR常磐線,日暮里,茅場町,1,22,31
JR常磐線,上野,茅場町,0,11,20
JR常磐線各駅停車,綾瀬,茅場町,1,31,40
JR常磐線各駅停車,亀有,茅場町,1,34,43
JR常磐線各駅停車,金町,茅場町,1,36,45
JR常磐線各駅停車,松戸,茅場町,1,36,45
JR常磐線各駅停車,北松戸,茅場町,1,44,53
JR常磐線各駅停車,馬橋,茅場町,1,46,55
JR常磐線各駅停車,新松戸,茅場町,1,48,57
JR常磐線各駅停車,北小金,茅場町,1,50,59
JR常磐線各駅停車,柏,茅場町,1,45,54
JR常磐線各駅停車,我孫子,茅場町,1,50,59
JR東海道線,東京,茅場町,0,12,21
JR東海道線,新橋,茅場町,1,9,18
JR東海道線,品川,茅場町,1,21,30
JR東海道線,川崎,茅場町,1,40,49
JR東海道線,横浜,茅場町,1,49,58
JR根岸線,横浜,茅場町,1,49,58
JR横須賀線,東京,茅場町,0,12,21
JR横須賀線,新橋,茅場町,1,9,18
JR横須賀線,品川,茅場町,1,21,30
JR横須賀線,西大井,茅場町,1,33,42
JR横須賀線,武蔵小杉,茅場町,1,46,55
JR横須賀線,新川崎,茅場町,1,43,52
JR横須賀線,横浜,茅場町,1,49,58
JR武蔵野線,南浦和,茅場町,1,50,59
JR武蔵野線,南流山,茅場町,1,45,54
JR武蔵野線,新松戸,茅場町,1,48,57
JR武蔵野線,新八柱,茅場町,1,48,57
JR武蔵野線,東松戸,茅場町,1,35,44
JR武蔵野線,市川大野,茅場町,1,43,52
JR武蔵野線,船橋法典,茅場町,1,39,48
JR武蔵野線,西船橋,茅場町,0,31,40
JR湘南新宿ライン（宇都宮線・横須賀線）,大宮,茅場町,1,49,58
JR湘南新宿ライン（宇都宮線・横須賀線）,浦和,茅場町,1,40,49
JR湘南新宿ライン（宇都宮線・横須賀線）,赤羽,茅場町,1,32,41
JR湘南新宿ライン（宇都宮線・横須賀線）,池袋,茅場町,1,25,34
JR湘南新宿ライン（宇都宮線・横須賀線）,新宿,茅場町,1,20,29
JR湘南新宿ライン（宇都宮線・横須賀線）,渋谷,茅場町,1,24,33
JR湘南新宿ライン（宇都宮線・横須賀線）,恵比寿,茅場町,0,25,34
JR湘南新宿ライン（宇都宮線・横須賀線）,大崎,茅場町,1,32,41
JR湘南新宿ライン（宇都宮線・横須賀線）,西大井駅,茅場町,1,33,42
JR湘南新宿ライン（宇都宮線・横須賀線）,武蔵小杉,茅場町,1,46,55
JR湘南新宿ライン（宇都宮線・横須賀線）,新川崎,茅場町,1,43,52
JR湘南新宿ライン（宇都宮線・横須賀線）,横浜,茅場町,1,49,58
JR湘南新宿ライン（高崎線・東海道線）,大宮,茅場町,1,49,58
JR湘南新宿ライン（高崎線・東海道線）,浦和,茅場町,1,40,49
JR湘南新宿ライン（高崎線・東海道線）,赤羽,茅場町,1,32,41
JR湘南新宿ライン（高崎線・東海道線）,池袋,茅場町,1,25,34
JR湘南新宿ライン（高崎線・東海道線）,新宿,茅場町,1,20,29
JR湘南新宿ライン（高崎線・東海道線）,渋谷,茅場町,1,24,33
JR湘南新宿ライン（高崎線・東海道線）,恵比寿,茅場町,0,25,34
JR湘南新宿ライン（高崎線・東海道線）,大崎,茅場町,1,32,41
JR湘南新宿ライン（高崎線・東海道線）,西大井,茅場町,1,33,42
JR湘南新宿ライン（高崎線・東海道線）,武蔵小杉,茅場町,1,46,55
JR湘南新宿ライン（高崎線・東海道線）,新川崎,茅場町,1,43,52
JR湘南新宿ライン（高崎線・東海道線）,横浜,茅場町,1,49,58
JR相模線,入谷,茅場町,0,13,22
JR総武本線,東京,茅場町,0,12,21
JR総武本線,新日本橋,茅場町,1,15,24
JR総武本線,馬喰町,茅場町,1,16,25
JR総武本線,錦糸町,茅場町,0,31,40
JR総武本線,新小岩,茅場町,1,28,37
JR総武本線,市川,茅場町,1,35,44
JR総武本線,船橋,茅場町,0,37,46
JR総武本線,津田沼,茅場町,0,42,51
JR総武線快速,東京,茅場町,0,12,21
JR総武線快速,新日本橋,茅場町,1,15,24
JR総武線快速,馬喰町,茅場町,1,16,25
JR総武線快速,錦糸町,茅場町,0,31,40
JR総武線快速,新小岩,茅場町,1,28,37
JR総武線快速,市川,茅場町,1,35,44
JR総武線快速,船橋,茅場町,0,37,46
JR総武線快速,津田沼,茅場町,0,42,51
JR高崎線,大宮,茅場町,1,49,58
JR高崎線,さいたま新都心,茅場町,1,46,55
JR高崎線,浦和,茅場町,1,40,49
JR高崎線,赤羽,茅場町,1,32,41
JR高崎線,尾久,茅場町,1,25,34
JR高崎線,上野,茅場町,0,11,20
JR鶴見線,鶴見,茅場町,1,48,57
つくばエクスプレス,秋葉原,茅場町,0,6,15
つくばエクスプレス,新御徒町,茅場町,1,17,26
つくばエクスプレス,浅草,茅場町,1,13,22
つくばエクスプレス,南千住,茅場町,0,18,27
つくばエクスプレス,北千住,茅場町,0,21,30
つくばエクスプレス,青井,茅場町,1,31,40
つくばエクスプレス,六町,茅場町,1,33,42
つくばエクスプレス,八潮,茅場町,1,37,46
つくばエクスプレス,三郷中央,茅場町,1,42,51
つくばエクスプレス,南流山,茅場町,1,45,54
つくばエクスプレス,流山セントラルパーク,茅場町,1,45,54
つくばエクスプレス,流山おおたかの森,茅場町,1,49,58
りんかい線,大崎,茅場町,1,32,41
りんかい線,大井町,茅場町,1,33,42
りんかい線,品川シーサイド,茅場町,1,42,51
りんかい線,天王洲アイル,茅場町,1,44,53
りんかい線,新木場,茅場町,1,15,24
ディズニーリゾートライン,リゾートゲートウェイ・ステーション,茅場町,1,29,38
京急大師線,京急川崎,茅場町,1,38,47
京急本線,泉岳寺,茅場町,1,18,27
京急本線,品川,茅場町,1,21,30
京急本線,青物横丁,茅場町,1,25,34
京急本線,立会川,茅場町,1,27,36
京急本線,平和島,茅場町,1,30,39
京急本線,京急蒲田,茅場町,1,34,43
京急本線,京急川崎,茅場町,1,38,47
京急本線,神奈川新町,茅場町,1,48,57
京急本線,横浜,茅場町,1,49,58
京急空港線,京急蒲田,茅場町,1,34,43
京急空港線,糀谷,茅場町,1,37,46
京急空港線,大鳥居,茅場町,1,40,49
京急空港線,穴守稲荷,茅場町,1,42,51
京急空港線,天空橋,茅場町,1,43,52
京急空港線,羽田空港第1・第2ターミナル,茅場町,1,48,57
京成千葉線,京成津田沼,茅場町,1,48,57
京成千葉線,京成幕張本郷,茅場町,1,51,60
京成成田空港線,京成上野,茅場町,0,19,28
京成成田空港線,日暮里,茅場町,1,22,31
京成成田空港線,青砥,茅場町,1,25,34
京成成田空港線,京成高砂,茅場町,1,28,37
京成成田空港線,東松戸,茅場町,1,35,44
京成成田空港線,新鎌ヶ谷,茅場町,1,40,49
京成成田空港線,千葉ニュータウン中央,茅場町,1,48,57
京成押上線,京成曳舟,茅場町,1,21,30
京成押上線,八広,茅場町,1,23,32
京成押上線,四ツ木,茅場町,1,26,35
京成押上線,京成立石,茅場町,1,28,37
京成押上線,青砥,茅場町,1,25,34
京成押上線,京成高砂,茅場町,1,28,37
京成本線,京成津田沼,茅場町,1,48,57
京成本線,船橋競馬場,茅場町,1,47,56
京成本線,大神宮下,茅場町,1,46,55
京成本線,京成船橋,茅場町,0,43,52
京成本線,海神,茅場町,1,46,55
京成本線,京成西船,茅場町,0,42,51
京成本線,東中山,茅場町,1,49,58
京成本線,京成八幡,茅場町,1,36,45
京成本線,京成小岩,茅場町,1,50,59
京成本線,京成高砂,茅場町,1,28,37
京成本線,青砥,茅場町,1,25,34
京成本線,お花茶屋,茅場町,1,42,51
京成本線,堀切菖蒲園,茅場町,1,41,50
京成本線,京成関屋,茅場町,1,29,38
京成本線,千住大橋,茅場町,1,32,41
京成本線,町屋,茅場町,1,27,36
京成本線,新三河島,茅場町,1,28,37
京成本線,日暮里,茅場町,1,22,31
京成本線,京成上野,茅場町,0,19,28
京成金町線,京成高砂,茅場町,1,28,37
京成金町線,京成金町,茅場町,1,39,48
京王井の頭線,渋谷,茅場町,1,24,33
京王井の頭線,下北沢,茅場町,1,34,43
京王井の頭線,明大前,茅場町,1,36,45
京王井の頭線,富士見ヶ丘,茅場町,1,51,60
京王井の頭線,久我山,茅場町,1,49,58
京王井の頭線,三鷹台,茅場町,1,47,56
京王井の頭線,井の頭公園,茅場町,1,45,54
京王井の頭線,吉祥寺,茅場町,0,38,47
京王線,初台,茅場町,1,24,33
京王線,幡ヶ谷,茅場町,1,26,35
京王線,新宿,茅場町,1,20,29
京王線,笹塚,茅場町,1,28,37
京王線,明大前,茅場町,1,36,45
京王線,桜上水,茅場町,1,40,49
京王線,千歳烏山,茅場町,1,47,56
京王線,仙川,茅場町,1,50,59
北総鉄道北総線,京成高砂,茅場町,1,28,37
北総鉄道北総線,新柴又,茅場町,1,38,47
北総鉄道北総線,矢切,茅場町,1,40,49
北総鉄道北総線,北国分,茅場町,1,43,52
北総鉄道北総線,秋山,茅場町,1,45,54
北総鉄道北総線,東松戸,茅場町,1,35,44
北総鉄道北総線,松飛台,茅場町,1,46,55
北総鉄道北総線,大町,茅場町,1,48,57
北総鉄道北総線,新鎌ヶ谷,茅場町,1,40,49
北総鉄道北総線,西白井,茅場町,1,46,55
北総鉄道北総線,白井,茅場町,1,48,57
北総鉄道北総線,小室,茅場町,1,50,59
北総鉄道北総線,千葉ニュータウン中央,茅場町,1,48,57
小田急小田原線,新宿,茅場町,1,20,29
小田急小田原線,代々木上原,茅場町,1,29,38
小田急小田原線,東北沢,茅場町,1,32,41
小田急小田原線,下北沢,茅場町,1,34,43
小田急小田原線,世田谷代田,茅場町,1,36,45
小田急小田原線,梅ヶ丘,茅場町,1,37,46
小田急小田原線,豪徳寺,茅場町,1,39,48
小田急小田原線,経堂,茅場町,1,41,50
小田急小田原線,千歳船橋,茅場町,1,47,56
小田急小田原線,祖師ヶ谷大蔵,茅場町,1,50,59
小田急小田原線,成城学園前,茅場町,1,42,51
小田急小田原線,登戸,茅場町,1,47,56
小田急小田原線,向ヶ丘遊園,茅場町,1,51,60
新京成線,京成津田沼,茅場町,1,48,57
新京成線,新津田沼,茅場町,0,49,58
新京成線,北習志野,茅場町,0,48,57
新京成線,新鎌ヶ谷,茅場町,1,40,49
新京成線,松戸,茅場町,1,36,45
日暮里・舎人ライナー,熊野前,茅場町,1,37,46
日暮里・舎人ライナー,西日暮里,茅場町,1,20,29
日暮里・舎人ライナー,日暮里,茅場町,1,22,31
東京モノレール,浜松町,茅場町,1,21,30
東京モノレール,天王洲アイル,茅場町,1,44,53
東京モノレール,天空橋,茅場町,1,43,52
東急世田谷線,三軒茶屋,茅場町,1,32,41
東急多摩川線,多摩川,茅場町,1,42,51
東急多摩川線,蒲田,茅場町,1,40,49
東急大井町線,大井町,茅場町,1,33,42
東急大井町線,中延,茅場町,1,28,37
東急大井町線,大岡山,茅場町,1,36,45
東急大井町線,自由が丘,茅場町,1,41,50
東急大井町線,二子玉川,茅場町,1,44,53
東急大井町線,二子新地,茅場町,1,47,56
東急大井町線,溝の口,茅場町,1,49,58
東急新横浜線,日吉,茅場町,1,50,59
東急東横線,渋谷,茅場町,1,24,33
東急東横線,代官山,茅場町,1,33,42
東急東横線,中目黒,茅場町,0,28,37
東急東横線,祐天寺,茅場町,1,34,43
東急東横線,学芸大学,茅場町,1,36,45
東急東横線,都立大学,茅場町,1,38,47
東急東横線,自由が丘,茅場町,1,41,50
東急東横線,田園調布,茅場町,1,40,49
東急東横線,多摩川,茅場町,1,42,51
東急東横線,新丸子,茅場町,1,48,57
東急東横線,武蔵小杉,茅場町,1,46,55
東急東横線,日吉,茅場町,1,50,59
東急東横線,横浜,茅場町,1,49,58
東急池上線,五反田,茅場町,1,23,32
東急池上線,戸越銀座,茅場町,1,31,40
東急池上線,蒲田,茅場町,1,40,49
東急田園都市線,渋谷,茅場町,1,24,33
東急田園都市線,池尻大橋,茅場町,1,29,38
東急田園都市線,三軒茶屋,茅場町,1,32,41
東急田園都市線,駒沢大学,茅場町,1,35,44
東急田園都市線,桜新町,茅場町,1,38,47
東急田園都市線,用賀,茅場町,1,41,50
東急田園都市線,二子玉川,茅場町,1,44,53
東急田園都市線,二子新地,茅場町,1,47,56
東急田園都市線,溝の口,茅場町,1,49,58
東急目黒線,目黒,茅場町,1,27,36
東急目黒線,不動前,茅場町,1,31,40
東急目黒線,武蔵小山,茅場町,1,32,41
東急目黒線,西小山,茅場町,1,38,47
東急目黒線,洗足,茅場町,1,40,49
東急目黒線,大岡山,茅場町,1,36,45
東急目黒線,奥沢,茅場町,1,44,53
東急目黒線,田園調布,茅場町,1,40,49
東急目黒線,多摩川,茅場町,1,42,51
東急目黒線,新丸子,茅場町,1,48,57
東急目黒線,武蔵小杉,茅場町,1,46,55
東急目黒線,日吉,茅場町,1,50,59
東武亀戸線,亀戸,茅場町,0,36,45
東武亀戸線,亀戸水神,茅場町,1,38,47
東武亀戸線,東あずま,茅場町,1,40,49
東武亀戸線,小村井,茅場町,1,42,51
東武亀戸線,曳舟,茅場町,1,28,37
東武伊勢崎線,浅草,茅場町,1,13,22
東武伊勢崎線,とうきょうスカイツリー,茅場町,1,31,40
東武伊勢崎線,曳舟,茅場町,1,28,37
東武伊勢崎線,東向島,茅場町,1,32,41
東武伊勢崎線,鐘ヶ淵,茅場町,1,30,39
東武伊勢崎線,堀切,茅場町,1,28,37
東武伊勢崎線,北千住,茅場町,0,21,30
東武伊勢崎線,小菅,茅場町,0,25,34
東武伊勢崎線,五反野,茅場町,0,27,36
東武伊勢崎線,梅島,茅場町,0,29,38
東武伊勢崎線,西新井,茅場町,0,31,40
東武伊勢崎線,竹ノ塚,茅場町,0,35,44
東武伊勢崎線,谷塚,茅場町,0,38,47
東武伊勢崎線,草加,茅場町,0,41,50
東武伊勢崎線,新田,茅場町,0,46,55
東武伊勢崎線,蒲生,茅場町,0,47,56
東武伊勢崎線,新越谷,茅場町,0,51,60
東武伊勢崎線,春日部,茅場町,1,46,55
東武大師線,西新井,茅場町,0,31,40
東武大師線,大師前,茅場町,1,38,47
東武東上線,小川町,茅場町,1,15,24
東武東上線,霞ヶ関,茅場町,0,12,21
東武東上線,和光市,茅場町,1,51,60
東武東上線,下赤塚,茅場町,1,50,59
東武東上線,池袋,茅場町,1,25,34
東武野田線,大宮,茅場町,1,49,58
東武野田線,春日部,茅場町,1,46,55
東武野田線,流山おおたかの森,茅場町,1,49,58
東武野田線,柏,茅場町,1,45,54
東武野田線,新鎌ヶ谷,茅場町,1,40,49
東武野田線,塚田,茅場町,1,51,60
東武野田線,新船橋,茅場町,1,49,58
東武野田線,船橋,茅場町,0,37,46
東葉高速線,八千代緑が丘,茅場町,0,51,60
東葉高速線,船橋日大前,茅場町,0,49,58
東葉高速線,北習志野,茅場町,0,48,57
東葉高速線,飯山満,茅場町,0,43,52
東葉高速線,東海神,茅場町,0,39,48
東葉高速線,西船橋,茅場町,0,31,40
相鉄本線,横浜,茅場町,1,49,58
西武多摩川線,武蔵境,茅場町,1,47,56
西武新宿線,西武新宿,茅場町,1,29,38
西武新宿線,高田馬場,茅場町,0,19,28
西武新宿線,下落合,茅場町,1,29,38
西武新宿線,中井,茅場町,1,31,40
西武新宿線,新井薬師前,茅場町,1,34,43
西武新宿線,沼袋,茅場町,1,38,47
西武新宿線,野方,茅場町,1,40,49
西武新宿線,都立家政,茅場町,1,42,51
西武新宿線,鷺ノ宮,茅場町,1,38,47
西武新宿線,下井草,茅場町,1,46,55
西武新宿線,井荻,茅場町,1,47,56
西武新宿線,上井草,茅場町,1,51,60
西武新宿線,上石神井,茅場町,1,43,52
西武新宿線,武蔵関,茅場町,1,46,55
西武新宿線,東伏見,茅場町,1,47,56
西武新宿線,西武柳沢,茅場町,1,49,58
西武新宿線,田無,茅場町,1,50,59
西武有楽町線,小竹向原,茅場町,1,36,45
西武有楽町線,新桜台,茅場町,1,42,51
西武有楽町線,練馬,茅場町,1,44,53
西武池袋線,池袋,茅場町,1,25,34
西武池袋線,練馬,茅場町,1,44,53
西武池袋線,中村橋,茅場町,1,44,53
西武池袋線,富士見台,茅場町,1,45,54
西武池袋線,練馬高野台,茅場町,1,48,57
西武池袋線,石神井公園,茅場町,1,50,59
西武豊島線,練馬,茅場町,1,44,53
都電荒川線,三ノ輪橋,茅場町,0,22,31
都電荒川線,荒川一中前,茅場町,1,24,33
都電荒川線,荒川区役所前,茅場町,1,28,37
都電荒川線,荒川二丁目,茅場町,1,29,38
都電荒川線,荒川七丁目,茅場町,1,30,39
都電荒川線,町屋駅前,茅場町,1,27,36
都電荒川線,町屋二丁目,茅場町,1,35,44
都電荒川線,東尾久三丁目,茅場町,1,36,45
都電荒川線,熊野前,茅場町,1,37,46
都電荒川線,宮ノ前,茅場町,1,42,51
都電荒川線,小台,茅場町,1,43,52
都電荒川線,荒川遊園地前,茅場町,1,45,54
都電荒川線,荒川車庫前,茅場町,1,46,55
都電荒川線,梶原,茅場町,1,50,59
都電荒川線,王子駅前,茅場町,1,34,43
都電荒川線,新庚申塚,茅場町,1,32,41
都電荒川線,大塚駅前,茅場町,1,34,43
都電荒川線,東池袋四丁目,茅場町,1,30,39
みなとみらい線,横浜,茅場町,1,49,58
埼玉高速鉄道線,新井宿,茅場町,1,50,59
埼玉高速鉄道線,鳩ヶ谷,茅場町,1,48,57
埼玉高速鉄道線,南鳩ヶ谷,茅場町,1,45,54
埼玉高速鉄道線,川口元郷,茅場町,1,43,52
埼玉高速鉄道線,赤羽岩淵,茅場町,1,39,48
東京メトロ丸ノ内線,池袋,茅場町,1,25,34
東京メトロ丸ノ内線,新大塚,茅場町,1,21,30
東京メトロ丸ノ内線,茗荷谷,茅場町,1,19,28
東京メトロ丸ノ内線,後楽園,茅場町,1,17,26
東京メトロ丸ノ内線,本郷三丁目,茅場町,1,14,23
東京メトロ丸ノ内線,御茶ノ水,茅場町,1,13,22
東京メトロ丸ノ内線,淡路町,茅場町,1,10,19
東京メトロ丸ノ内線,大手町,茅場町,0,3,12
東京メトロ丸ノ内線,東京,茅場町,0,12,21
東京メトロ丸ノ内線,銀座,茅場町,0,7,16
東京メトロ丸ノ内線,霞ケ関,茅場町,0,12,21
東京メトロ丸ノ内線,国会議事堂前,茅場町,1,15,24
東京メトロ丸ノ内線,赤坂見附,茅場町,1,15,24
東京メトロ丸ノ内線,四ツ谷,茅場町,1,20,29
東京メトロ丸ノ内線,四谷三丁目,茅場町,1,23,32
東京メトロ丸ノ内線,新宿御苑前,茅場町,1,25,34
東京メトロ丸ノ内線,新宿三丁目,茅場町,1,19,28
東京メトロ丸ノ内線,新宿,茅場町,1,20,29
東京メトロ丸ノ内線,西新宿,茅場町,1,31,40
東京メトロ丸ノ内線,中野坂上,茅場町,1,33,42
東京メトロ丸ノ内線,新中野,茅場町,1,35,44
東京メトロ丸ノ内線,東高円寺,茅場町,1,37,46
東京メトロ丸ノ内線,新高円寺,茅場町,1,39,48
東京メトロ丸ノ内線,南阿佐ケ谷,茅場町,1,41,50
東京メトロ丸ノ内線,荻窪,茅場町,0,33,42
東京メトロ副都心線,和光市,茅場町,1,51,60
東京メトロ副都心線,地下鉄成増,茅場町,1,48,57
東京メトロ副都心線,地下鉄赤塚,茅場町,1,44,53
東京メトロ副都心線,氷川台,茅場町,1,39,48
東京メトロ副都心線,小竹向原,茅場町,1,36,45
東京メトロ副都心線,千川,茅場町,1,34,43
東京メトロ副都心線,要町,茅場町,1,32,41
東京メトロ副都心線,池袋,茅場町,1,25,34
東京メトロ副都心線,西早稲田,茅場町,1,35,44
東京メトロ副都心線,東新宿,茅場町,1,30,39
東京メトロ副都心線,新宿三丁目,茅場町,1,19,28
東京メトロ副都心線,北参道,茅場町,1,41,50
東京メトロ副都心線,渋谷,茅場町,1,24,33
東京メトロ千代田線,北綾瀬,茅場町,1,36,45
東京メトロ千代田線,綾瀬,茅場町,1,31,40
東京メトロ千代田線,北千住,茅場町,0,21,30
東京メトロ千代田線,町屋,茅場町,1,27,36
東京メトロ千代田線,西日暮里,茅場町,1,20,29
東京メトロ千代田線,千駄木,茅場町,1,17,26
東京メトロ千代田線,根津,茅場町,1,15,24
東京メトロ千代田線,湯島,茅場町,1,13,22
東京メトロ千代田線,新御茶ノ水,茅場町,1,11,20
東京メトロ千代田線,大手町,茅場町,0,3,12
東京メトロ千代田線,日比谷,茅場町,0,9,18
東京メトロ千代田線,霞ケ関,茅場町,0,12,21
東京メトロ千代田線,国会議事堂前,茅場町,1,15,24
東京メトロ千代田線,赤坂,茅場町,1,17,26
東京メトロ千代田線,乃木坂,茅場町,1,20,29
東京メトロ千代田線,表参道,茅場町,1,21,30
東京メトロ千代田線,代々木公園,茅場町,1,27,36
東京メトロ千代田線,代々木上原,茅場町,1,29,38
東京メトロ半蔵門線,渋谷,茅場町,1,24,33
東京メトロ半蔵門線,表参道,茅場町,1,21,30
東京メトロ半蔵門線,青山一丁目,茅場町,1,18,27
東京メトロ半蔵門線,永田町,茅場町,1,17,26
東京メトロ半蔵門線,半蔵門,茅場町,1,14,23
東京メトロ半蔵門線,九段下,茅場町,0,8,17
東京メトロ半蔵門線,神保町,茅場町,1,11,20
東京メトロ半蔵門線,大手町,茅場町,0,3,12
東京メトロ半蔵門線,三越前,茅場町,0,39,48
東京メトロ半蔵門線,水天宮前,茅場町,0,8,17
東京メトロ半蔵門線,清澄白河,茅場町,1,8,17
東京メトロ半蔵門線,錦糸町,茅場町,0,31,40
東京メトロ南北線,赤羽岩淵,茅場町,1,39,48
東京メトロ南北線,志茂,茅場町,1,37,46
東京メトロ南北線,王子神谷,茅場町,1,34,43
東京メトロ南北線,王子,茅場町,1,31,40
東京メトロ南北線,西ケ原,茅場町,1,29,38
東京メトロ南北線,駒込,茅場町,1,26,35
東京メトロ南北線,本駒込,茅場町,1,24,33
東京メトロ南北線,東大前,茅場町,1,22,31
東京メトロ南北線,後楽園,茅場町,1,17,26
東京メトロ南北線,飯田橋,茅場町,0,10,19
東京メトロ南北線,市ケ谷,茅場町,1,13,22
東京メトロ南北線,四ツ谷,茅場町,1,20,29
東京メトロ南北線,永田町,茅場町,1,17,26
東京メトロ南北線,溜池山王,茅場町,1,13,22
東京メトロ南北線,六本木一丁目,茅場町,1,28,37
東京メトロ南北線,麻布十番,茅場町,1,23,32
東京メトロ南北線,白金高輪,茅場町,1,21,30
東京メトロ南北線,白金台,茅場町,1,25,34
東京メトロ南北線,目黒,茅場町,1,27,36
東京メトロ日比谷線,小伝馬町,茅場町,0,4,13
東京メトロ日比谷線,北千住,茅場町,0,21,30
東京メトロ日比谷線,南千住,茅場町,0,18,27
東京メトロ日比谷線,三ノ輪,茅場町,0,16,25
東京メトロ日比谷線,入谷,茅場町,0,13,22
東京メトロ日比谷線,上野,茅場町,0,11,20
東京メトロ日比谷線,仲御徒町,茅場町,0,9,18
東京メトロ日比谷線,秋葉原,茅場町,0,6,15
東京メトロ日比谷線,人形町,茅場町,0,2,11
東京メトロ日比谷線,八丁堀,茅場町,0,1,10
東京メトロ日比谷線,築地,茅場町,0,3,12
東京メトロ日比谷線,東銀座,茅場町,0,5,14
東京メトロ日比谷線,銀座,茅場町,0,7,16
東京メトロ日比谷線,日比谷,茅場町,0,9,18
東京メトロ日比谷線,霞ケ関,茅場町,0,12,21
東京メトロ日比谷線,虎ノ門ヒルズ,茅場町,0,14,23
東京メトロ日比谷線,神谷町,茅場町,0,15,24
東京メトロ日比谷線,六本木,茅場町,0,18,27
東京メトロ日比谷線,広尾,茅場町,0,22,31
東京メトロ日比谷線,恵比寿,茅場町,0,25,34
東京メトロ日比谷線,中目黒,茅場町,0,28,37
東京メトロ有楽町線,和光市,茅場町,1,51,60
東京メトロ有楽町線,地下鉄成増,茅場町,1,48,57
東京メトロ有楽町線,地下鉄赤塚,茅場町,1,44,53
東京メトロ有楽町線,氷川台,茅場町,1,39,48
東京メトロ有楽町線,小竹向原,茅場町,1,36,45
東京メトロ有楽町線,千川,茅場町,1,34,43
東京メトロ有楽町線,要町,茅場町,1,32,41
東京メトロ有楽町線,池袋,茅場町,1,25,34
東京メトロ有楽町線,東池袋,茅場町,1,26,35
東京メトロ有楽町線,護国寺,茅場町,1,24,33
東京メトロ有楽町線,江戸川橋,茅場町,1,21,30
東京メトロ有楽町線,飯田橋,茅場町,0,10,19
東京メトロ有楽町線,市ケ谷,茅場町,1,13,22
東京メトロ有楽町線,麹町,茅場町,1,22,31
東京メトロ有楽町線,永田町,茅場町,1,17,26
東京メトロ有楽町線,桜田門,茅場町,1,18,27
東京メトロ有楽町線,有楽町,茅場町,0,15,24
東京メトロ有楽町線,銀座一丁目,茅場町,0,14,23
東京メトロ有楽町線,新富町,茅場町,0,10,19
東京メトロ有楽町線,月島,茅場町,1,8,17
東京メトロ有楽町線,豊洲,茅場町,1,17,26
東京メトロ有楽町線,辰巳,茅場町,1,19,28
東京メトロ有楽町線,新木場,茅場町,1,15,24
東京メトロ東西線,西船橋,茅場町,0,31,40
東京メトロ東西線,原木中山,茅場町,0,30,39
東京メトロ東西線,妙典,茅場町,0,27,36
