from,to,trans,req_min,req_min+walk,price,cost_performance
竹橋,宝町,1,9,12,10.5,840.4570198568493
末広町,日本橋(東京都),0,5,14,9.9,843.990446403963
神田,宝町,1,11,14,9.9,843.990446403963
辰巳,八丁堀,1,14,17,9.0,850.6165676050754
森下,宝町,1,16,19,8.4,854.788827152739
銀座,日本橋(東京都),0,2,11,10.9,861.3948538594166
御茶ノ水,東京,0,4,16,9.4,870.5503325202197
本郷三丁目,東京,0,7,19,8.5,876.9588384526407
仲御徒町,宝町,1,12,15,9.8,891.5426689361423
上野広小路,日本橋(東京都),0,7,16,9.5,894.023926312855
築地,日本橋(東京都),1,8,17,9.2,896.5265406397764
浜町,宝町,1,14,17,9.2,896.5265406397764
東京,宝町,1,13,16,9.6,918.2128971679949
九段下,日本橋(東京都),0,6,15,10.0,940.9875742675605
淡路町,東京,0,3,15,10.0,940.9875742675605
九段下,宝町,1,12,15,10.0,940.9875742675605
新富町,宝町,1,12,15,10.0,940.9875742675605
岩本町,宝町,1,13,16,9.7,943.1390467895484
品川,宝町,0,15,18,9.1,945.4858282283128
新橋,八丁堀,1,9,12,11.0,962.8132921114757
霞ケ関,八丁堀,0,10,13,10.7,964.8540470274045
霞ケ関,宝町,1,10,13,10.7,964.8540470274045
飯田橋,宝町,1,14,17,9.5,968.7842937793699
飯田橋,日本橋(東京都),0,8,17,9.5,968.7842937793699
御徒町,八丁堀,0,16,19,8.9,970.6547107663845
五反田,宝町,0,16,19,8.9,970.6547107663845
末広町,宝町,1,13,16,9.9,993.229056025586
新御茶ノ水,日本橋(東京都),1,10,19,9.0,996.3558300932987
御茶ノ水,日本橋(東京都),1,9,18,9.4,1021.4090284727857
勝どき,茅場町,1,10,19,9.1,1022.8402121540566
新橋,日本橋(東京都),0,4,13,11.0,1046.1489379381435
上野広小路,宝町,1,15,18,9.5,1048.950389075211
越中島,茅場町,1,10,19,9.2,1050.1317275241936
有楽町,宝町,1,11,14,10.8,1074.77980582707
月島,茅場町,1,8,17,9.9,1076.2851879941481
高輪台,宝町,0,14,17,9.9,1076.2851879941481
岩本町,八丁堀,0,15,18,9.7,1106.5767268243358
神保町,日本橋(東京都),1,9,18,9.8,1134.3631622964715
銀座一丁目,八丁堀,0,13,16,10.4,1135.4473196535753
銀座一丁目,宝町,1,13,16,10.4,1135.4473196535753
大門,八丁堀,1,12,15,10.8,1166.3454737826519
淡路町,日本橋(東京都),1,9,18,10.0,1197.2748782753897
虎ノ門,宝町,1,11,14,11.2,1201.0350890980365
内幸町,宝町,0,14,17,10.5,1264.5806178676974
内幸町,八丁堀,1,14,17,10.5,1264.5806178676974
上野御徒町,八丁堀,0,16,19,10.1,1330.822034610281
浜松町,宝町,0,15,18,10.4,1332.2103275659254
芝公園,宝町,1,15,18,10.4,1332.2103275659254
大門,日本橋(東京都),0,8,17,10.8,1370.595591805114
虎ノ門,日本橋(東京都),0,7,16,11.2,1413.4081172140232
汐留,宝町,1,13,16,11.3,1450.3046368163186
虎ノ門ヒルズ,宝町,1,12,15,11.6,1454.7006099946395
虎ノ門ヒルズ,八丁堀,0,12,15,11.6,1454.7006099946395
白金高輪,宝町,1,16,19,10.5,1481.2458623783195
国会議事堂前,八丁堀,1,15,18,10.9,1525.6507812554876
国会議事堂前,東京,0,6,18,10.9,1525.6507812554876
赤羽橋,宝町,1,14,17,11.2,1531.6006030223932
御成門,八丁堀,1,16,19,11.0,1696.8901103662417
麹町,新富町,0,10,18,11.5,1799.6440449407485
神谷町,八丁堀,0,14,17,11.8,1804.581402690017
神谷町,宝町,1,14,17,11.8,1804.581402690017
永田町,新富町,0,8,16,12.3,1914.5886251923591
麻布十番,宝町,1,16,19,11.6,2002.3333109699058
赤坂,八丁堀,1,15,18,12.0,2067.5345712617936
溜池山王,宝町,1,13,16,12.9,2267.6536055706633
溜池山王,日本橋(東京都),0,9,18,12.9,2660.6179788288623
赤坂見附,宝町,1,15,18,13.2,2900.2681675455287
