line,price,from,to,trans,min,train+walk_min
JR京葉線,9.3,新木場,新橋,1,21,41
JR京葉線,5.6,葛西臨海公園,新橋,2,31,51
JR京葉線,5.0,舞浜,新橋,1,28,48
JR京葉線,5.2,新浦安,新橋,2,31,51
JR京葉線,4.8,市川塩浜,新橋,2,40,60
JR京葉線,4.4,二俣新町,新橋,2,49,69
JR京葉線,4.7,南船橋,新橋,2,39,59
JR京葉線,6.0,新習志野,新橋,2,55,75
JR京葉線,6.0,海浜幕張,新橋,2,44,64
JR京葉線,5.5,検見川浜,新橋,2,48,68
JR京葉線,6.4,稲毛海岸,新橋,2,50,70
JR京葉線,6.3,千葉みなと,新橋,2,54,74
JR京葉線,5.3,蘇我,新橋,2,58,78
JR信越本線（群馬県）,3.9,高崎,新橋,2,97,117
JR八高線,3.8,八王子,新橋,2,69,89
JR八高線,3.2,北八王子,新橋,2,69,89
JR八高線,3.2,小宮,新橋,2,81,101
JR八高線,4.5,拝島,新橋,2,55,75
JR八高線,3.5,東福生,新橋,2,61,81
JR八高線,3.8,箱根ケ崎,新橋,2,65,85
JR八高線,2.9,金子,新橋,2,74,94
JR八高線,3.7,東飯能,新橋,2,80,100
JR八高線,5.0,高麗川,新橋,2,89,109
JR八高線,3.2,毛呂,新橋,2,101,121
JR八高線,3.8,越生,新橋,2,118,138
JR八高線,3.8,明覚,新橋,2,111,131
JR八高線,3.8,小川町,新橋,1,20,40
JR八高線,3.3,竹沢,新橋,2,110,130
JR八高線,4.0,折原,新橋,2,156,176
JR八高線,4.5,寄居,新橋,2,120,140
JR八高線,4.0,用土,新橋,2,146,166
JR八高線,2.8,松久,新橋,2,143,163
JR八高線,3.6,児玉,新橋,2,135,155
JR八高線,3.4,丹荘,新橋,2,130,150
JR八高線,2.0,群馬藤岡,新橋,2,125,145
JR八高線,3.3,北藤岡,新橋,2,120,140
JR八高線,4.3,倉賀野,新橋,2,121,141
JR八高線,4.5,高崎,新橋,2,97,117
JR内房線,6.0,千葉,新橋,2,73,93
JR内房線,6.1,本千葉,新橋,2,73,93
JR内房線,5.3,蘇我,新橋,2,58,78
JR内房線,3.8,浜野,新橋,2,63,83
JR内房線,4.3,八幡宿,新橋,2,66,86
JR内房線,4.8,五井,新橋,2,70,90
JR内房線,5.6,姉ケ崎,新橋,2,75,95
JR内房線,5.4,長浦,新橋,2,171,191
JR内房線,5.5,袖ケ浦,新橋,2,83,103
JR内房線,5.0,木更津,新橋,2,90,110
JR内房線,4.4,君津,新橋,2,101,121
JR内房線,4.7,青堀,新橋,2,105,125
JR内房線,4.2,大貫,新橋,2,110,130
JR内房線,4.0,佐貫町,新橋,2,114,134
JR内房線,4.0,上総湊,新橋,2,119,139
JR内房線,4.0,竹岡,新橋,2,145,165
JR内房線,4.0,浜金谷,新橋,2,150,170
JR内房線,4.0,保田,新橋,2,154,174
JR内房線,4.0,安房勝山,新橋,2,159,179
JR内房線,4.0,岩井,新橋,2,162,182
JR内房線,4.0,富浦,新橋,2,162,182
JR内房線,5.5,那古船形,新橋,2,166,186
JR内房線,5.0,館山,新橋,2,157,177
JR内房線,4.0,九重,新橋,2,172,192
JR内房線,4.2,千倉,新橋,2,182,202
JR内房線,4.0,江見,新橋,2,579,599
JR内房線,4.0,太海,新橋,2,574,594
JR内房線,9.4,安房鴨川,新橋,2,167,187
JR南武線,5.0,立川,新橋,2,41,61
JR南武線,5.2,西国立,新橋,2,54,74
JR南武線,5.3,矢川,新橋,2,56,76
JR南武線,5.0,谷保,新橋,2,58,78
JR南武線,4.1,西府,新橋,2,56,76
JR南武線,5.0,分倍河原,新橋,2,45,65
JR南武線,5.2,府中本町,新橋,2,51,71
JR南武線,4.0,南多摩,新橋,2,48,68
JR南武線,4.1,稲城長沼,新橋,2,45,65
JR南武線,4.1,矢野口,新橋,2,43,63
JR南武線,4.9,稲田堤,新橋,2,42,62
JR南武線,4.8,中野島,新橋,2,39,59
JR南武線,5.7,登戸,新橋,2,31,51
JR南武線,5.3,宿河原,新橋,2,37,57
JR南武線,5.5,久地,新橋,2,35,55
JR南武線,6.3,津田山,新橋,2,33,53
JR南武線,6.9,武蔵溝ノ口,新橋,2,30,50
JR南武線,6.0,武蔵新城,新橋,1,28,48
JR南武線,6.2,武蔵中原,新橋,1,25,45
JR南武線,6.3,武蔵小杉,新橋,1,17,37
JR南武線,6.5,向河原,新橋,1,28,48
JR南武線,5.7,平間,新橋,2,30,50
JR南武線,6.0,鹿島田,新橋,2,31,51
JR南武線,6.2,矢向,新橋,2,34,54
JR南武線,6.8,尻手,新橋,2,36,56
JR南武線,6.5,川崎,新橋,2,33,53
JR埼京線,4.7,川越,新橋,2,77,97
JR埼京線,3.2,南古谷,新橋,2,71,91
JR埼京線,5.0,指扇,新橋,2,66,86
JR埼京線,4.2,日進,新橋,2,169,189
JR埼京線,6.5,大宮,新橋,2,54,74
JR埼京線,6.3,北与野,新橋,2,52,72
JR埼京線,5.1,与野本町,新橋,2,50,70
JR埼京線,5.0,南与野,新橋,2,48,68
JR埼京線,4.9,中浦和,新橋,2,46,66
JR埼京線,4.9,武蔵浦和,新橋,2,43,63
JR埼京線,5.4,北戸田,新橋,2,40,60
JR埼京線,5.3,戸田,新橋,2,38,58
JR埼京線,5.0,戸田公園,新橋,2,36,56
JR埼京線,6.1,浮間舟渡,新橋,2,33,53
JR埼京線,6.4,北赤羽,新橋,2,31,51
JR埼京線,7.0,赤羽,新橋,1,28,48
JR埼京線,6.5,十条,新橋,1,26,46
JR埼京線,6.8,板橋,新橋,1,23,43
