line,price,from,to,trans,min,train+walk_min
みなとみらい線,7.1,日本大通り,国会議事堂前,2,39,49
みなとみらい線,6.5,元町・中華街,国会議事堂前,2,41,51
埼玉高速鉄道線,6.0,浦和美園,国会議事堂前,2,61,71
埼玉高速鉄道線,6.0,東川口,国会議事堂前,2,58,68
埼玉高速鉄道線,6.0,戸塚安行,国会議事堂前,2,56,66
埼玉高速鉄道線,5.8,新井宿,国会議事堂前,2,52,62
埼玉高速鉄道線,5.6,鳩ヶ谷,国会議事堂前,2,50,60
埼玉高速鉄道線,5.6,南鳩ヶ谷,国会議事堂前,2,48,58
埼玉高速鉄道線,5.5,川口元郷,国会議事堂前,2,45,55
埼玉高速鉄道線,6.8,赤羽岩淵,国会議事堂前,2,41,51
東京メトロ丸ノ内線,7.3,池袋,国会議事堂前,1,20,30
東京メトロ丸ノ内線,7.8,新大塚,国会議事堂前,1,26,36
東京メトロ丸ノ内線,8.0,茗荷谷,国会議事堂前,1,24,34
東京メトロ丸ノ内線,8.8,後楽園,国会議事堂前,2,36,46
東京メトロ丸ノ内線,8.5,本郷三丁目,国会議事堂前,1,27,37
東京メトロ丸ノ内線,9.2,御茶ノ水,国会議事堂前,1,18,28
東京メトロ丸ノ内線,10.7,淡路町,国会議事堂前,1,16,26
東京メトロ丸ノ内線,12.2,大手町,国会議事堂前,0,10,20
東京メトロ丸ノ内線,9.3,東京,国会議事堂前,0,13,23
東京メトロ丸ノ内線,11.1,銀座,国会議事堂前,0,5,15
東京メトロ丸ノ内線,11.1,霞ケ関,国会議事堂前,0,1,11
東京メトロ丸ノ内線,11.1,国会議事堂前,国会議事堂前,0,7,17
東京メトロ丸ノ内線,13.6,赤坂見附,国会議事堂前,1,24,34
東京メトロ丸ノ内線,10.0,四ツ谷,国会議事堂前,0,13,23
東京メトロ丸ノ内線,9.1,四谷三丁目,国会議事堂前,1,15,25
東京メトロ丸ノ内線,9.4,新宿御苑前,国会議事堂前,1,17,27
東京メトロ丸ノ内線,9.2,新宿三丁目,国会議事堂前,0,9,19
東京メトロ丸ノ内線,8.2,新宿,国会議事堂前,0,4,14
東京メトロ丸ノ内線,7.9,西新宿,国会議事堂前,1,19,29
東京メトロ丸ノ内線,7.5,中野坂上,国会議事堂前,0,11,21
東京メトロ丸ノ内線,7.5,新中野,国会議事堂前,1,20,30
東京メトロ丸ノ内線,7.0,東高円寺,国会議事堂前,1,22,32
東京メトロ丸ノ内線,7.0,新高円寺,国会議事堂前,1,24,34
東京メトロ丸ノ内線,6.8,南阿佐ケ谷,国会議事堂前,1,26,36
東京メトロ丸ノ内線,6.6,荻窪,国会議事堂前,1,22,32
東京メトロ副都心線,5.5,和光市,国会議事堂前,2,49,59
東京メトロ副都心線,5.5,地下鉄成増,国会議事堂前,2,46,56
東京メトロ副都心線,6.8,地下鉄赤塚,国会議事堂前,2,44,54
東京メトロ副都心線,6.6,平和台,国会議事堂前,2,64,74
東京メトロ副都心線,6.0,氷川台,国会議事堂前,2,39,49
東京メトロ副都心線,6.7,小竹向原,国会議事堂前,2,30,40
東京メトロ副都心線,6.4,千川,国会議事堂前,2,34,44
東京メトロ副都心線,6.7,要町,国会議事堂前,2,32,42
東京メトロ副都心線,7.3,池袋,国会議事堂前,1,20,30
東京メトロ副都心線,7.2,雑司が谷,国会議事堂前,1,27,37
東京メトロ副都心線,7.5,西早稲田,国会議事堂前,1,25,35
東京メトロ副都心線,9.0,東新宿,国会議事堂前,2,40,50
東京メトロ副都心線,9.2,新宿三丁目,国会議事堂前,0,9,19
東京メトロ副都心線,11.1,北参道,国会議事堂前,1,18,28
東京メトロ副都心線,11.0,渋谷,国会議事堂前,1,18,28
東京メトロ千代田線,6.0,北綾瀬,国会議事堂前,2,39,49
東京メトロ千代田線,6.0,綾瀬,国会議事堂前,2,30,40
東京メトロ千代田線,7.2,北千住,国会議事堂前,2,31,41
東京メトロ千代田線,6.8,町屋,国会議事堂前,1,27,37
東京メトロ千代田線,7.2,西日暮里,国会議事堂前,1,20,30
東京メトロ千代田線,7.0,千駄木,国会議事堂前,1,18,28
東京メトロ千代田線,7.2,根津,国会議事堂前,1,16,26
東京メトロ千代田線,9.2,湯島,国会議事堂前,0,14,24
東京メトロ千代田線,9.3,新御茶ノ水,国会議事堂前,0,12,22
東京メトロ千代田線,12.2,大手町,国会議事堂前,0,10,20
東京メトロ千代田線,8.6,日比谷,国会議事堂前,0,4,14
東京メトロ千代田線,11.1,霞ケ関,国会議事堂前,0,1,11
東京メトロ千代田線,11.1,国会議事堂前,国会議事堂前,0,7,17
東京メトロ千代田線,11.4,赤坂,国会議事堂前,2,33,43
東京メトロ千代田線,10.9,乃木坂,国会議事堂前,0,13,23
東京メトロ千代田線,11.9,表参道,国会議事堂前,0,3,13
東京メトロ千代田線,9.7,代々木公園,国会議事堂前,1,18,28
東京メトロ千代田線,8.5,代々木上原,国会議事堂前,1,20,30
東京メトロ半蔵門線,11.0,渋谷,国会議事堂前,1,18,28
東京メトロ半蔵門線,11.9,表参道,国会議事堂前,0,3,13
東京メトロ半蔵門線,9.5,青山一丁目,国会議事堂前,0,1,11
東京メトロ半蔵門線,13.4,永田町,国会議事堂前,0,5,15
東京メトロ半蔵門線,11.7,半蔵門,国会議事堂前,0,7,17
東京メトロ半蔵門線,10.5,九段下,国会議事堂前,0,10,20
東京メトロ半蔵門線,9.7,神保町,国会議事堂前,0,11,21
東京メトロ半蔵門線,12.2,大手町,国会議事堂前,0,10,20
東京メトロ半蔵門線,9.6,三越前,国会議事堂前,0,14,24
東京メトロ半蔵門線,9.8,水天宮前,国会議事堂前,1,21,31
東京メトロ半蔵門線,8.4,清澄白河,国会議事堂前,1,15,25
東京メトロ半蔵門線,8.3,住吉,国会議事堂前,2,213,223
東京メトロ半蔵門線,8.4,錦糸町,国会議事堂前,1,27,37
東京メトロ南北線,6.8,赤羽岩淵,国会議事堂前,2,41,51
東京メトロ南北線,6.4,志茂,国会議事堂前,2,39,49
東京メトロ南北線,6.5,王子神谷,国会議事堂前,2,37,47
東京メトロ南北線,6.7,王子,国会議事堂前,2,35,45
東京メトロ南北線,6.6,西ケ原,国会議事堂前,2,33,43
東京メトロ南北線,7.3,駒込,国会議事堂前,2,30,40
東京メトロ南北線,7.7,本駒込,国会議事堂前,1,28,38
東京メトロ南北線,7.5,東大前,国会議事堂前,1,26,36
東京メトロ南北線,8.8,後楽園,国会議事堂前,2,36,46
東京メトロ南北線,9.6,飯田橋,国会議事堂前,2,31,41
東京メトロ南北線,9.7,市ケ谷,国会議事堂前,0,14,24
東京メトロ南北線,10.0,四ツ谷,国会議事堂前,0,13,23
東京メトロ南北線,13.4,永田町,国会議事堂前,0,5,15
東京メトロ南北線,12.8,溜池山王,国会議事堂前,0,12,22
東京メトロ南北線,12.7,六本木一丁目,国会議事堂前,0,7,17
東京メトロ南北線,11.7,麻布十番,国会議事堂前,0,1,11
東京メトロ南北線,11.0,白金高輪,国会議事堂前,0,9,19
東京メトロ南北線,11.3,白金台,国会議事堂前,0,12,22
東京メトロ南北線,9.9,目黒,国会議事堂前,0,14,24
東京メトロ日比谷線,9.5,小伝馬町,国会議事堂前,1,16,26
東京メトロ日比谷線,7.2,北千住,国会議事堂前,2,31,41
東京メトロ日比谷線,7.8,南千住,国会議事堂前,1,28,38
東京メトロ日比谷線,7.7,三ノ輪,国会議事堂前,1,26,36
東京メトロ日比谷線,7.7,入谷,国会議事堂前,1,24,34
東京メトロ日比谷線,8.2,上野,国会議事堂前,1,22,32
東京メトロ日比谷線,9.9,仲御徒町,国会議事堂前,1,20,30
東京メトロ日比谷線,9.5,秋葉原,国会議事堂前,1,18,28
東京メトロ日比谷線,9.6,人形町,国会議事堂前,1,15,25
東京メトロ日比谷線,9.7,茅場町,国会議事堂前,0,12,22
東京メトロ日比谷線,10.3,八丁堀,国会議事堂前,0,11,21
東京メトロ日比谷線,9.8,築地,国会議事堂前,0,9,19
東京メトロ日比谷線,10.7,東銀座,国会議事堂前,0,7,17
東京メトロ日比谷線,11.1,銀座,国会議事堂前,0,5,15
東京メトロ日比谷線,8.6,日比谷,国会議事堂前,0,4,14
東京メトロ日比谷線,11.1,霞ケ関,国会議事堂前,0,1,11
東京メトロ日比谷線,11.8,虎ノ門ヒルズ,国会議事堂前,0,1,11
東京メトロ日比谷線,11.9,神谷町,国会議事堂前,0,1,11
東京メトロ日比谷線,11.3,広尾,国会議事堂前,0,1,11
東京メトロ日比谷線,11.0,恵比寿,国会議事堂前,0,1,11
東京メトロ日比谷線,9.5,中目黒,国会議事堂前,0,3,13
東京メトロ有楽町線,5.5,和光市,国会議事堂前,2,49,59
東京メトロ有楽町線,5.5,地下鉄成増,国会議事堂前,2,46,56
東京メトロ有楽町線,6.8,地下鉄赤塚,国会議事堂前,2,44,54
東京メトロ有楽町線,6.6,平和台,国会議事堂前,2,64,74
東京メトロ有楽町線,6.0,氷川台,国会議事堂前,2,39,49
東京メトロ有楽町線,6.7,小竹向原,国会議事堂前,2,30,40
東京メトロ有楽町線,6.4,千川,国会議事堂前,2,34,44
東京メトロ有楽町線,6.7,要町,国会議事堂前,2,32,42
東京メトロ有楽町線,7.3,池袋,国会議事堂前,1,20,30
東京メトロ有楽町線,7.3,東池袋,国会議事堂前,1,27,37
東京メトロ有楽町線,7.4,護国寺,国会議事堂前,1,25,35
東京メトロ有楽町線,8.0,江戸川橋,国会議事堂前,1,23,33
東京メトロ有楽町線,9.6,飯田橋,国会議事堂前,2,31,41
東京メトロ有楽町線,9.7,市ケ谷,国会議事堂前,0,14,24
東京メトロ有楽町線,12.5,麹町,国会議事堂前,1,16,26
東京メトロ有楽町線,13.4,永田町,国会議事堂前,0,5,15
東京メトロ有楽町線,4.0,桜田門,国会議事堂前,0,12,22
東京メトロ有楽町線,11.8,有楽町,国会議事堂前,0,10,20
東京メトロ有楽町線,10.4,銀座一丁目,国会議事堂前,0,12,22
東京メトロ有楽町線,9.9,新富町,国会議事堂前,1,16,26
東京メトロ有楽町線,10.3,月島,国会議事堂前,0,10,20
東京メトロ有楽町線,9.9,豊洲,国会議事堂前,1,16,26
東京メトロ有楽町線,9.3,辰巳,国会議事堂前,1,18,28
東京メトロ有楽町線,9.3,新木場,国会議事堂前,1,21,31
東京メトロ東西線,6.1,西船橋,国会議事堂前,2,38,48
東京メトロ東西線,5.3,原木中山,国会議事堂前,2,41,51
東京メトロ東西線,5.6,妙典,国会議事堂前,2,38,48
東京メトロ東西線,5.1,行徳,国会議事堂前,2,36,46
東京メトロ東西線,5.2,南行徳,国会議事堂前,2,34,44
東京メトロ東西線,5.3,浦安,国会議事堂前,2,31,41
東京メトロ東西線,5.9,葛西,国会議事堂前,1,27,37
東京メトロ東西線,5.8,西葛西,国会議事堂前,1,25,35
東京メトロ東西線,7.8,南砂町,国会議事堂前,1,22,32
東京メトロ東西線,8.5,東陽町,国会議事堂前,1,20,30
東京メトロ東西線,8.8,木場,国会議事堂前,1,18,28
東京メトロ東西線,8.8,門前仲町,国会議事堂前,0,12,22
東京メトロ東西線,9.7,茅場町,国会議事堂前,0,12,22
東京メトロ東西線,9.4,日本橋,国会議事堂前,2,201,211
東京メトロ東西線,12.2,大手町,国会議事堂前,0,10,20
東京メトロ東西線,10.9,竹橋,国会議事堂前,1,21,31
東京メトロ東西線,10.5,九段下,国会議事堂前,0,10,20
東京メトロ東西線,9.6,飯田橋,国会議事堂前,2,31,41
東京メトロ東西線,8.6,神楽坂,国会議事堂前,1,28,38
東京メトロ東西線,7.6,早稲田,国会議事堂前,2,53,63
東京メトロ東西線,7.6,高田馬場,国会議事堂前,1,19,29
東京メトロ東西線,7.3,落合,国会議事堂前,2,36,46
東京メトロ東西線,7.2,中野,国会議事堂前,1,18,28
東京メトロ東西線,6.9,高円寺,国会議事堂前,1,21,31
東京メトロ東西線,6.8,阿佐ケ谷,国会議事堂前,1,23,33
東京メトロ東西線,6.7,荻窪,国会議事堂前,1,22,32
東京メトロ東西線,6.5,西荻窪,国会議事堂前,1,28,38
東京メトロ東西線,6.3,吉祥寺,国会議事堂前,1,26,36
東京メトロ東西線,6.1,三鷹,国会議事堂前,1,29,39
東京メトロ銀座線,8.2,浅草,国会議事堂前,1,25,35
東京メトロ銀座線,8.5,田原町,国会議事堂前,1,28,38
東京メトロ銀座線,8.5,稲荷町,国会議事堂前,1,27,37
東京メトロ銀座線,8.2,上野,国会議事堂前,1,22,32
東京メトロ銀座線,10.0,上野広小路,国会議事堂前,1,28,38
東京メトロ銀座線,10.3,末広町,国会議事堂前,1,18,28
東京メトロ銀座線,10.1,神田,国会議事堂前,1,16,26
東京メトロ銀座線,9.6,三越前,国会議事堂前,0,14,24
東京メトロ銀座線,9.4,日本橋,国会議事堂前,2,201,211
東京メトロ銀座線,10.0,京橋,国会議事堂前,2,190,200
東京メトロ銀座線,11.1,銀座,国会議事堂前,0,5,15
東京メトロ銀座線,11.4,新橋,国会議事堂前,0,14,24
東京メトロ銀座線,11.5,虎ノ門,国会議事堂前,0,7,17
東京メトロ銀座線,12.8,溜池山王,国会議事堂前,0,12,22
東京メトロ銀座線,13.6,赤坂見附,国会議事堂前,1,24,34
東京メトロ銀座線,9.5,青山一丁目,国会議事堂前,0,1,11
東京メトロ銀座線,10.0,外苑前,国会議事堂前,0,7,17
東京メトロ銀座線,11.9,表参道,国会議事堂前,0,3,13
東京メトロ銀座線,11.0,渋谷,国会議事堂前,1,18,28
横浜市営地下鉄グリーンライン,5.3,中山,国会議事堂前,2,45,55
横浜市営地下鉄グリーンライン,6.2,川和町,国会議事堂前,2,45,55
横浜市営地下鉄グリーンライン,6.7,都筑ふれあいの丘,国会議事堂前,2,42,52
横浜市営地下鉄グリーンライン,7.4,センター南,国会議事堂前,2,40,50
横浜市営地下鉄グリーンライン,7.5,センター北,国会議事堂前,2,38,48
横浜市営地下鉄グリーンライン,7.2,北山田,国会議事堂前,2,333,343
