line,price,from,to,trans,min,train+walk_min,lat,lng
東急目黒線,6.0,日吉,大塚,1,49,57,35.553449,139.6470623
東急多摩川線,6.3,多摩川,大塚,1,43,51,35.589497,139.6687779
東急多摩川線,6.5,沼部,大塚,2,51,59,35.58282630000001,139.6730957
東急多摩川線,6.2,鵜の木,大塚,2,53,61,35.5754987,139.6806138
東急多摩川線,6.6,下丸子,大塚,2,55,63,35.5712152,139.6858078
東急多摩川線,6.7,武蔵新田,大塚,2,55,63,35.5679766,139.6922031
東急多摩川線,6.7,矢口渡,大塚,2,54,62,35.5625586,139.7002623
東急多摩川線,7.4,蒲田,大塚,1,45,53,35.5624794,139.7160731
東急大井町線,7.9,大井町,大塚,1,29,37,35.6076153,139.7346592
東急大井町線,7.9,下神明,大塚,2,40,48,35.6087973,139.7262243
東急大井町線,8.3,戸越公園,大塚,2,41,49,35.6089128,139.718384
東急大井町線,8.1,中延,大塚,1,35,43,35.6058183,139.7127554
東急大井町線,7.5,荏原町,大塚,2,44,52,35.6038632,139.707503
東急大井町線,7.6,旗の台,大塚,1,40,48,35.6048821,139.7027206
東急大井町線,7.0,北千束,大塚,2,45,53,35.6064301,139.6929472
東急大井町線,7.7,大岡山,大塚,1,33,41,35.607486,139.685643
東急大井町線,8.0,緑が丘,大塚,2,39,47,35.6065052,139.6791471
東急大井町線,7.9,自由が丘,大塚,1,34,42,35.6072728,139.6686661
東急大井町線,7.6,九品仏,大塚,2,43,51,35.6053587,139.6614803
東急大井町線,7.0,尾山台,大塚,2,45,53,35.6069669,139.6538896
東急大井町線,6.7,等々力,大塚,1,60,68,35.6083487,139.648072
東急大井町線,7.5,上野毛,大塚,1,65,73,35.6119618,139.6389246
東急大井町線,7.3,二子玉川,大塚,1,38,46,35.6124172,139.6275666
東急大井町線,6.9,二子新地,大塚,1,42,50,35.60695750000001,139.6224949
東急大井町線,7.0,高津,大塚,3,292,300,35.6032996,139.6172539
東急大井町線,7.0,溝の口,大塚,1,42,50,35.5999649,139.6106234
東急世田谷線,7.9,三軒茶屋,大塚,1,31,39,35.6436399,139.6713265
東急世田谷線,8.3,西太子堂,大塚,2,39,47,35.6445185,139.6663315
東急世田谷線,7.5,若林,大塚,3,183,191,35.0266238,137.0968776
東急世田谷線,7.8,松陰神社前,大塚,1,47,55,35.6440032,139.655263
東急世田谷線,7.2,世田谷,大塚,1,50,58,0.0,0.0
東急世田谷線,6.9,上町,大塚,1,50,58,35.6433787,139.6467074
東急世田谷線,6.5,宮の坂,大塚,2,40,48,35.6478292,139.6449316
東急世田谷線,6.0,山下,大塚,3,525,533,0.0,0.0
東急世田谷線,6.1,松原,大塚,4,851,859,0.0,0.0
東急世田谷線,6.2,下高井戸,大塚,1,26,34,35.6661402,139.6414073
都営浅草線,6.8,西馬込,大塚,1,39,47,35.5868252,139.7059056
都営浅草線,7.1,馬込,大塚,1,37,45,35.5963863,139.7118295
都営浅草線,8.1,中延,大塚,1,35,43,35.6058183,139.7127554
都営浅草線,8.1,戸越,大塚,1,33,41,35.6145248,139.7163324
都営浅草線,8.9,五反田,大塚,0,25,33,35.6261591,139.7236022
都営浅草線,10.2,高輪台,大塚,1,34,42,35.6318285,139.7305368
都営浅草線,10.1,泉岳寺,大塚,0,41,49,35.6386442,139.7399771
都営浅草線,10.6,三田,大塚,2,238,246,35.6476602,139.7486572
都営浅草線,11.0,大門,大塚,0,36,44,35.6567191,139.7555724
都営浅草線,11.4,新橋,大塚,0,26,34,35.666379,139.7583398
都営浅草線,10.7,東銀座,大塚,1,34,42,35.6697003,139.7671399
都営浅草線,10.2,宝町,大塚,1,36,44,35.6756198,139.7721084
都営浅草線,9.4,日本橋,大塚,3,213,221,35.6821193,139.7747086
都営浅草線,9.6,人形町,大塚,1,28,36,35.6863395,139.7823384
都営浅草線,9.0,東日本橋,大塚,1,35,43,35.69215519999999,139.7848473
都営浅草線,9.2,浅草橋,大塚,1,24,32,35.6974952,139.7859834
都営浅草線,9.2,蔵前,大塚,0,42,50,35.7031637,139.7908275
都営浅草線,8.2,浅草,大塚,1,24,32,35.7098669,139.7971675
都営浅草線,8.0,本所吾妻橋,大塚,1,49,57,35.7085984,139.8045672
都営浅草線,7.8,押上,大塚,1,40,48,35.710332,139.8132971
都営三田線,9.9,目黒,大塚,0,23,31,35.6340929,139.7158331
都営三田線,11.3,白金台,大塚,1,31,39,35.63793450000001,139.7261466
都営三田線,11.0,白金高輪,大塚,1,31,39,35.6430963,139.7342256
都営三田線,10.6,三田,大塚,2,238,246,35.6476602,139.7486572
都営三田線,10.6,芝公園,大塚,1,26,34,35.6539326,139.7498313
都営三田線,11.2,御成門,大塚,1,25,33,35.6605129,139.7512247
都営三田線,11.1,内幸町,大塚,0,37,45,35.6693954,139.7553294
都営三田線,8.6,日比谷,大塚,0,31,39,35.6743573,139.7596196
都営三田線,12.2,大手町,大塚,0,36,44,35.6853494,139.7632784
都営三田線,9.7,神保町,大塚,1,16,24,35.6959319,139.7576272
都営三田線,9.2,水道橋,大塚,1,14,22,35.7020484,139.7535016
都営三田線,8.3,春日,大塚,0,24,32,35.70988,139.7531448
都営三田線,7.8,白山,大塚,2,716,724,37.91202639999999,139.0303909
都営三田線,8.0,千石,大塚,1,9,17,35.7278755,139.7448665
都営三田線,7.7,巣鴨,大塚,0,2,10,35.7334192,139.7392848
都営三田線,6.9,西巣鴨,大塚,0,18,26,35.7436944,139.7285589
都営三田線,6.7,新板橋,大塚,1,12,20,35.7488113,139.7201652
都営三田線,7.0,板橋区役所前,大塚,1,12,20,35.7511525,139.7094921
都営三田線,6.5,板橋本町,大塚,1,16,24,35.7612601,139.7055333
都営三田線,6.3,本蓮沼,大塚,1,18,26,35.7685159,139.70247
都営三田線,6.3,志村坂上,大塚,1,20,28,35.7757692,139.6953874
都営三田線,6.5,志村三丁目,大塚,1,22,30,35.7774805,139.6858707
都営三田線,6.4,蓮根,大塚,1,22,30,35.7841976,139.6790192
都営三田線,5.8,西台,大塚,1,26,34,35.7870582,139.6727974
都営三田線,5.3,高島平,大塚,1,28,36,35.788919,139.661271
都営三田線,5.4,新高島平,大塚,1,29,37,35.7902275,139.6542777
都営三田線,5.4,西高島平,大塚,1,31,39,35.7918903,139.6458828
都営新宿線,8.2,新宿,大塚,0,11,19,35.6896067,139.7005713
都営新宿線,9.2,新宿三丁目,大塚,1,20,28,35.6908823,139.7048821
都営新宿線,9.1,曙橋,大塚,1,24,32,35.6923758,139.7226303
都営新宿線,9.7,市ケ谷,大塚,1,22,30,35.6910121,139.7355674
都営新宿線,10.5,九段下,大塚,1,23,31,35.6954816,139.7511544
都営新宿線,9.7,神保町,大塚,1,16,24,35.6959319,139.7576272
都営新宿線,9.9,小川町,大塚,1,27,35,36.0584173,139.2613431
都営新宿線,9.9,岩本町,大塚,0,27,35,35.6955713,139.7751813
都営新宿線,8.9,馬喰横山,大塚,1,30,38,35.691857,139.7831068
都営新宿線,9.4,浜町,大塚,1,32,40,35.68840369999999,139.7877372
都営新宿線,8.3,森下,大塚,1,34,42,35.6880172,139.7982074
都営新宿線,8.5,菊川,大塚,1,35,43,34.761477,138.0854392
都営新宿線,8.3,住吉,大塚,2,225,233,35.6890128,139.8158219
都営新宿線,7.6,西大島,大塚,1,39,47,35.689371,139.826351
都営新宿線,7.5,大島,大塚,2,592,600,35.6897665,139.834755
都営新宿線,6.8,東大島,大塚,1,47,55,35.689932,139.8475291
都営新宿線,6.0,船堀,大塚,1,42,50,35.6838551,139.8641384
都営新宿線,5.8,一之江,大塚,1,52,60,35.685936,139.882978
都営新宿線,6.0,瑞江,大塚,1,54,62,35.69332,139.8977053
都営新宿線,6.2,篠崎,大塚,1,57,65,35.7059504,139.9039271
都営新宿線,6.0,本八幡,大塚,1,45,53,35.7210914,139.9272341
都営大江戸線,9.7,新宿西口,大塚,0,21,29,35.6932917,139.6991323
都営大江戸線,9.0,東新宿,大塚,1,18,26,35.6979303,139.7074092
都営大江戸線,8.2,若松河田,大塚,1,29,37,35.699236,139.7180749
都営大江戸線,8.4,牛込柳町,大塚,1,30,38,35.699462,139.7255394
都営大江戸線,8.9,牛込神楽坂,大塚,1,35,43,35.7008576,139.7358743
都営大江戸線,9.6,飯田橋,大塚,1,20,28,35.7020837,139.7450232
都営大江戸線,8.3,春日,大塚,0,24,32,35.70988,139.7531448
都営大江戸線,8.5,本郷三丁目,大塚,0,27,35,35.70750659999999,139.760436
都営大江戸線,10.7,上野御徒町,大塚,0,22,30,35.7075185,139.7748564
都営大江戸線,9.0,新御徒町,大塚,0,36,44,35.7069936,139.7819408
都営大江戸線,9.2,蔵前,大塚,0,42,50,35.7031637,139.7908275
都営大江戸線,8.6,両国,大塚,1,26,34,35.6961328,139.7927196
都営大江戸線,8.3,森下,大塚,1,34,42,35.6880172,139.7982074
都営大江戸線,8.4,清澄白河,大塚,1,35,43,35.6822525,139.7987778
都営大江戸線,8.8,門前仲町,大塚,1,33,41,35.6720326,139.7956907
都営大江戸線,10.3,月島,大塚,1,35,43,35.663861,139.7840845
都営大江戸線,10.3,勝どき,大塚,1,42,50,35.6589787,139.7771494
都営大江戸線,9.1,築地市場,大塚,1,38,46,35.6648801,139.7668777
都営大江戸線,11.4,汐留,大塚,0,40,48,35.6628989,139.7599699
都営大江戸線,11.0,大門,大塚,0,36,44,35.6567191,139.7555724
都営大江戸線,11.3,赤羽橋,大塚,1,30,38,35.6549848,139.7440021
都営大江戸線,11.7,麻布十番,大塚,1,29,37,35.6561336,139.7368813
都営大江戸線,11.7,六本木,大塚,1,26,34,35.6632707,139.7320854
都営大江戸線,9.5,青山一丁目,大塚,1,24,32,35.6727759,139.7239663
都営大江戸線,9.2,国立競技場,大塚,1,21,29,35.6801659,139.7137789
都営大江戸線,10.1,代々木,大塚,0,13,21,35.683033,139.7020555
都営大江戸線,8.2,新宿,大塚,0,11,19,35.6896067,139.7005713
都営大江戸線,8.0,都庁前,大塚,1,24,32,35.6905696,139.6926607
都営大江戸線,7.7,西新宿五丁目,大塚,1,26,34,35.689875,139.6845503
都営大江戸線,7.5,中野坂上,大塚,1,25,33,35.6970686,139.6821613
都営大江戸線,7.5,東中野,大塚,1,22,30,35.7062478,139.6837613
都営大江戸線,7.0,中井,大塚,1,18,26,35.7150776,139.6871252
都営大江戸線,6.5,落合南長崎,大塚,1,20,28,35.7234039,139.6834785
都営大江戸線,6.3,新江古田,大塚,1,37,45,35.732592,139.670439
都営大江戸線,6.4,練馬,大塚,1,17,25,35.737841,139.653912
都営大江戸線,6.5,豊島園,大塚,1,27,35,35.7425725,139.6489471
都営大江戸線,6.8,練馬春日町,大塚,1,44,52,35.7514626,139.6401514
都営大江戸線,7.0,光が丘,大塚,1,46,54,35.7585093,139.6289329
都電荒川線,7.3,早稲田,大塚,0,16,24,35.7058216,139.7212004
都電荒川線,7.5,面影橋,大塚,0,15,23,35.7130162,139.7142544
都電荒川線,7.9,学習院下,大塚,0,13,21,35.7166025,139.7125984
都電荒川線,7.0,鬼子母神前,大塚,0,12,20,35.7200509,139.7146731
都電荒川線,7.5,都電雑司ヶ谷,大塚,0,10,18,35.7241592,139.717881
都電荒川線,7.2,東池袋四丁目,大塚,0,8,16,35.7252827,139.7201591
都電荒川線,7.4,向原,大塚,2,372,380,35.7288949,139.7248761
都電荒川線,8.3,大塚駅前,大塚,0,1,9,35.7315799,139.7293294
都電荒川線,7.6,巣鴨新田,大塚,0,6,14,35.735704,139.7276824
都電荒川線,7.1,庚申塚,大塚,0,8,16,35.7396241,139.729754
都電荒川線,6.5,新庚申塚,大塚,0,9,17,35.7415497,139.7306585
都電荒川線,6.9,西ヶ原四丁目,大塚,0,10,18,35.7444235,139.732777
都電荒川線,6.5,滝野川一丁目,大塚,0,12,20,35.7472737,139.7354215
都電荒川線,8.0,飛鳥山,大塚,0,13,21,35.7501771,139.7373504
都電荒川線,7.0,王子駅前,大塚,0,17,25,35.7528359,139.7381972
都電荒川線,6.7,栄町,大塚,2,83,91,35.6130005,140.1186178
都電荒川線,6.0,梶原,大塚,0,19,27,35.7510889,139.7478397
都電荒川線,6.9,荒川車庫前,大塚,0,20,28,35.7508582,139.7527811
都電荒川線,7.2,荒川遊園地前,大塚,0,26,34,35.7506878,139.7579215
都電荒川線,6.1,小台,大塚,0,27,35,35.7505233,139.7615643
都電荒川線,6.4,宮ノ前,大塚,0,29,37,35.749997,139.765577
都電荒川線,6.2,熊野前,大塚,0,30,38,35.7485267,139.7698487
都電荒川線,6.5,東尾久三丁目,大塚,0,33,41,35.7457854,139.7736639
都電荒川線,6.9,町屋二丁目,大塚,0,34,42,35.74369799999999,139.7770331
都電荒川線,7.1,町屋駅前,大塚,0,35,43,35.7422431,139.7813913
都電荒川線,6.8,荒川七丁目,大塚,0,39,47,35.7418313,139.7837401
都電荒川線,7.4,荒川二丁目,大塚,0,40,48,35.7385432,139.7847008
都電荒川線,7.6,荒川区役所前,大塚,0,41,49,35.7349357,139.7864979
都電荒川線,7.9,荒川一中前,大塚,0,42,50,35.7336766,139.7889264
都電荒川線,7.9,三ノ輪橋,大塚,0,43,51,35.7321051,139.7916155
日暮里・舎人ライナー,7.7,日暮里,大塚,0,9,17,35.7281578,139.7706414
日暮里・舎人ライナー,7.2,西日暮里,大塚,0,8,16,35.7328473,139.7676078
日暮里・舎人ライナー,6.9,赤土小学校前,大塚,1,17,25,35.7428664,139.7690332
日暮里・舎人ライナー,6.2,熊野前,大塚,0,30,38,35.7485267,139.7698487
日暮里・舎人ライナー,6.2,足立小台,大塚,1,20,28,35.7546735,139.7703922
日暮里・舎人ライナー,5.8,扇大橋,大塚,1,22,30,35.763891,139.7708649
日暮里・舎人ライナー,5.7,高野,大塚,2,559,567,35.7684126,139.7707005
日暮里・舎人ライナー,6.5,江北,大塚,1,25,33,35.7739108,139.7703131
日暮里・舎人ライナー,5.9,西新井大師西,大塚,1,26,34,35.781478,139.770095
日暮里・舎人ライナー,5.0,谷在家,大塚,1,28,36,35.788783,139.770039
日暮里・舎人ライナー,6.0,舎人公園,大塚,1,30,38,35.7963955,139.7701791
日暮里・舎人ライナー,6.5,舎人,大塚,1,32,40,35.8056686,139.7701293
日暮里・舎人ライナー,5.7,見沼代親水公園,大塚,1,34,42,35.814558,139.770732
京王井の頭線,11.0,渋谷,大塚,0,18,26,35.6580339,139.7016358
京王井の頭線,10.5,神泉,大塚,1,26,34,35.6572704,139.6936227
京王井の頭線,9.0,駒場東大前,大塚,1,28,36,35.6586634,139.6844907
京王井の頭線,8.5,池ノ上,大塚,1,30,38,35.660462,139.6730494
京王井の頭線,7.8,下北沢,大塚,1,25,33,35.6615848,139.6668918
京王井の頭線,7.2,新代田,大塚,1,33,41,35.6625779,139.66052
京王井の頭線,7.0,東松原,大塚,1,35,43,35.662658,139.6555128
京王井の頭線,6.9,明大前,大塚,1,24,32,35.6684407,139.6504908
京王井の頭線,6.5,永福町,大塚,1,39,47,35.676272,139.6426236
京王井の頭線,6.5,西永福,大塚,1,43,51,35.6786872,139.6355635
京王井の頭線,6.2,浜田山,大塚,1,45,53,35.681636,139.6275022
京王井の頭線,6.2,高井戸,大塚,1,47,55,35.683263,139.615195
京王井の頭線,5.8,富士見ヶ丘,大塚,1,49,57,35.6847865,139.6072018
京王井の頭線,6.4,久我山,大塚,1,41,49,35.688151,139.599308
京王井の頭線,6.5,三鷹台,大塚,1,52,60,35.692235,139.58892
京王井の頭線,6.8,井の頭公園,大塚,1,54,62,35.6974902,139.5827401
京王井の頭線,6.5,吉祥寺,大塚,1,29,37,35.7031125,139.5801608
京王競馬場線,4.8,東府中,大塚,1,63,71,35.6689181,139.4950907
京王競馬場線,4.8,府中競馬正門前,大塚,2,72,80,35.6681728,139.4846773
京王新線,8.2,新宿,大塚,0,11,19,35.6896067,139.7005713
京王新線,8.3,初台,大塚,1,26,34,35.6809863,139.6861815
京王新線,7.9,幡ヶ谷,大塚,1,27,35,35.6770576,139.6761859
京王線,8.2,新宿,大塚,0,11,19,35.6896067,139.7005713
京王線,7.7,笹塚,大塚,1,21,29,35.673654,139.667136
京王線,7.6,代田橋,大塚,1,22,30,35.671071,139.659387
京王線,6.9,明大前,大塚,1,24,32,35.6684407,139.6504908
京王線,6.2,下高井戸,大塚,1,26,34,35.6661402,139.6414073
京王線,6.2,桜上水,大塚,1,28,36,35.6675857,139.6319134
京王線,6.7,上北沢,大塚,1,32,40,35.6688641,139.6233742
京王線,7.2,八幡山,大塚,1,33,41,35.6698304,139.6161352
京王線,7.0,芦花公園,大塚,1,36,44,35.6706012,139.6086903
京王線,7.1,千歳烏山,大塚,1,33,41,35.6681814,139.6010149
京王線,6.4,仙川,大塚,1,40,48,35.66230360000001,139.5849083
京王線,5.8,つつじヶ丘,大塚,1,39,47,35.6581118,139.5753087
京王線,5.5,柴崎,大塚,1,48,56,35.6541654,139.5667501
京王線,5.8,国領,大塚,1,50,58,35.6501355,139.5583464
京王線,6.0,布田,大塚,1,52,60,35.64984990000001,139.5518261
京王線,5.5,調布,大塚,1,39,47,35.651788,139.5447823
京王線,5.0,西調布,大塚,1,57,65,35.6570844,139.5300797
京王線,4.9,飛田給,大塚,1,58,66,35.6600815,139.5235242
京王線,4.9,武蔵野台,大塚,1,60,68,35.6641996,139.5110719
京王線,4.5,多磨霊園,大塚,1,61,69,35.6660926,139.5030064
京王線,4.8,東府中,大塚,1,63,71,35.6689181,139.4950907
京王線,4.9,府中,大塚,2,544,552,35.67243089999999,139.4801784
京王線,5.0,分倍河原,大塚,1,48,56,35.6685677,139.46874
京王線,4.3,中河原,大塚,1,73,81,35.6596161,139.4578874
京王線,4.0,聖蹟桜ヶ丘,大塚,1,51,59,35.65079,139.446933
京王線,4.0,百草園,大塚,1,78,86,35.65751789999999,139.430835
京王線,3.7,高幡不動,大塚,1,55,63,35.6621387,139.4132073
京王線,4.3,南平,大塚,1,84,92,35.65462,139.391944
京王線,4.9,平山城址公園,大塚,1,86,94,35.64753100000001,139.3802894
京王線,3.4,長沼,大塚,2,106,114,35.6428043,139.3660475
京王線,3.8,北野,大塚,1,61,69,35.6443991,139.3544968
京王線,3.8,京王八王子,大塚,1,62,70,35.6579325,139.3430318
京王動物園線,3.0,多摩動物公園,大塚,2,62,70,35.6489944,139.4039394
京王相模原線,5.5,調布,大塚,1,39,47,35.651788,139.5447823
京王相模原線,5.1,京王多摩川,大塚,1,48,56,35.644376,139.536537
京王相模原線,4.9,京王稲田堤,大塚,1,49,57,35.6337511,139.5312067
京王相模原線,3.9,京王よみうりランド,大塚,1,51,59,35.633044,139.517761
京王相模原線,4.2,稲城,大塚,1,53,61,35.6362285,139.5003665
京王相模原線,4.9,若葉台,大塚,1,56,64,35.619238,139.472405
京王相模原線,4.0,京王永山,大塚,1,59,67,35.6302365,139.4482672
京王相模原線,4.2,京王多摩センター,大塚,1,61,69,35.6252662,139.4244263
京王相模原線,4.0,京王堀之内,大塚,1,69,77,35.62443,139.400299
京王相模原線,4.3,南大沢,大塚,1,58,66,35.6141774,139.3800458
京王相模原線,4.3,多摩境,大塚,1,74,82,35.601904,139.367303
京王相模原線,4.1,橋本,大塚,1,62,70,35.5948639,139.3449224
京王高尾線,3.8,北野,大塚,1,61,69,35.6443991,139.3544968
京王高尾線,4.0,京王片倉,大塚,1,65,73,35.6443985,139.3373021
京王高尾線,3.3,山田,大塚,3,219,227,34.8044545,135.5156721
京王高尾線,3.3,めじろ台,大塚,1,68,76,35.6434197,139.3077388
京王高尾線,3.3,狭間,大塚,1,70,78,35.640565,139.293641
京王高尾線,3.7,高尾,大塚,1,60,68,35.64222609999999,139.2818312
京王高尾線,3.8,高尾山口,大塚,1,75,83,35.6324936,139.269922
京成押上線,5.3,青砥,大塚,1,31,39,35.7456437,139.8561328
京成押上線,5.7,京成立石,大塚,1,59,67,35.7382817,139.8486384
京成押上線,5.8,四ツ木,大塚,1,57,65,35.7318394,139.8349402
京成押上線,6.7,八広,大塚,1,55,63,35.7272484,139.8283594
京成押上線,6.9,京成曳舟,大塚,1,50,58,35.718101,139.8196323
京成押上線,7.8,押上,大塚,1,40,48,35.710332,139.8132971
京成金町線,4.9,京成高砂,大塚,1,34,42,35.7509628,139.8675536
京成金町線,5.0,柴又,大塚,2,40,48,35.75670780000001,139.875498
京成金町線,5.5,京成金町,大塚,1,33,41,35.7685695,139.8704944
京成本線,7.5,京成上野,大塚,0,26,34,35.7115602,139.7746488
京成本線,7.7,日暮里,大塚,0,9,17,35.7281578,139.7706414
京成本線,7.0,新三河島,大塚,1,20,28,35.7371879,139.7739183
京成本線,6.8,町屋,大塚,0,38,46,35.742397,139.780335
京成本線,7.2,千住大橋,大塚,1,23,31,35.742372,139.797261
京成本線,7.1,京成関屋,大塚,1,26,34,35.7439417,139.8118024
京成本線,5.3,堀切菖蒲園,大塚,1,28,36,35.7476203,139.8274499
京成本線,5.5,お花茶屋,大塚,1,29,37,35.7475917,139.8401103
京成本線,5.3,青砥,大塚,1,31,39,35.7456437,139.8561328
京成本線,4.9,京成高砂,大塚,1,34,42,35.7509628,139.8675536
京成本線,6.0,京成小岩,大塚,1,36,44,35.7420784,139.8839119
京成本線,6.2,江戸川,大塚,1,38,46,35.7376627,139.8960845
京成本線,6.5,国府台,大塚,1,39,47,35.7364267,139.9027779
京成本線,6.5,市川真間,大塚,1,41,49,35.7314197,139.9115382
京成本線,6.2,菅野,大塚,1,43,51,35.7282163,139.9195717
京成本線,6.1,京成八幡,大塚,1,44,52,35.723822,139.928167
京成本線,5.5,鬼越,大塚,1,46,54,35.719712,139.938
京成本線,5.3,京成中山,大塚,1,47,55,35.7167479,139.944867
京成本線,5.1,東中山,大塚,1,48,56,35.71442589999999,139.9528869
京成本線,6.4,京成西船,大塚,1,53,61,35.7115501,139.9589401
京成本線,5.9,海神,大塚,1,55,63,35.7058516,139.9720732
京成本線,5.9,京成船橋,大塚,1,44,52,35.7001512,139.9854356
京成本線,5.5,大神宮下,大塚,1,69,77,35.69407,139.991392
京成本線,5.0,船橋競馬場,大塚,1,70,78,35.6896128,139.9981661
京成本線,5.0,谷津,大塚,1,72,80,35.68530880000001,140.0075816
京成本線,6.0,京成津田沼,大塚,1,49,57,35.683195,140.0241953
京成本線,4.0,京成大久保,大塚,1,69,77,35.6858988,140.0487691
京成本線,4.5,実籾,大塚,1,71,79,35.686858,140.06824
京成本線,4.2,八千代台,大塚,1,56,64,35.701385,140.090766
京成本線,4.5,京成大和田,大塚,1,76,84,35.7122694,140.1086088
京成本線,5.1,勝田台,大塚,1,60,68,35.7154376,140.1259718
京成本線,3.5,志津,大塚,1,81,89,35.7174685,140.1450103
京成本線,3.0,ユーカリが丘,大塚,1,82,90,35.7217699,140.1563228
京成本線,4.8,京成臼井,大塚,1,85,93,35.7299197,140.1807494
京成本線,5.1,京成佐倉,大塚,1,65,73,35.725188,140.22972
京成本線,4.0,大佐倉,大塚,1,95,103,35.7301384,140.251069
京成本線,3.5,京成酒々井,大塚,1,97,105,35.7367315,140.2700156
京成本線,5.9,宗吾参道,大塚,1,99,107,35.7526148,140.2809955
京成本線,5.6,公津の杜,大塚,1,101,109,35.7603501,140.2948618
京成本線,5.5,京成成田,大塚,1,77,85,35.7767266,140.3156532
京成本線,2.9,東成田,大塚,1,83,91,35.7700782,140.3871955
京成本線,4.4,空港第２ビル,大塚,1,58,66,35.7731182,140.3871838
京成本線,5.8,成田空港,大塚,1,62,70,35.7648331,140.3860192
京急本線,10.1,泉岳寺,大塚,0,41,49,35.6386442,139.7399771
京急本線,9.1,品川,大塚,0,30,38,35.6284713,139.7387597
京急本線,8.9,北品川,大塚,1,39,47,35.622041,139.7392953
京急本線,8.2,新馬場,大塚,1,40,48,35.616516,139.7414667
京急本線,8.2,青物横丁,大塚,1,38,46,35.6092793,139.7429839
京急本線,7.9,鮫洲,大塚,1,42,50,35.6050378,139.742288
京急本線,7.6,立会川,大塚,1,40,48,35.59847,139.738938
京急本線,7.4,大森海岸,大塚,2,44,52,35.58769960000001,139.7354656
京急本線,6.9,平和島,大塚,1,41,49,35.5787778,139.7349051
京急本線,6.7,大森町,大塚,2,45,53,35.5724704,139.7320923
京急本線,6.8,梅屋敷,大塚,2,47,55,35.5668067,139.728246
京急本線,7.4,京急蒲田,大塚,1,44,52,35.5613144,139.724151
京急本線,6.7,雑色,大塚,2,50,58,35.5494967,139.714922
京急本線,6.2,六郷土手,大塚,2,52,60,35.540531,139.707582
京急本線,6.8,京急川崎,大塚,1,48,56,35.5329877,139.7008715
京急本線,6.1,八丁畷,大塚,2,56,64,35.523005,139.691445
京急本線,6.0,鶴見市場,大塚,2,58,66,35.517842,139.6866381
京急本線,6.0,京急鶴見,大塚,1,59,67,35.5073064,139.6779355
京急本線,5.5,花月総持寺,大塚,2,67,75,35.500456,139.6729925
京急本線,4.8,生麦,大塚,2,68,76,35.4953221,139.6669431
京急本線,4.6,京急新子安,大塚,1,62,70,35.487097,139.6554621
京急本線,5.0,子安,大塚,2,65,73,35.4849388,139.645546
京急本線,5.1,神奈川新町,大塚,1,54,62,35.4808858,139.6396221
京急本線,6.5,京急東神奈川,大塚,1,65,73,35.4772739,139.6343656
京急本線,6.8,神奈川,大塚,2,59,67,35.4710145,139.6271196
京急本線,6.8,横浜,大塚,1,47,55,35.46598110000001,139.622062
京急本線,6.4,戸部,大塚,2,58,66,35.4566877,139.6195624
京急本線,6.9,日ノ出町,大塚,2,60,68,35.4455459,139.6267666
京急本線,5.2,黄金町,大塚,2,61,69,35.43970700000001,139.62251
京急本線,5.3,南太田,大塚,2,63,71,35.4370778,139.6141561
京急本線,5.0,井土ヶ谷,大塚,2,65,73,35.433874,139.600512
京急本線,5.0,弘明寺,大塚,2,72,80,35.4243856,139.5968031
京急本線,5.3,上大岡,大塚,1,68,76,35.4091218,139.5966291
京急本線,3.9,屏風浦,大塚,2,73,81,35.39412900000001,139.61043
京急本線,4.6,杉田,大塚,1,93,101,35.3835612,139.615876
京急本線,4.0,京急富岡,大塚,2,78,86,35.366688,139.629735
京急本線,4.0,能見台,大塚,2,76,84,35.3608848,139.629443
京急本線,5.2,金沢文庫,大塚,1,76,84,35.342926,139.6216477
京急本線,5.0,金沢八景,大塚,1,78,86,35.3312442,139.6202471
京急本線,4.8,追浜,大塚,1,81,89,35.315638,139.624904
京急本線,4.4,京急田浦,大塚,2,87,95,35.300909,139.6255342
京急本線,4.0,安針塚,大塚,2,90,98,35.2867587,139.6429974
京急本線,4.6,逸見,大塚,2,91,99,35.2806888,139.65283
京急本線,5.0,汐入,大塚,1,87,95,35.280282,139.662485
京急本線,5.0,横須賀中央,大塚,1,89,97,35.278699,139.67004
京急本線,5.3,県立大学,大塚,2,96,104,35.2702997,139.676624
京急本線,4.2,堀ノ内,大塚,1,92,100,35.2635239,139.686708
京急本線,5.8,京急大津,大塚,2,95,103,35.2607699,139.6962995
京急本線,4.8,馬堀海岸,大塚,2,96,104,35.259535,139.708038
京急本線,4.6,浦賀,大塚,2,98,106,35.251731,139.715176
京急空港線,7.4,京急蒲田,大塚,1,44,52,35.5613144,139.724151
京急空港線,7.2,糀谷,大塚,1,48,56,35.5547524,139.7294866
京急空港線,7.4,大鳥居,大塚,1,50,58,35.552281,139.740162
京急空港線,7.4,穴守稲荷,大塚,1,52,60,35.5504391,139.746748
京急空港線,7.3,天空橋,大塚,1,53,61,35.548032,139.754661
京急空港線,4.2,羽田空港第３ターミナル,大塚,1,46,54,35.5446472,139.7677877
京急空港線,4.2,羽田空港第１・第２ターミナル,大塚,1,57,65,35.5499709,139.786427
小田急線,8.2,新宿,大塚,0,11,19,35.6896067,139.7005713
小田急線,10.0,南新宿,大塚,1,18,26,35.6836894,139.6989165
小田急線,9.0,参宮橋,大塚,1,19,27,35.6786577,139.6935182
