line,from,to,trans,min
JR南武線,登戸,虎ノ門,1,39
JR南武線,宿河原,虎ノ門,2,49
JR南武線,久地,虎ノ門,2,47
JR南武線,津田山,虎ノ門,2,45
JR南武線,武蔵溝ノ口,虎ノ門,1,41
JR南武線,武蔵新城,虎ノ門,2,40
JR南武線,武蔵中原,虎ノ門,2,38
JR南武線,武蔵小杉,虎ノ門,1,24
JR南武線,向河原,虎ノ門,2,35
JR南武線,平間,虎ノ門,2,38
JR南武線,鹿島田,虎ノ門,1,35
JR南武線,矢向,虎ノ門,2,34
JR南武線,尻手,虎ノ門,2,32
JR南武線,川崎,虎ノ門,1,23
JR埼京線,北与野,虎ノ門,1,66
JR埼京線,与野本町,虎ノ門,1,65
JR埼京線,南与野,虎ノ門,1,62
JR埼京線,中浦和,虎ノ門,1,60
JR埼京線,武蔵浦和,虎ノ門,1,52
JR埼京線,北戸田,虎ノ門,1,49
JR埼京線,戸田公園,虎ノ門,1,44
JR埼京線,浮間舟渡,虎ノ門,1,41
JR埼京線,北赤羽,虎ノ門,1,39
JR埼京線,赤羽,虎ノ門,1,30
JR埼京線,十条,虎ノ門,1,33
JR埼京線,板橋,虎ノ門,1,30
JR埼京線,池袋,虎ノ門,1,27
JR埼京線,新宿,虎ノ門,1,18
JR埼京線,渋谷,虎ノ門,0,12
JR埼京線,恵比寿,虎ノ門,0,19
JR埼京線,大崎,虎ノ門,1,19
JR埼京線,西大井,虎ノ門,1,17
JR埼京線,武蔵小杉,虎ノ門,1,24
JR埼京線,羽沢横浜国大,虎ノ門,1,51
JR外房線,千葉,虎ノ門,1,54
JR外房線,本千葉,虎ノ門,1,65
JR外房線,蘇我,虎ノ門,1,68
JR外房線,鎌取,虎ノ門,1,73
JR外房線,誉田,虎ノ門,1,81
JR外房線,土気,虎ノ門,1,86
JR外房線,大網,虎ノ門,1,87
JR外房線,永田,虎ノ門,0,8
JR外房線,本納,虎ノ門,1,96
JR外房線,新茂原,虎ノ門,1,99
JR外房線,茂原,虎ノ門,1,103
JR外房線,八積,虎ノ門,1,107
JR外房線,上総一ノ宮,虎ノ門,2,94
JR外房線,東浪見,虎ノ門,2,128
JR外房線,太東,虎ノ門,2,122
JR外房線,長者町,虎ノ門,2,135
JR外房線,三門,虎ノ門,2,138
JR外房線,浪花,虎ノ門,2,137
JR外房線,御宿,虎ノ門,2,113
JR外房線,勝浦,虎ノ門,2,119
JR外房線,鵜原,虎ノ門,3,144
JR外房線,上総興津,虎ノ門,2,145
JR外房線,安房小湊,虎ノ門,3,158
JR外房線,安房天津,虎ノ門,3,168
JR宇都宮線,矢板,虎ノ門,2,127
JR宇都宮線,片岡,虎ノ門,2,121
JR宇都宮線,蒲須坂,虎ノ門,2,117
