line,from,to,trans,min
JR横須賀線,新川崎,内幸町,0,30
JR横須賀線,横浜,内幸町,0,37
JR横須賀線,保土ケ谷,内幸町,0,44
JR横須賀線,東戸塚,内幸町,0,48
JR横須賀線,戸塚,内幸町,0,48
JR横須賀線,大船,内幸町,0,54
JR横須賀線,北鎌倉,内幸町,0,62
JR横須賀線,鎌倉,内幸町,0,66
JR横須賀線,逗子,内幸町,0,70
JR横須賀線,東逗子,内幸町,0,78
JR横須賀線,田浦,内幸町,0,82
JR横須賀線,横須賀,内幸町,0,86
JR横須賀線,衣笠,内幸町,0,90
JR横須賀線,久里浜,内幸町,0,96
JR武蔵野線,府中本町,内幸町,1,65
JR武蔵野線,北府中,内幸町,1,93
JR武蔵野線,西国分寺,内幸町,1,68
JR武蔵野線,新小平,内幸町,1,86
JR武蔵野線,新秋津,内幸町,1,81
JR武蔵野線,東所沢,内幸町,1,77
JR武蔵野線,新座,内幸町,1,74
JR武蔵野線,北朝霞,内幸町,1,65
JR武蔵野線,西浦和,内幸町,1,65
JR武蔵野線,武蔵浦和,内幸町,1,52
JR武蔵野線,南浦和,内幸町,0,56
JR武蔵野線,東浦和,内幸町,1,65
JR武蔵野線,東川口,内幸町,1,58
JR武蔵野線,南越谷,内幸町,1,68
JR武蔵野線,越谷レイクタウン,内幸町,1,77
JR武蔵野線,吉川,内幸町,1,77
JR武蔵野線,吉川美南,内幸町,1,75
JR武蔵野線,新三郷,内幸町,1,72
JR武蔵野線,南流山,内幸町,1,57
JR武蔵野線,新松戸,内幸町,1,48
JR武蔵野線,新八柱,内幸町,1,59
JR武蔵野線,東松戸,内幸町,0,50
JR武蔵野線,市川大野,内幸町,1,59
JR武蔵野線,船橋法典,内幸町,1,59
JR武蔵野線,西船橋,内幸町,1,46
JR湘南新宿ライン（宇都宮線・横須賀線）,浦和,内幸町,0,41
JR湘南新宿ライン（宇都宮線・横須賀線）,赤羽,内幸町,0,32
JR湘南新宿ライン（宇都宮線・横須賀線）,池袋,内幸町,0,41
JR湘南新宿ライン（宇都宮線・横須賀線）,新宿,内幸町,0,42
JR湘南新宿ライン（宇都宮線・横須賀線）,渋谷,内幸町,0,23
JR湘南新宿ライン（宇都宮線・横須賀線）,恵比寿,内幸町,0,32
JR湘南新宿ライン（宇都宮線・横須賀線）,大崎,内幸町,0,24
JR湘南新宿ライン（宇都宮線・横須賀線）,武蔵小杉,内幸町,0,26
JR湘南新宿ライン（宇都宮線・横須賀線）,新川崎,内幸町,0,30
JR湘南新宿ライン（宇都宮線・横須賀線）,横浜,内幸町,0,37
JR湘南新宿ライン（高崎線・東海道線）,浦和,内幸町,0,41
JR湘南新宿ライン（高崎線・東海道線）,赤羽,内幸町,0,32
JR湘南新宿ライン（高崎線・東海道線）,池袋,内幸町,0,41
JR湘南新宿ライン（高崎線・東海道線）,新宿,内幸町,0,42
JR湘南新宿ライン（高崎線・東海道線）,渋谷,内幸町,0,23
JR湘南新宿ライン（高崎線・東海道線）,恵比寿,内幸町,0,32
JR湘南新宿ライン（高崎線・東海道線）,大崎,内幸町,0,24
