line,from,to,trans,min
JR山手線,目白,溜池山王,1,30
JR山手線,池袋,溜池山王,0,35
JR山手線,大塚,溜池山王,1,29
JR山手線,巣鴨,溜池山王,1,27
JR山手線,駒込,溜池山王,0,19
JR山手線,田端,溜池山王,1,29
JR山手線,西日暮里,溜池山王,0,26
JR山手線,日暮里,溜池山王,1,26
JR山手線,鶯谷,溜池山王,1,24
JR山手線,上野,溜池山王,0,19
JR山手線,御徒町,溜池山王,0,24
JR山手線,秋葉原,溜池山王,1,18
JR山手線,神田,溜池山王,0,14
JR山手線,東京,溜池山王,0,16
JR山手線,有楽町,溜池山王,0,17
JR山手線,新橋,溜池山王,0,3
JR山手線,浜松町,溜池山王,1,10
JR山手線,田町,溜池山王,1,14
JR山手線,高輪ゲートウェイ,溜池山王,1,16
JR山手線,品川,溜池山王,1,14
JR川越線,日進,溜池山王,5,746
JR川越線,西大宮,溜池山王,1,60
JR川越線,指扇,溜池山王,1,63
JR川越線,南古谷,溜池山王,1,68
JR川越線,川越,溜池山王,1,75
JR川越線,西川越,溜池山王,2,86
JR川越線,的場,溜池山王,2,89
JR川越線,笠幡,溜池山王,2,92
JR川越線,武蔵高萩,溜池山王,2,96
JR川越線,高麗川,溜池山王,2,101
JR常磐線,大津港,溜池山王,3,171
JR常磐線,磯原,溜池山王,2,156
JR常磐線,南中郷,溜池山王,3,161
JR常磐線,高萩,溜池山王,1,158
JR常磐線,十王,溜池山王,2,179
JR常磐線,小木津,溜池山王,2,175
JR常磐線,日立,溜池山王,1,148
JR常磐線,常陸多賀,溜池山王,1,143
JR常磐線,大甕,溜池山王,1,139
JR常磐線,東海,溜池山王,1,89
JR常磐線,佐和,溜池山王,2,151
JR常磐線,勝田,溜池山王,1,127
JR常磐線,水戸,溜池山王,1,121
JR常磐線,赤塚,溜池山王,1,41
JR常磐線,内原,溜池山王,1,146
JR常磐線,友部,溜池山王,1,108
JR常磐線,岩間,溜池山王,1,137
JR常磐線,羽鳥,溜池山王,1,132
JR常磐線,石岡,溜池山王,1,97
JR常磐線,神立,溜池山王,1,118
JR常磐線,土浦,溜池山王,1,95
JR常磐線,荒川沖,溜池山王,1,89
JR常磐線,ひたち野うしく,溜池山王,1,85
JR常磐線,牛久,溜池山王,1,81
JR常磐線,藤代,溜池山王,1,72
JR常磐線,取手,溜池山王,0,76
JR常磐線,天王台,溜池山王,0,72
JR常磐線,我孫子,溜池山王,4,228
JR常磐線,柏,溜池山王,4,219
JR常磐線,松戸,溜池山王,0,47
JR常磐線,北千住,溜池山王,0,33
JR常磐線,南千住,溜池山王,1,32
JR常磐線,三河島,溜池山王,1,30
JR常磐線,日暮里,溜池山王,1,26
JR常磐線,上野,溜池山王,0,19
JR御殿場線,国府津,溜池山王,1,81
JR御殿場線,下曽我,溜池山王,2,94
JR御殿場線,上大井,溜池山王,2,98
JR御殿場線,相模金子,溜池山王,2,102
JR御殿場線,松田,溜池山王,1,108
JR御殿場線,東山北,溜池山王,2,110
JR御殿場線,山北,溜池山王,2,114
JR御殿場線,谷峨,溜池山王,2,122
JR成田線,佐倉,溜池山王,1,76
JR成田線,酒々井,溜池山王,1,82
JR成田線,成田,溜池山王,1,101
JR成田線,久住,溜池山王,1,103
