line,from,to,trans,req_min,req_min+walk,price
東京メトロ南北線,王子,八丁堀,1,33,36,6.4
東京メトロ南北線,駒込,八丁堀,1,30,33,7.5
東京メトロ南北線,東大前,八丁堀,1,36,39,7.5
東京メトロ南北線,後楽園,八丁堀,1,22,25,8.7
東京メトロ南北線,飯田橋,八丁堀,1,15,18,9.5
東京メトロ南北線,市ケ谷,八丁堀,1,23,26,9.8
東京メトロ南北線,四ツ谷,八丁堀,1,20,23,10.0
東京メトロ南北線,永田町,八丁堀,1,20,23,12.3
東京メトロ南北線,溜池山王,八丁堀,1,16,19,12.9
東京メトロ南北線,六本木一丁目,八丁堀,1,30,33,12.6
東京メトロ南北線,麻布十番,八丁堀,1,27,30,11.6
東京メトロ南北線,白金高輪,八丁堀,1,22,25,10.5
東京メトロ南北線,白金台,八丁堀,1,25,28,11.2
東京メトロ南北線,目黒,八丁堀,1,28,31,9.9
東京メトロ日比谷線,小伝馬町,八丁堀,0,6,9,9.0
東京メトロ日比谷線,北千住,八丁堀,0,23,26,7.2
東京メトロ日比谷線,南千住,八丁堀,0,20,23,7.7
東京メトロ日比谷線,三ノ輪,八丁堀,0,18,21,7.5
東京メトロ日比谷線,入谷,八丁堀,0,15,18,7.5
東京メトロ日比谷線,上野,八丁堀,0,12,15,8.1
東京メトロ日比谷線,仲御徒町,八丁堀,0,11,14,9.8
東京メトロ日比谷線,秋葉原,八丁堀,0,8,11,9.4
東京メトロ日比谷線,人形町,八丁堀,0,4,7,9.0
東京メトロ日比谷線,茅場町,八丁堀,0,1,4,9.2
東京メトロ日比谷線,築地,八丁堀,0,2,5,9.2
東京メトロ日比谷線,東銀座,八丁堀,0,4,7,10.5
東京メトロ日比谷線,銀座,八丁堀,0,6,9,10.9
東京メトロ日比谷線,日比谷,八丁堀,0,7,10,8.7
東京メトロ日比谷線,霞ケ関,八丁堀,0,10,13,10.7
東京メトロ日比谷線,虎ノ門ヒルズ,八丁堀,0,12,15,11.6
東京メトロ日比谷線,神谷町,八丁堀,0,14,17,11.8
東京メトロ日比谷線,六本木,八丁堀,0,17,20,11.6
東京メトロ日比谷線,広尾,八丁堀,0,20,23,11.2
東京メトロ日比谷線,恵比寿,八丁堀,0,24,27,11.0
東京メトロ日比谷線,中目黒,八丁堀,0,27,30,9.2
東京メトロ有楽町線,地下鉄成増,八丁堀,1,56,59,5.5
東京メトロ有楽町線,地下鉄赤塚,八丁堀,1,53,56,6.9
東京メトロ有楽町線,氷川台,八丁堀,1,47,50,5.7
東京メトロ有楽町線,小竹向原,八丁堀,1,45,48,6.5
東京メトロ有楽町線,千川,八丁堀,1,43,46,6.2
東京メトロ有楽町線,要町,八丁堀,1,41,44,6.9
東京メトロ有楽町線,池袋,八丁堀,1,30,33,7.4
東京メトロ有楽町線,東池袋,八丁堀,1,35,38,7.2
東京メトロ有楽町線,護国寺,八丁堀,1,33,36,7.0
東京メトロ有楽町線,江戸川橋,八丁堀,1,30,33,8.2
東京メトロ有楽町線,飯田橋,八丁堀,1,15,18,9.5
東京メトロ有楽町線,市ケ谷,八丁堀,1,23,26,9.8
東京メトロ有楽町線,麹町,八丁堀,1,22,25,11.5
東京メトロ有楽町線,永田町,八丁堀,1,20,23,12.3
東京メトロ有楽町線,桜田門,八丁堀,1,17,20,4.0
東京メトロ有楽町線,有楽町,八丁堀,0,14,17,10.8
東京メトロ有楽町線,銀座一丁目,八丁堀,0,13,16,10.4
東京メトロ有楽町線,新富町,八丁堀,0,9,12,10.0
東京メトロ有楽町線,月島,八丁堀,0,19,22,9.9
東京メトロ有楽町線,豊洲,八丁堀,0,28,31,10.0
東京メトロ有楽町線,辰巳,八丁堀,1,14,17,9.0
東京メトロ有楽町線,新木場,八丁堀,0,7,10,9.1
東京メトロ東西線,西船橋,八丁堀,0,27,30,6.3
東京メトロ東西線,原木中山,八丁堀,1,36,39,5.1
東京メトロ東西線,妙典,八丁堀,1,31,34,5.5
東京メトロ東西線,行徳,八丁堀,1,29,32,5.2
東京メトロ東西線,南行徳,八丁堀,1,26,29,5.3
東京メトロ東西線,浦安,八丁堀,1,24,27,5.3
東京メトロ東西線,葛西,八丁堀,1,21,24,5.7
東京メトロ東西線,西葛西,八丁堀,1,19,22,5.7
東京メトロ東西線,南砂町,八丁堀,1,15,18,7.5
東京メトロ東西線,東陽町,八丁堀,1,12,15,8.0
東京メトロ東西線,木場,八丁堀,1,9,12,8.5
東京メトロ東西線,門前仲町,八丁堀,1,6,9,8.7
東京メトロ東西線,茅場町,八丁堀,0,1,4,9.2
東京メトロ東西線,大手町,八丁堀,0,22,25,10.8
東京メトロ東西線,竹橋,八丁堀,1,10,13,10.5
東京メトロ東西線,九段下,八丁堀,1,13,16,10.0
東京メトロ東西線,飯田橋,八丁堀,1,15,18,9.5
東京メトロ東西線,神楽坂,八丁堀,1,18,21,8.7
東京メトロ東西線,高田馬場,八丁堀,1,24,27,7.5
東京メトロ東西線,落合,八丁堀,1,27,30,7.0
東京メトロ東西線,中野,八丁堀,1,31,34,7.0
東京メトロ東西線,高円寺,八丁堀,1,34,37,6.9
東京メトロ東西線,阿佐ケ谷,八丁堀,1,36,39,6.8
東京メトロ東西線,荻窪,八丁堀,1,38,41,6.7
東京メトロ東西線,西荻窪,八丁堀,1,41,44,6.5
東京メトロ東西線,吉祥寺,八丁堀,1,43,46,6.3
東京メトロ東西線,三鷹,八丁堀,1,46,49,6.1
東京メトロ銀座線,浅草,八丁堀,1,14,17,8.1
東京メトロ銀座線,田原町,八丁堀,1,21,24,8.4
東京メトロ銀座線,稲荷町,八丁堀,1,20,23,8.5
東京メトロ銀座線,上野,八丁堀,0,12,15,8.1
東京メトロ銀座線,上野広小路,八丁堀,0,19,22,9.5
東京メトロ銀座線,末広町,八丁堀,1,20,23,9.9
東京メトロ銀座線,神田,八丁堀,1,16,19,9.9
東京メトロ銀座線,三越前,八丁堀,1,15,18,9.1
東京メトロ銀座線,銀座,八丁堀,0,6,9,10.9
東京メトロ銀座線,新橋,八丁堀,1,9,12,11.0
東京メトロ銀座線,虎ノ門,八丁堀,0,20,23,11.2
東京メトロ銀座線,溜池山王,八丁堀,1,16,19,12.9
東京メトロ銀座線,赤坂見附,八丁堀,1,17,20,13.2
東京メトロ銀座線,青山一丁目,八丁堀,1,21,24,9.0
東京メトロ銀座線,外苑前,八丁堀,1,22,25,11.0
東京メトロ銀座線,表参道,八丁堀,1,23,26,12.1
東京メトロ銀座線,渋谷,八丁堀,1,27,30,10.8
横浜市営地下鉄グリーンライン,日吉,八丁堀,1,51,54,6.1
横浜市営地下鉄ブルーライン,戸塚,八丁堀,1,56,59,5.0
横浜市営地下鉄ブルーライン,横浜,八丁堀,1,45,48,6.8
都営三田線,西高島平,八丁堀,1,52,55,4.8
都営三田線,新高島平,八丁堀,1,50,53,5.2
都営三田線,高島平,八丁堀,1,49,52,5.2
都営三田線,西台,八丁堀,1,46,49,5.5
都営三田線,蓮根,八丁堀,1,45,48,6.2
都営三田線,志村三丁目,八丁堀,1,42,45,6.3
都営三田線,志村坂上,八丁堀,1,40,43,6.2
都営三田線,本蓮沼,八丁堀,1,39,42,6.2
都営三田線,板橋本町,八丁堀,1,37,40,6.4
都営三田線,板橋区役所前,八丁堀,1,35,38,6.8
都営三田線,新板橋,八丁堀,1,33,36,6.5
都営三田線,西巣鴨,八丁堀,1,31,34,6.9
都営三田線,巣鴨,八丁堀,1,28,31,7.8
都営三田線,千石,八丁堀,1,27,30,8.0
都営三田線,春日,八丁堀,1,22,25,8.5
都営三田線,水道橋,八丁堀,1,19,22,9.0
都営三田線,神保町,八丁堀,1,18,21,9.8
都営三田線,大手町,八丁堀,0,22,25,10.8
都営三田線,日比谷,八丁堀,0,7,10,8.7
都営三田線,内幸町,八丁堀,1,14,17,10.5
都営三田線,御成門,八丁堀,1,16,19,11.0
都営三田線,芝公園,八丁堀,1,17,20,10.4
都営三田線,白金高輪,八丁堀,1,22,25,10.5
都営三田線,白金台,八丁堀,1,25,28,11.2
都営三田線,目黒,八丁堀,1,28,31,9.9
都営大江戸線,都庁前,八丁堀,1,37,40,7.8
都営大江戸線,新宿西口,八丁堀,1,33,36,8.0
都営大江戸線,東新宿,八丁堀,1,35,38,8.5
都営大江戸線,若松河田,八丁堀,1,32,35,8.0
都営大江戸線,牛込柳町,八丁堀,1,31,34,8.4
都営大江戸線,牛込神楽坂,八丁堀,1,28,31,8.8
都営大江戸線,飯田橋,八丁堀,1,15,18,9.5
都営大江戸線,春日,八丁堀,1,22,25,8.5
都営大江戸線,本郷三丁目,八丁堀,1,20,23,8.5
都営大江戸線,上野御徒町,八丁堀,0,16,19,10.1
都営大江戸線,新御徒町,八丁堀,1,19,22,8.6
都営大江戸線,蔵前,八丁堀,1,13,16,8.9
都営大江戸線,両国,八丁堀,1,19,22,8.4
都営大江戸線,森下,八丁堀,0,24,27,8.4
都営大江戸線,清澄白河,八丁堀,1,14,17,8.4
都営大江戸線,門前仲町,八丁堀,1,6,9,8.7
都営大江戸線,月島,八丁堀,0,19,22,9.9
都営大江戸線,勝どき,八丁堀,0,20,23,9.1
都営大江戸線,築地市場,八丁堀,1,24,27,8.1
都営大江戸線,汐留,八丁堀,1,26,29,11.3
都営大江戸線,大門,八丁堀,1,12,15,10.8
都営大江戸線,赤羽橋,八丁堀,1,29,32,11.2
都営大江戸線,麻布十番,八丁堀,1,27,30,11.6
都営大江戸線,六本木,八丁堀,0,17,20,11.6
都営大江戸線,青山一丁目,八丁堀,1,21,24,9.0
都営大江戸線,国立競技場,八丁堀,1,30,33,9.4
都営大江戸線,代々木,八丁堀,1,32,35,10.1
都営大江戸線,新宿,八丁堀,1,29,32,8.2
都営大江戸線,西新宿五丁目,八丁堀,1,39,42,7.7
都営大江戸線,中野坂上,八丁堀,1,32,35,7.0
都営大江戸線,東中野,八丁堀,1,40,43,7.0
都営大江戸線,中井,八丁堀,1,46,49,6.9
都営大江戸線,落合南長崎,八丁堀,1,48,51,6.5
都営大江戸線,新江古田,八丁堀,1,51,54,6.4
都営大江戸線,練馬,八丁堀,1,54,57,6.3
都営新宿線,本八幡,八丁堀,1,36,39,5.9
都営新宿線,篠崎,八丁堀,1,44,47,6.2
都営新宿線,瑞江,八丁堀,1,42,45,6.0
都営新宿線,一之江,八丁堀,1,39,42,5.5
都営新宿線,船堀,八丁堀,1,37,40,5.8
都営新宿線,東大島,八丁堀,1,34,37,6.3
都営新宿線,西大島,八丁堀,1,30,33,7.6
都営新宿線,菊川,八丁堀,0,29,32,8.2
都営新宿線,森下,八丁堀,0,24,27,8.4
都営新宿線,浜町,八丁堀,1,22,25,9.2
都営新宿線,馬喰横山,八丁堀,1,14,17,8.4
都営新宿線,岩本町,八丁堀,0,15,18,9.7
都営新宿線,小川町,八丁堀,1,20,23,4.4
都営新宿線,神保町,八丁堀,1,18,21,9.8
都営新宿線,九段下,八丁堀,1,13,16,10.0
都営新宿線,曙橋,八丁堀,1,29,32,9.0
都営新宿線,新宿三丁目,八丁堀,1,26,29,8.9
都営新宿線,新宿,八丁堀,1,29,32,8.2
都営浅草線,本所吾妻橋,八丁堀,1,16,19,8.1
都営浅草線,浅草,八丁堀,1,14,17,8.1
都営浅草線,蔵前,八丁堀,1,13,16,8.9
都営浅草線,浅草橋,八丁堀,1,11,14,8.8
都営浅草線,東日本橋,八丁堀,1,9,12,8.5
都営浅草線,人形町,八丁堀,0,4,7,9.0
都営浅草線,東銀座,八丁堀,0,4,7,10.5
都営浅草線,新橋,八丁堀,1,9,12,11.0
都営浅草線,大門,八丁堀,1,12,15,10.8
都営浅草線,泉岳寺,八丁堀,1,17,20,9.7
都営浅草線,高輪台,八丁堀,1,20,23,9.9
都営浅草線,五反田,八丁堀,1,22,25,8.9
都営浅草線,戸越,八丁堀,1,24,27,8.1
都営浅草線,中延,八丁堀,1,27,30,7.9
都営浅草線,馬込,八丁堀,1,27,30,7.4
都営浅草線,西馬込,八丁堀,1,31,34,6.9
わたらせ渓谷鐵道,中野,八丁堀,1,31,34,7.0
上毛電気鉄道上毛線,赤坂,八丁堀,1,15,18,12.0
富士急行線,赤坂,八丁堀,1,15,18,12.0
小湊鉄道,五井,八丁堀,0,50,53,5.2
流鉄流山線,馬橋,八丁堀,1,50,53,4.0
流鉄流山線,幸谷,八丁堀,0,54,57,4.2
JR上野東京ライン,品川,東京,0,7,19,9.1
JR上野東京ライン,新橋,東京,0,3,15,11.0
JR上野東京ライン,上野,東京,0,5,17,8.1
JR中央・総武線各駅停車,三鷹,東京,0,38,50,6.1
JR中央・総武線各駅停車,吉祥寺,東京,0,35,47,6.3
JR中央・総武線各駅停車,西荻窪,東京,0,32,44,6.5
JR中央・総武線各駅停車,荻窪,東京,0,30,42,6.7
JR中央・総武線各駅停車,阿佐ケ谷,東京,0,27,39,6.8
JR中央・総武線各駅停車,高円寺,東京,0,25,37,6.9
JR中央・総武線各駅停車,中野,東京,0,20,32,7.0
JR中央・総武線各駅停車,東中野,東京,1,25,37,7.0
JR中央・総武線各駅停車,大久保,東京,1,22,34,7.4
JR中央・総武線各駅停車,新宿,東京,0,14,26,8.2
JR中央・総武線各駅停車,代々木,東京,0,31,43,10.1
JR中央・総武線各駅停車,千駄ケ谷,東京,1,16,28,10.0
JR中央・総武線各駅停車,信濃町,東京,1,14,26,8.8
JR中央・総武線各駅停車,四ツ谷,東京,0,9,21,10.0
JR中央・総武線各駅停車,市ケ谷,東京,1,13,25,9.8
JR中央・総武線各駅停車,飯田橋,東京,1,11,23,9.5
JR中央・総武線各駅停車,水道橋,東京,0,15,27,9.0
JR中央・総武線各駅停車,御茶ノ水,東京,0,4,16,9.4
JR中央・総武線各駅停車,秋葉原,東京,0,4,16,9.4
JR中央・総武線各駅停車,浅草橋,東京,0,36,48,8.8
JR中央・総武線各駅停車,両国,東京,1,12,24,8.4
JR中央・総武線各駅停車,錦糸町,東京,0,9,21,7.9
JR中央・総武線各駅停車,亀戸,東京,1,14,26,7.5
JR中央・総武線各駅停車,平井,東京,1,17,29,6.2
JR中央・総武線各駅停車,新小岩,東京,0,14,26,6.0
JR中央・総武線各駅停車,小岩,東京,1,20,32,6.0
JR中央・総武線各駅停車,市川,東京,0,19,31,6.0
JR中央・総武線各駅停車,本八幡,東京,1,26,38,5.9
JR中央・総武線各駅停車,下総中山,東京,1,29,41,5.3
JR中央・総武線各駅停車,西船橋,東京,0,29,41,6.3
JR中央・総武線各駅停車,船橋,東京,0,26,38,6.2
JR中央・総武線各駅停車,東船橋,東京,1,33,45,4.5
JR中央・総武線各駅停車,津田沼,東京,0,30,42,5.0
JR中央・総武線各駅停車,幕張本郷,東京,1,39,51,4.5
JR中央・総武線各駅停車,幕張,東京,1,42,54,6.2
JR中央・総武線各駅停車,新検見川,東京,1,44,56,4.9
JR中央・総武線各駅停車,稲毛,東京,0,39,51,4.9
JR中央・総武線各駅停車,千葉,東京,0,43,55,5.4
JR中央本線,新宿,東京,0,14,26,8.2
JR中央本線,三鷹,東京,0,38,50,6.1
JR中央線,神田,東京,0,2,14,9.9
JR中央線,御茶ノ水,東京,0,4,16,9.4
JR中央線,四ツ谷,東京,0,9,21,10.0
JR中央線,新宿,東京,0,14,26,8.2
JR中央線,中野,東京,0,20,32,7.0
JR中央線,高円寺,東京,0,25,37,6.9
JR中央線,阿佐ケ谷,東京,0,27,39,6.8
JR中央線,荻窪,東京,0,30,42,6.7
JR中央線,西荻窪,東京,0,32,44,6.5
JR中央線,吉祥寺,東京,0,35,47,6.3
JR中央線,三鷹,東京,0,38,50,6.1
JR中央線,武蔵境,東京,0,40,52,6.0
JR中央線,東小金井,東京,0,43,55,5.8
JR中央線,武蔵小金井,東京,0,46,58,5.4
JR京浜東北線,大宮,東京,0,24,36,6.4
JR京浜東北線,さいたま新都心,東京,0,31,43,6.4
JR京浜東北線,北浦和,東京,0,47,59,5.4
JR京浜東北線,浦和,東京,0,26,38,5.6
JR京浜東北線,南浦和,東京,0,40,52,5.2
JR京浜東北線,蕨,東京,0,37,49,5.0
JR京浜東北線,西川口,東京,0,34,46,5.1
JR京浜東北線,川口,東京,0,31,43,5.3
JR京浜東北線,赤羽,東京,0,17,29,6.7
JR京浜東北線,東十条,東京,0,24,36,6.5
JR京浜東北線,王子,東京,0,21,33,6.4
JR京浜東北線,上中里,東京,0,19,31,6.8
JR京浜東北線,田端,東京,0,16,28,7.0
JR京浜東北線,西日暮里,東京,0,15,27,7.0
JR京浜東北線,日暮里,東京,0,13,25,7.5
JR京浜東北線,鶯谷,東京,0,11,23,7.6
JR京浜東北線,上野,東京,0,5,17,8.1
JR京浜東北線,御徒町,東京,0,7,19,8.9
JR京浜東北線,秋葉原,東京,0,4,16,9.4
JR京浜東北線,神田,東京,0,2,14,9.9
JR京浜東北線,有楽町,東京,0,2,14,10.8
JR京浜東北線,新橋,東京,0,3,15,11.0
JR京浜東北線,浜松町,東京,0,6,18,10.4
JR京浜東北線,田町,東京,0,9,21,9.9
JR京浜東北線,高輪ゲートウェイ,東京,0,11,23,9.2
JR京浜東北線,品川,東京,0,7,19,9.1
JR京浜東北線,大井町,東京,0,17,29,8.1
JR京浜東北線,大森,東京,0,20,32,7.2
JR京浜東北線,蒲田,東京,0,24,36,7.3
JR京浜東北線,川崎,東京,0,20,32,6.5
JR京浜東北線,鶴見,東京,0,33,45,5.9
JR京浜東北線,新子安,東京,0,37,49,4.7
JR京浜東北線,東神奈川,東京,0,40,52,6.2
JR京浜東北線,横浜,東京,0,30,42,6.8
JR京浜東北線,桜木町,東京,0,47,59,6.4
JR京浜東北線,大船,東京,0,47,59,5.7
JR京葉線,八丁堀,東京,0,2,14,9.8
JR京葉線,越中島,東京,0,4,16,9.2
JR京葉線,潮見,東京,0,7,19,7.8
JR京葉線,新木場,東京,0,9,21,9.1
JR京葉線,葛西臨海公園,東京,0,13,25,5.5
JR京葉線,舞浜,東京,0,16,28,5.0
JR京葉線,新浦安,東京,0,20,32,5.2
JR京葉線,市川塩浜,東京,0,23,35,5.0
JR京葉線,二俣新町,東京,0,28,40,4.5
JR京葉線,南船橋,東京,0,34,46,4.7
JR京葉線,新習志野,東京,0,35,47,6.2
JR京葉線,海浜幕張,東京,0,40,52,6.1
JR京葉線,検見川浜,東京,0,43,55,5.3
JR京葉線,稲毛海岸,東京,0,45,57,5.7
JR京葉線,蘇我,東京,0,34,46,5.3
JR八高線,小川町,東京,0,7,19,4.4
JR内房線,千葉,東京,0,43,55,5.4
JR内房線,本千葉,東京,0,47,59,5.8
JR内房線,蘇我,東京,0,34,46,5.3
JR内房線,浜野,東京,0,45,57,3.8
JR内房線,五井,東京,0,44,56,5.2
JR南武線,登戸,東京,1,40,52,5.5
JR南武線,宿河原,東京,1,46,58,5.1
JR南武線,久地,東京,1,44,56,5.5
JR南武線,津田山,東京,1,42,54,6.5
JR南武線,武蔵溝ノ口,東京,1,40,52,6.9
JR南武線,武蔵新城,東京,1,33,45,6.0
JR南武線,武蔵中原,東京,1,31,43,6.2
JR南武線,武蔵小杉,東京,0,18,30,6.3
JR南武線,向河原,東京,1,31,43,6.4
JR南武線,平間,東京,1,33,45,6.1
JR南武線,鹿島田,東京,0,31,43,6.6
JR南武線,矢向,東京,1,29,41,6.6
JR南武線,尻手,東京,1,27,39,6.8
JR南武線,川崎,東京,0,20,32,6.5
JR埼京線,大宮,東京,0,24,36,6.4
JR埼京線,北与野,東京,1,47,59,6.0
JR埼京線,南与野,東京,1,48,60,5.0
JR埼京線,中浦和,東京,1,46,58,4.9
JR埼京線,北戸田,東京,1,37,49,5.1
JR埼京線,戸田,東京,1,35,47,5.3
JR埼京線,戸田公園,東京,1,33,45,5.0
JR埼京線,浮間舟渡,東京,1,30,42,5.8
JR埼京線,北赤羽,東京,1,27,39,6.4
JR埼京線,赤羽,東京,0,17,29,6.7
JR埼京線,十条,東京,1,25,37,6.5
JR埼京線,板橋,東京,0,36,48,6.7
JR埼京線,池袋,東京,0,17,29,7.4
JR埼京線,新宿,東京,0,14,26,8.2
JR埼京線,渋谷,東京,0,26,38,10.8
JR埼京線,恵比寿,東京,0,24,36,11.0
JR埼京線,大崎,東京,0,16,28,8.5
JR埼京線,西大井,東京,0,13,25,7.8
JR埼京線,武蔵小杉,東京,0,18,30,6.3
JR埼京線,羽沢横浜国大,東京,1,38,50,4.0
JR外房線,千葉,東京,0,43,55,5.4
JR外房線,本千葉,東京,0,47,59,5.8
JR外房線,蘇我,東京,0,34,46,5.3
JR宇都宮線,蓮田,東京,0,47,59,4.8
JR宇都宮線,東大宮,東京,0,42,54,4.3
JR宇都宮線,土呂,東京,0,39,51,4.3
JR宇都宮線,大宮,東京,0,24,36,6.4
JR宇都宮線,さいたま新都心,東京,0,31,43,6.4
JR宇都宮線,浦和,東京,0,26,38,5.6
JR宇都宮線,赤羽,東京,0,17,29,6.7
JR宇都宮線,尾久,東京,0,12,24,6.6
JR宇都宮線,上野,東京,0,5,17,8.1
JR山手線,大崎,東京,0,16,28,8.5
JR山手線,五反田,東京,0,18,30,8.9
JR山手線,目黒,東京,0,21,33,9.9
JR山手線,恵比寿,東京,0,24,36,11.0
JR山手線,渋谷,東京,0,26,38,10.8
JR山手線,原宿,東京,0,29,41,11.4
JR山手線,代々木,東京,0,31,43,10.1
JR山手線,新宿,東京,0,14,26,8.2
JR山手線,新大久保,東京,0,32,44,7.5
JR山手線,高田馬場,東京,0,30,42,7.5
JR山手線,目白,東京,0,28,40,7.3
JR山手線,池袋,東京,0,17,29,7.4
JR山手線,大塚,東京,0,23,35,7.4
JR山手線,巣鴨,東京,0,21,33,7.8
JR山手線,駒込,東京,0,19,31,7.5
JR山手線,田端,東京,0,16,28,7.0
JR山手線,西日暮里,東京,0,15,27,7.0
JR山手線,日暮里,東京,0,13,25,7.5
JR山手線,鶯谷,東京,0,11,23,7.6
JR山手線,上野,東京,0,5,17,8.1
JR山手線,御徒町,東京,0,7,19,8.9
JR山手線,秋葉原,東京,0,4,16,9.4
JR山手線,神田,東京,0,2,14,9.9
JR山手線,有楽町,東京,0,2,14,10.8
JR山手線,新橋,東京,0,3,15,11.0
JR山手線,浜松町,東京,0,6,18,10.4
JR山手線,田町,東京,0,9,21,9.9
JR山手線,高輪ゲートウェイ,東京,0,11,23,9.2
JR山手線,品川,東京,0,7,19,9.1
JR川越線,大宮,東京,0,24,36,6.4
JR川越線,西大宮,東京,1,46,58,5.4
JR常磐線,取手,東京,0,48,60,3.4
JR常磐線,天王台,東京,0,44,56,3.5
JR常磐線,我孫子,東京,0,41,53,4.1
JR常磐線,柏,東京,0,36,48,4.4
JR常磐線,松戸,東京,0,27,39,5.5
JR常磐線,北千住,東京,0,18,30,7.2
JR常磐線,南千住,東京,0,15,27,7.7
JR常磐線,三河島,東京,0,12,24,7.5
JR常磐線,日暮里,東京,0,13,25,7.5
JR常磐線,上野,東京,0,5,17,8.1
JR常磐線各駅停車,綾瀬,東京,1,29,41,5.9
JR常磐線各駅停車,亀有,東京,1,32,44,6.0
JR常磐線各駅停車,金町,東京,1,34,46,4.9
JR常磐線各駅停車,松戸,東京,0,27,39,5.5
