line,from,to,trans,req_min,req_min+walk,price
東京メトロ銀座線,外苑前,茅場町,1,20,29,11.0
東京メトロ銀座線,表参道,茅場町,1,21,30,12.1
東京メトロ銀座線,渋谷,茅場町,1,24,33,10.8
横浜市営地下鉄グリーンライン,日吉,茅場町,1,50,59,6.1
横浜市営地下鉄ブルーライン,横浜,茅場町,1,49,58,6.8
都営三田線,西高島平,茅場町,1,45,54,4.8
都営三田線,新高島平,茅場町,1,43,52,5.2
都営三田線,高島平,茅場町,1,42,51,5.2
都営三田線,西台,茅場町,1,40,49,5.5
都営三田線,蓮根,茅場町,1,38,47,6.2
都営三田線,志村三丁目,茅場町,1,36,45,6.3
都営三田線,志村坂上,茅場町,1,34,43,6.2
都営三田線,本蓮沼,茅場町,1,32,41,6.2
都営三田線,板橋本町,茅場町,1,30,39,6.4
都営三田線,板橋区役所前,茅場町,1,28,37,6.8
都営三田線,新板橋,茅場町,1,26,35,6.5
都営三田線,西巣鴨,茅場町,1,24,33,6.9
都営三田線,巣鴨,茅場町,1,22,31,7.8
都営三田線,千石,茅場町,1,20,29,8.0
都営三田線,春日,茅場町,1,15,24,8.5
都営三田線,水道橋,茅場町,1,13,22,9.0
都営三田線,神保町,茅場町,1,11,20,9.8
都営三田線,大手町,茅場町,0,3,12,10.8
都営三田線,日比谷,茅場町,0,9,18,8.7
都営三田線,内幸町,茅場町,1,13,22,10.5
都営三田線,御成門,茅場町,1,15,24,11.0
都営三田線,芝公園,茅場町,1,16,25,10.4
都営三田線,白金高輪,茅場町,1,21,30,10.5
都営三田線,白金台,茅場町,1,25,34,11.2
都営三田線,目黒,茅場町,1,27,36,9.9
都営大江戸線,都庁前,茅場町,1,34,43,7.8
都営大江戸線,新宿西口,茅場町,1,32,41,8.0
都営大江戸線,東新宿,茅場町,1,30,39,8.5
都営大江戸線,若松河田,茅場町,1,27,36,8.0
都営大江戸線,牛込柳町,茅場町,1,26,35,8.4
都営大江戸線,牛込神楽坂,茅場町,1,23,32,8.8
都営大江戸線,飯田橋,茅場町,0,10,19,9.5
都営大江戸線,春日,茅場町,1,15,24,8.5
都営大江戸線,本郷三丁目,茅場町,1,14,23,8.5
都営大江戸線,上野御徒町,茅場町,0,14,23,10.1
都営大江戸線,新御徒町,茅場町,1,17,26,8.6
都営大江戸線,蔵前,茅場町,1,11,20,8.9
都営大江戸線,両国,茅場町,1,17,26,8.4
都営大江戸線,森下,茅場町,0,18,27,8.4
都営大江戸線,清澄白河,茅場町,1,8,17,8.4
都営大江戸線,門前仲町,茅場町,0,2,11,8.7
都営大江戸線,月島,茅場町,1,8,17,9.9
都営大江戸線,勝どき,茅場町,1,10,19,9.1
都営大江戸線,築地市場,茅場町,1,13,22,8.1
都営大江戸線,汐留,茅場町,1,15,24,11.3
都営大江戸線,大門,茅場町,1,12,21,10.8
都営大江戸線,赤羽橋,茅場町,1,21,30,11.2
都営大江戸線,麻布十番,茅場町,1,23,32,11.6
都営大江戸線,六本木,茅場町,0,18,27,11.6
都営大江戸線,青山一丁目,茅場町,1,18,27,9.0
都営大江戸線,国立競技場,茅場町,1,29,38,9.4
都営大江戸線,代々木,茅場町,1,26,35,10.1
都営大江戸線,新宿,茅場町,1,20,29,8.2
都営大江戸線,西新宿五丁目,茅場町,1,40,49,7.7
都営大江戸線,中野坂上,茅場町,1,33,42,7.0
都営大江戸線,東中野,茅場町,1,32,41,7.0
都営大江戸線,中井,茅場町,1,31,40,6.9
都営大江戸線,落合南長崎,茅場町,1,49,58,6.5
都営大江戸線,練馬,茅場町,1,44,53,6.3
都営新宿線,本八幡,茅場町,1,38,47,5.9
都営新宿線,篠崎,茅場町,1,39,48,6.2
都営新宿線,瑞江,茅場町,1,37,46,6.0
都営新宿線,一之江,茅場町,1,34,43,5.5
都営新宿線,船堀,茅場町,1,32,41,5.8
都営新宿線,東大島,茅場町,1,29,38,6.3
都営新宿線,西大島,茅場町,1,25,34,7.6
都営新宿線,菊川,茅場町,0,22,31,8.2
都営新宿線,森下,茅場町,0,18,27,8.4
都営新宿線,浜町,茅場町,0,34,43,9.2
都営新宿線,馬喰横山,茅場町,0,38,47,8.4
都営新宿線,岩本町,茅場町,0,13,22,9.7
都営新宿線,小川町,茅場町,1,15,24,4.4
都営新宿線,神保町,茅場町,1,11,20,9.8
都営新宿線,九段下,茅場町,0,8,17,10.0
都営新宿線,曙橋,茅場町,1,16,25,9.0
都営新宿線,新宿三丁目,茅場町,1,19,28,8.9
都営新宿線,新宿,茅場町,1,20,29,8.2
都営浅草線,本所吾妻橋,茅場町,1,15,24,8.1
都営浅草線,浅草,茅場町,1,13,22,8.1
都営浅草線,蔵前,茅場町,1,11,20,8.9
都営浅草線,浅草橋,茅場町,1,9,18,8.8
都営浅草線,東日本橋,茅場町,1,7,16,8.5
都営浅草線,人形町,茅場町,0,2,11,9.0
都営浅草線,東銀座,茅場町,0,5,14,10.5
都営浅草線,新橋,茅場町,1,9,18,11.0
都営浅草線,大門,茅場町,1,12,21,10.8
都営浅草線,泉岳寺,茅場町,1,18,27,9.7
都営浅草線,高輪台,茅場町,1,21,30,9.9
都営浅草線,五反田,茅場町,1,23,32,8.9
都営浅草線,戸越,茅場町,1,25,34,8.1
都営浅草線,中延,茅場町,1,28,37,7.9
都営浅草線,馬込,茅場町,1,29,38,7.4
都営浅草線,西馬込,茅場町,1,32,41,6.9
わたらせ渓谷鐵道,中野,茅場町,0,26,35,7.0
上毛電気鉄道上毛線,赤坂,茅場町,1,17,26,12.0
富士急行線,赤坂,茅場町,1,17,26,12.0
流鉄流山線,馬橋,茅場町,1,46,55,4.0
JR上野東京ライン,品川,銀座一丁目,1,19,30,9.1
JR上野東京ライン,新橋,銀座一丁目,0,8,19,11.0
JR上野東京ライン,東京,銀座一丁目,0,9,20,9.6
JR上野東京ライン,上野,銀座一丁目,0,20,31,8.1
JR中央・総武線各駅停車,三鷹,銀座一丁目,1,45,56,6.1
JR中央・総武線各駅停車,吉祥寺,銀座一丁目,1,42,53,6.3
JR中央・総武線各駅停車,西荻窪,銀座一丁目,1,40,51,6.5
JR中央・総武線各駅停車,荻窪,銀座一丁目,0,38,49,6.7
JR中央・総武線各駅停車,阿佐ケ谷,銀座一丁目,1,34,45,6.8
JR中央・総武線各駅停車,高円寺,銀座一丁目,1,32,43,6.9
JR中央・総武線各駅停車,中野,銀座一丁目,1,29,40,7.0
JR中央・総武線各駅停車,東中野,銀座一丁目,1,31,42,7.0
JR中央・総武線各駅停車,大久保,銀座一丁目,1,29,40,7.4
JR中央・総武線各駅停車,新宿,銀座一丁目,0,27,38,8.2
JR中央・総武線各駅停車,代々木,銀座一丁目,1,24,35,10.1
JR中央・総武線各駅停車,千駄ケ谷,銀座一丁目,1,22,33,10.0
JR中央・総武線各駅停車,信濃町,銀座一丁目,1,20,31,8.8
JR中央・総武線各駅停車,四ツ谷,銀座一丁目,0,15,26,10.0
JR中央・総武線各駅停車,市ケ谷,銀座一丁目,0,11,22,9.8
JR中央・総武線各駅停車,飯田橋,銀座一丁目,0,14,25,9.5
JR中央・総武線各駅停車,水道橋,銀座一丁目,1,18,29,9.0
JR中央・総武線各駅停車,御茶ノ水,銀座一丁目,0,15,26,9.4
JR中央・総武線各駅停車,秋葉原,銀座一丁目,0,22,33,9.4
JR中央・総武線各駅停車,浅草橋,銀座一丁目,1,20,31,8.8
JR中央・総武線各駅停車,両国,銀座一丁目,1,25,36,8.4
JR中央・総武線各駅停車,錦糸町,銀座一丁目,1,23,34,7.9
JR中央・総武線各駅停車,亀戸,銀座一丁目,1,34,45,7.5
JR中央・総武線各駅停車,平井,銀座一丁目,1,37,48,6.2
JR中央・総武線各駅停車,新小岩,銀座一丁目,1,29,40,6.0
JR中央・総武線各駅停車,小岩,銀座一丁目,1,43,54,6.0
JR中央・総武線各駅停車,市川,銀座一丁目,1,34,45,6.0
JR中央・総武線各駅停車,西船橋,銀座一丁目,1,37,48,6.3
JR中央・総武線各駅停車,船橋,銀座一丁目,1,41,52,6.2
JR中央・総武線各駅停車,津田沼,銀座一丁目,1,45,56,5.0
JR中央本線,東京,銀座一丁目,0,9,20,9.6
JR中央本線,新宿,銀座一丁目,0,27,38,8.2
JR中央本線,三鷹,銀座一丁目,1,45,56,6.1
JR中央線,東京,銀座一丁目,0,9,20,9.6
JR中央線,神田,銀座一丁目,0,14,25,9.9
JR中央線,御茶ノ水,銀座一丁目,0,15,26,9.4
JR中央線,四ツ谷,銀座一丁目,0,15,26,10.0
JR中央線,新宿,銀座一丁目,0,27,38,8.2
JR中央線,中野,銀座一丁目,1,29,40,7.0
JR中央線,高円寺,銀座一丁目,1,32,43,6.9
JR中央線,阿佐ケ谷,銀座一丁目,1,34,45,6.8
JR中央線,荻窪,銀座一丁目,0,38,49,6.7
JR中央線,西荻窪,銀座一丁目,1,40,51,6.5
JR中央線,吉祥寺,銀座一丁目,1,42,53,6.3
JR中央線,三鷹,銀座一丁目,1,45,56,6.1
JR中央線,武蔵境,銀座一丁目,1,48,59,6.0
JR京浜東北線,浦和,銀座一丁目,1,47,58,5.6
JR京浜東北線,西川口,銀座一丁目,1,47,58,5.1
JR京浜東北線,川口,銀座一丁目,1,44,55,5.3
JR京浜東北線,赤羽,銀座一丁目,1,38,49,6.7
JR京浜東北線,東十条,銀座一丁目,1,38,49,6.5
JR京浜東北線,王子,銀座一丁目,1,32,43,6.4
JR京浜東北線,上中里,銀座一丁目,1,33,44,6.8
JR京浜東北線,田端,銀座一丁目,1,27,38,7.0
JR京浜東北線,西日暮里,銀座一丁目,1,25,36,7.0
JR京浜東北線,日暮里,銀座一丁目,1,23,34,7.5
JR京浜東北線,鶯谷,銀座一丁目,1,21,32,7.6
JR京浜東北線,上野,銀座一丁目,0,20,31,8.1
JR京浜東北線,御徒町,銀座一丁目,0,24,35,8.9
JR京浜東北線,秋葉原,銀座一丁目,0,22,33,9.4
JR京浜東北線,神田,銀座一丁目,0,14,25,9.9
JR京浜東北線,東京,銀座一丁目,0,9,20,9.6
JR京浜東北線,有楽町,銀座一丁目,0,2,13,10.8
JR京浜東北線,新橋,銀座一丁目,0,8,19,11.0
JR京浜東北線,浜松町,銀座一丁目,1,15,26,10.4
JR京浜東北線,田町,銀座一丁目,1,17,28,9.9
JR京浜東北線,高輪ゲートウェイ,銀座一丁目,1,20,31,9.2
JR京浜東北線,品川,銀座一丁目,1,19,30,9.1
JR京浜東北線,大井町,銀座一丁目,1,25,36,8.1
JR京浜東北線,大森,銀座一丁目,1,27,38,7.2
JR京浜東北線,蒲田,銀座一丁目,1,31,42,7.3
JR京浜東北線,川崎,銀座一丁目,1,30,41,6.5
JR京浜東北線,鶴見,銀座一丁目,1,41,52,5.9
JR京浜東北線,新子安,銀座一丁目,1,45,56,4.7
JR京浜東北線,東神奈川,銀座一丁目,1,49,60,6.2
JR京浜東北線,横浜,銀座一丁目,1,39,50,6.8
JR京葉線,東京,銀座一丁目,0,9,20,9.6
JR京葉線,八丁堀,銀座一丁目,0,13,24,9.8
JR京葉線,越中島,銀座一丁目,1,16,27,9.2
JR京葉線,潮見,銀座一丁目,1,20,31,7.8
JR京葉線,新木場,銀座一丁目,0,11,22,9.1
JR京葉線,葛西臨海公園,銀座一丁目,1,21,32,5.5
JR京葉線,舞浜,銀座一丁目,1,28,39,5.0
JR京葉線,新浦安,銀座一丁目,1,28,39,5.2
JR京葉線,市川塩浜,銀座一丁目,1,31,42,5.0
JR京葉線,二俣新町,銀座一丁目,1,41,52,4.5
JR京葉線,南船橋,銀座一丁目,1,45,56,4.7
JR京葉線,新習志野,銀座一丁目,1,47,58,6.2
JR京葉線,蘇我,銀座一丁目,1,44,55,5.3
JR八高線,小川町,銀座一丁目,0,17,28,4.4
JR内房線,蘇我,銀座一丁目,1,44,55,5.3
JR南武線,武蔵溝ノ口,銀座一丁目,1,47,58,6.9
JR南武線,武蔵小杉,銀座一丁目,1,30,41,6.3
JR南武線,鹿島田,銀座一丁目,1,42,53,6.6
JR南武線,川崎,銀座一丁目,1,30,41,6.5
JR埼京線,戸田公園,銀座一丁目,1,49,60,5.0
JR埼京線,浮間舟渡,銀座一丁目,1,46,57,5.8
JR埼京線,北赤羽,銀座一丁目,1,43,54,6.4
JR埼京線,赤羽,銀座一丁目,1,38,49,6.7
JR埼京線,十条,銀座一丁目,1,37,48,6.5
JR埼京線,板橋,銀座一丁目,1,34,45,6.7
JR埼京線,池袋,銀座一丁目,0,25,36,7.4
JR埼京線,新宿,銀座一丁目,0,27,38,8.2
JR埼京線,渋谷,銀座一丁目,0,24,35,10.8
JR埼京線,恵比寿,銀座一丁目,0,24,35,11.0
JR埼京線,大崎,銀座一丁目,1,25,36,8.5
JR埼京線,西大井,銀座一丁目,1,25,36,7.8
JR埼京線,武蔵小杉,銀座一丁目,1,30,41,6.3
JR外房線,蘇我,銀座一丁目,1,44,55,5.3
JR宇都宮線,浦和,銀座一丁目,1,47,58,5.6
JR宇都宮線,赤羽,銀座一丁目,1,38,49,6.7
JR宇都宮線,尾久,銀座一丁目,1,32,43,6.6
JR宇都宮線,上野,銀座一丁目,0,20,31,8.1
JR山手線,大崎,銀座一丁目,1,25,36,8.5
JR山手線,五反田,銀座一丁目,1,26,37,8.9
JR山手線,目黒,銀座一丁目,1,26,37,9.9
JR山手線,恵比寿,銀座一丁目,0,24,35,11.0
JR山手線,渋谷,銀座一丁目,0,24,35,10.8
JR山手線,原宿,銀座一丁目,1,27,38,11.4
JR山手線,代々木,銀座一丁目,1,24,35,10.1
JR山手線,新宿,銀座一丁目,0,27,38,8.2
JR山手線,新大久保,銀座一丁目,1,35,46,7.5
JR山手線,高田馬場,銀座一丁目,1,30,41,7.5
JR山手線,目白,銀座一丁目,1,34,45,7.3
JR山手線,池袋,銀座一丁目,0,25,36,7.4
JR山手線,大塚,銀座一丁目,1,33,44,7.4
JR山手線,巣鴨,銀座一丁目,1,26,37,7.8
JR山手線,駒込,銀座一丁目,1,27,38,7.5
JR山手線,田端,銀座一丁目,1,27,38,7.0
JR山手線,西日暮里,銀座一丁目,1,25,36,7.0
JR山手線,日暮里,銀座一丁目,1,23,34,7.5
JR山手線,鶯谷,銀座一丁目,1,21,32,7.6
JR山手線,上野,銀座一丁目,0,20,31,8.1
JR山手線,御徒町,銀座一丁目,0,24,35,8.9
JR山手線,秋葉原,銀座一丁目,0,22,33,9.4
JR山手線,神田,銀座一丁目,0,14,25,9.9
JR山手線,東京,銀座一丁目,0,9,20,9.6
JR山手線,有楽町,銀座一丁目,0,2,13,10.8
JR山手線,新橋,銀座一丁目,0,8,19,11.0
JR山手線,浜松町,銀座一丁目,1,15,26,10.4
JR山手線,田町,銀座一丁目,1,17,28,9.9
JR山手線,高輪ゲートウェイ,銀座一丁目,1,20,31,9.2
JR山手線,品川,銀座一丁目,1,19,30,9.1
JR常磐線,松戸,銀座一丁目,1,46,57,5.5
JR常磐線,北千住,銀座一丁目,0,37,48,7.2
JR常磐線,南千住,銀座一丁目,0,33,44,7.7
JR常磐線,三河島,銀座一丁目,1,31,42,7.5
JR常磐線,日暮里,銀座一丁目,1,23,34,7.5
JR常磐線,上野,銀座一丁目,0,20,31,8.1
JR常磐線各駅停車,綾瀬,銀座一丁目,1,36,47,5.9
JR常磐線各駅停車,亀有,銀座一丁目,1,39,50,6.0
JR常磐線各駅停車,金町,銀座一丁目,1,42,53,4.9
JR常磐線各駅停車,松戸,銀座一丁目,1,46,57,5.5
JR常磐線各駅停車,北松戸,銀座一丁目,1,49,60,4.9
JR東海道線,東京,銀座一丁目,0,9,20,9.6
JR東海道線,新橋,銀座一丁目,0,8,19,11.0
JR東海道線,品川,銀座一丁目,1,19,30,9.1
JR東海道線,川崎,銀座一丁目,1,30,41,6.5
JR東海道線,横浜,銀座一丁目,1,39,50,6.8
JR根岸線,横浜,銀座一丁目,1,39,50,6.8
JR横浜線,東神奈川,銀座一丁目,1,49,60,6.2
JR横須賀線,東京,銀座一丁目,0,9,20,9.6
JR横須賀線,新橋,銀座一丁目,0,8,19,11.0
JR横須賀線,品川,銀座一丁目,1,19,30,9.1
JR横須賀線,西大井,銀座一丁目,1,25,36,7.8
JR横須賀線,武蔵小杉,銀座一丁目,1,30,41,6.3
JR横須賀線,新川崎,銀座一丁目,1,34,45,6.6
JR横須賀線,横浜,銀座一丁目,1,39,50,6.8
JR横須賀線,保土ケ谷,銀座一丁目,1,48,59,4.8
JR武蔵野線,東松戸,銀座一丁目,1,48,59,5.8
JR武蔵野線,市川大野,銀座一丁目,1,45,56,4.7
JR武蔵野線,船橋法典,銀座一丁目,1,41,52,4.8
JR武蔵野線,西船橋,銀座一丁目,1,37,48,6.3
JR湘南新宿ライン（宇都宮線・横須賀線）,浦和,銀座一丁目,1,47,58,5.6
JR湘南新宿ライン（宇都宮線・横須賀線）,赤羽,銀座一丁目,1,38,49,6.7
JR湘南新宿ライン（宇都宮線・横須賀線）,池袋,銀座一丁目,0,25,36,7.4
JR湘南新宿ライン（宇都宮線・横須賀線）,新宿,銀座一丁目,0,27,38,8.2
JR湘南新宿ライン（宇都宮線・横須賀線）,渋谷,銀座一丁目,0,24,35,10.8
JR湘南新宿ライン（宇都宮線・横須賀線）,恵比寿,銀座一丁目,0,24,35,11.0
JR湘南新宿ライン（宇都宮線・横須賀線）,大崎,銀座一丁目,1,25,36,8.5
JR湘南新宿ライン（宇都宮線・横須賀線）,武蔵小杉,銀座一丁目,1,30,41,6.3
JR湘南新宿ライン（宇都宮線・横須賀線）,新川崎,銀座一丁目,1,34,45,6.6
JR湘南新宿ライン（宇都宮線・横須賀線）,横浜,銀座一丁目,1,39,50,6.8
JR湘南新宿ライン（高崎線・東海道線）,浦和,銀座一丁目,1,47,58,5.6
JR湘南新宿ライン（高崎線・東海道線）,赤羽,銀座一丁目,1,38,49,6.7
JR湘南新宿ライン（高崎線・東海道線）,池袋,銀座一丁目,0,25,36,7.4
JR湘南新宿ライン（高崎線・東海道線）,新宿,銀座一丁目,0,27,38,8.2
JR湘南新宿ライン（高崎線・東海道線）,渋谷,銀座一丁目,0,24,35,10.8
JR湘南新宿ライン（高崎線・東海道線）,恵比寿,銀座一丁目,0,24,35,11.0
JR湘南新宿ライン（高崎線・東海道線）,大崎,銀座一丁目,1,25,36,8.5
JR湘南新宿ライン（高崎線・東海道線）,西大井,銀座一丁目,1,25,36,7.8
JR湘南新宿ライン（高崎線・東海道線）,武蔵小杉,銀座一丁目,1,30,41,6.3
JR湘南新宿ライン（高崎線・東海道線）,新川崎,銀座一丁目,1,34,45,6.6
JR湘南新宿ライン（高崎線・東海道線）,横浜,銀座一丁目,1,39,50,6.8
JR湘南新宿ライン（高崎線・東海道線）,保土ケ谷,銀座一丁目,1,48,59,4.8
JR相模線,入谷,銀座一丁目,0,29,40,7.5
JR総武本線,東京,銀座一丁目,0,9,20,9.6
JR総武本線,新日本橋,銀座一丁目,0,22,33,9.2
JR総武本線,馬喰町,銀座一丁目,1,19,30,8.5
JR総武本線,錦糸町,銀座一丁目,1,23,34,7.9
JR総武本線,新小岩,銀座一丁目,1,29,40,6.0
JR総武本線,市川,銀座一丁目,1,34,45,6.0
JR総武本線,船橋,銀座一丁目,1,41,52,6.2
JR総武本線,津田沼,銀座一丁目,1,45,56,5.0
JR総武線快速,東京,銀座一丁目,0,9,20,9.6
JR総武線快速,新日本橋,銀座一丁目,0,22,33,9.2
JR総武線快速,馬喰町,銀座一丁目,1,19,30,8.5
JR総武線快速,錦糸町,銀座一丁目,1,23,34,7.9
JR総武線快速,新小岩,銀座一丁目,1,29,40,6.0
JR総武線快速,市川,銀座一丁目,1,34,45,6.0
JR総武線快速,船橋,銀座一丁目,1,41,52,6.2
JR総武線快速,津田沼,銀座一丁目,1,45,56,5.0
JR高崎線,浦和,銀座一丁目,1,47,58,5.6
JR高崎線,赤羽,銀座一丁目,1,38,49,6.7
JR高崎線,尾久,銀座一丁目,1,32,43,6.6
JR高崎線,上野,銀座一丁目,0,20,31,8.1
JR鶴見線,鶴見,銀座一丁目,1,41,52,5.9
つくばエクスプレス,秋葉原,銀座一丁目,0,22,33,9.4
つくばエクスプレス,新御徒町,銀座一丁目,1,20,31,8.6
つくばエクスプレス,浅草,銀座一丁目,0,26,37,8.1
つくばエクスプレス,南千住,銀座一丁目,0,33,44,7.7
つくばエクスプレス,北千住,銀座一丁目,0,37,48,7.2
つくばエクスプレス,青井,銀座一丁目,1,45,56,5.9
つくばエクスプレス,六町,銀座一丁目,1,47,58,5.5
りんかい線,大崎,銀座一丁目,1,25,36,8.5
りんかい線,大井町,銀座一丁目,1,25,36,8.1
りんかい線,品川シーサイド,銀座一丁目,1,31,42,8.7
りんかい線,天王洲アイル,銀座一丁目,1,29,40,9.1
りんかい線,東京テレポート,銀座一丁目,1,25,36,11.9
りんかい線,国際展示場,銀座一丁目,1,20,31,9.5
りんかい線,新木場,銀座一丁目,0,11,22,9.1
京急大師線,京急川崎,銀座一丁目,1,39,50,6.7
京急本線,泉岳寺,銀座一丁目,1,20,31,9.7
京急本線,品川,銀座一丁目,1,19,30,9.1
京急本線,青物横丁,銀座一丁目,1,27,38,8.5
京急本線,立会川,銀座一丁目,1,29,40,7.5
京急本線,平和島,銀座一丁目,1,32,43,7.0
京急本線,京急蒲田,銀座一丁目,1,36,47,7.4
京急本線,京急川崎,銀座一丁目,1,39,50,6.7
京急本線,京急鶴見,銀座一丁目,1,46,57,6.0
京急本線,京急新子安,銀座一丁目,1,49,60,4.5
京急本線,横浜,銀座一丁目,1,39,50,6.8
京急空港線,京急蒲田,銀座一丁目,1,36,47,7.4
京急空港線,糀谷,銀座一丁目,1,39,50,7.3
京急空港線,大鳥居,銀座一丁目,1,42,53,7.2
京急空港線,穴守稲荷,銀座一丁目,1,44,55,7.3
京急空港線,天空橋,銀座一丁目,1,45,56,7.2
京成成田空港線,京成上野,銀座一丁目,0,26,37,7.7
京成成田空港線,日暮里,銀座一丁目,1,23,34,7.5
京成成田空港線,青砥,銀座一丁目,1,36,47,5.4
京成成田空港線,京成高砂,銀座一丁目,1,40,51,5.0
京成成田空港線,東松戸,銀座一丁目,1,48,59,5.8
京成押上線,京成曳舟,銀座一丁目,1,32,43,6.9
京成押上線,八広,銀座一丁目,1,34,45,6.5
京成押上線,四ツ木,銀座一丁目,1,37,48,5.8
京成押上線,京成立石,銀座一丁目,1,39,50,5.8
京成押上線,青砥,銀座一丁目,1,36,47,5.4
京成押上線,京成高砂,銀座一丁目,1,40,51,5.0
京成本線,京成船橋,銀座一丁目,1,47,58,6.0
京成本線,京成西船,銀座一丁目,1,47,58,6.6
京成本線,京成高砂,銀座一丁目,1,40,51,5.0
京成本線,青砥,銀座一丁目,1,36,47,5.4
京成本線,お花茶屋,銀座一丁目,1,48,59,5.5
京成本線,堀切菖蒲園,銀座一丁目,1,47,58,5.3
京成本線,京成関屋,銀座一丁目,1,45,56,7.4
京成本線,千住大橋,銀座一丁目,1,38,49,7.3
京成本線,町屋,銀座一丁目,1,32,43,6.5
京成本線,新三河島,銀座一丁目,1,34,45,7.0
京成本線,日暮里,銀座一丁目,1,23,34,7.5
京成本線,京成上野,銀座一丁目,0,26,37,7.7
京成金町線,京成高砂,銀座一丁目,1,40,51,5.0
京成金町線,京成金町,銀座一丁目,1,45,56,4.9
京王井の頭線,渋谷,銀座一丁目,0,24,35,10.8
京王井の頭線,神泉,銀座一丁目,1,33,44,10.2
京王井の頭線,駒場東大前,銀座一丁目,1,35,46,8.6
京王井の頭線,池ノ上,銀座一丁目,1,37,48,8.4
京王井の頭線,下北沢,銀座一丁目,1,32,43,8.0
京王井の頭線,新代田,銀座一丁目,1,40,51,7.3
京王井の頭線,東松原,銀座一丁目,1,42,53,7.0
京王井の頭線,明大前,銀座一丁目,1,41,52,7.0
京王井の頭線,永福町,銀座一丁目,1,46,57,6.3
京王井の頭線,西永福,銀座一丁目,1,49,60,6.2
京王井の頭線,吉祥寺,銀座一丁目,1,42,53,6.3
京王線,初台,銀座一丁目,1,25,36,8.0
京王線,幡ヶ谷,銀座一丁目,1,27,38,7.8
京王線,新宿,銀座一丁目,0,27,38,8.2
京王線,笹塚,銀座一丁目,1,29,40,7.5
京王線,代田橋,銀座一丁目,1,41,52,7.2
京王線,明大前,銀座一丁目,1,41,52,7.0
京王線,下高井戸,銀座一丁目,1,45,56,6.3
京王線,桜上水,銀座一丁目,1,46,57,6.2
北総鉄道北総線,京成高砂,銀座一丁目,1,40,51,5.0
北総鉄道北総線,新柴又,銀座一丁目,1,46,57,5.5
北総鉄道北総線,矢切,銀座一丁目,1,48,59,5.1
北総鉄道北総線,東松戸,銀座一丁目,1,48,59,5.8
小田急小田原線,新宿,銀座一丁目,0,27,38,8.2
小田急小田原線,南新宿,銀座一丁目,1,35,46,9.7
小田急小田原線,参宮橋,銀座一丁目,1,37,48,9.0
小田急小田原線,代々木八幡,銀座一丁目,1,39,50,9.7
小田急小田原線,代々木上原,銀座一丁目,1,28,39,8.4
小田急小田原線,東北沢,銀座一丁目,1,30,41,8.1
小田急小田原線,下北沢,銀座一丁目,1,32,43,8.0
小田急小田原線,世田谷代田,銀座一丁目,1,34,45,7.5
小田急小田原線,梅ヶ丘,銀座一丁目,1,35,46,6.3
小田急小田原線,豪徳寺,銀座一丁目,1,37,48,6.3
小田急小田原線,経堂,銀座一丁目,1,37,48,6.4
小田急小田原線,千歳船橋,銀座一丁目,1,45,56,6.1
小田急小田原線,祖師ヶ谷大蔵,銀座一丁目,1,48,59,6.5
小田急小田原線,成城学園前,銀座一丁目,1,42,53,6.1
小田急小田原線,向ヶ丘遊園,銀座一丁目,1,49,60,5.0
新京成線,松戸,銀座一丁目,1,46,57,5.5
日暮里・舎人ライナー,西日暮里,銀座一丁目,1,25,36,7.0
日暮里・舎人ライナー,日暮里,銀座一丁目,1,23,34,7.5
東京モノレール,浜松町,銀座一丁目,1,15,26,10.4
東京モノレール,天王洲アイル,銀座一丁目,1,29,40,9.1
東京モノレール,天空橋,銀座一丁目,1,45,56,7.2
東急世田谷線,三軒茶屋,銀座一丁目,1,26,37,8.0
東急世田谷線,下高井戸,銀座一丁目,1,45,56,6.3
東急多摩川線,多摩川,銀座一丁目,1,41,52,6.3
東急多摩川線,蒲田,銀座一丁目,1,31,42,7.3
東急大井町線,大井町,銀座一丁目,1,25,36,8.1
東急大井町線,中延,銀座一丁目,1,31,42,7.9
東急大井町線,大岡山,銀座一丁目,1,35,46,7.8
東急大井町線,自由が丘,銀座一丁目,1,39,50,8.0
東急大井町線,二子玉川,銀座一丁目,1,39,50,6.8
東急大井町線,二子新地,銀座一丁目,1,40,51,6.6
東急大井町線,溝の口,銀座一丁目,1,44,55,6.8
東急新横浜線,日吉,銀座一丁目,1,49,60,6.1
東急東横線,渋谷,銀座一丁目,0,24,35,10.8
東急東横線,代官山,銀座一丁目,1,32,43,11.2
東急東横線,中目黒,銀座一丁目,0,27,38,9.2
東急東横線,祐天寺,銀座一丁目,1,33,44,8.4
東急東横線,学芸大学,銀座一丁目,1,35,46,8.3
東急東横線,都立大学,銀座一丁目,1,37,48,8.7
東急東横線,自由が丘,銀座一丁目,1,39,50,8.0
東急東横線,田園調布,銀座一丁目,1,39,50,6.7
東急東横線,多摩川,銀座一丁目,1,41,52,6.3
東急東横線,新丸子,銀座一丁目,1,47,58,6.2
東急東横線,武蔵小杉,銀座一丁目,1,30,41,6.3
東急東横線,日吉,銀座一丁目,1,49,60,6.1
東急東横線,横浜,銀座一丁目,1,39,50,6.8
東急池上線,五反田,銀座一丁目,1,26,37,8.9
東急池上線,戸越銀座,銀座一丁目,1,34,45,7.9
東急池上線,蒲田,銀座一丁目,1,31,42,7.3
東急田園都市線,渋谷,銀座一丁目,0,24,35,10.8
